_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-6.276286667233138,GO:0050867,M1,1,0,GO Biological Processes,19,positive regulation of cell activation,19_GO:0048518 positive regulation of biological process,-6.276286667233138,13.567627906976746,9.1270174888001,20836,430,25,7,28.0,8.97997772825746,12394|14460|14461|17260|20375|56193|239985,Runx1|Gata1|Gata2|Mef2c|Spi1|Plek|Arid1b,-3.388317910633256,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-5.99789572122812,GO:0050865,M1,1,0,GO Biological Processes,19,regulation of cell activation,19_GO:0032501 multicellular organismal process,-5.99789572122812,9.538655221745351,7.958861784497971,20836,699,25,8,32.0,9.32952303175248,12192|12394|14460|14461|17260|20375|56193|239985,Zfp36l1|Runx1|Gata1|Gata2|Mef2c|Spi1|Plek|Arid1b,-3.1276557315886695,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-5.8375784840026865,GO:0002262,M1,1,0,GO Biological Processes,19,myeloid cell homeostasis,19_GO:0042592 homeostatic process,-5.8375784840026865,24.95329341317365,10.77169429416033,20836,167,25,5,20.0,8.0,14460|16596|20375|21349|22761,Gata1|Klf1|Spi1|Tal1|Zfpm1,-2.9843718336620166,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-5.528877173685516,R-MMU-8878171,M1,1,0,Reactome Gene Sets,6,Transcriptional regulation by RUNX1,,-5.528877173685516,21.591709844559585,9.96104587804736,20836,193,25,5,20.0,8.0,14460|14461|21349|22761|239985,Gata1|Gata2|Tal1|Zfpm1|Arid1b,-2.7520588692083012,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-5.309758604015118,GO:0045648,M1,1,0,GO Biological Processes,19,positive regulation of erythrocyte differentiation,19_GO:0042592 homeostatic process,-5.309758604015118,89.29714285714284,16.204318806809827,20836,28,25,3,12.0,6.499230723708768,14460|14461|21349,Gata1|Gata2|Tal1,-2.585646650053906,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-5.153679181641588,GO:0002696,M1,1,0,GO Biological Processes,19,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-5.153679181641588,12.256470588235294,7.958655020931295,20836,408,25,6,24.0,8.541662601625049,12394|14460|14461|17260|20375|239985,Runx1|Gata1|Gata2|Mef2c|Spi1|Arid1b,-2.465282779946911,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-5.117105177285518,GO:0002694,M1,1,0,GO Biological Processes,19,regulation of leukocyte activation,19_GO:0002376 immune system process,-5.117105177285518,9.073219284603423,7.207291622253655,20836,643,25,7,28.0,8.97997772825746,12192|12394|14460|14461|17260|20375|239985,Zfp36l1|Runx1|Gata1|Gata2|Mef2c|Spi1|Arid1b,-2.4509851703019927,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-4.98789046918757,GO:0048871,M1,1,0,GO Biological Processes,19,multicellular organismal homeostasis,19_GO:0042592 homeostatic process,-4.98789046918757,8.668766716196139,7.0093180376227195,20836,673,25,7,28.0,8.97997772825746,14460|14461|16596|17260|20375|21349|22761,Gata1|Gata2|Klf1|Mef2c|Spi1|Tal1|Zfpm1,-2.3531789264556684,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-4.7591346960675525,GO:0045165,M1,1,0,GO Biological Processes,19,cell fate commitment,19_GO:0032502 developmental process,-4.7591346960675525,14.989928057553955,8.138937816605122,20836,278,25,5,20.0,8.0,12394|14460|14461|17260|21349,Runx1|Gata1|Gata2|Mef2c|Tal1,-2.134407374242252,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-4.621720226096293,GO:0048821,M1,1,0,GO Biological Processes,19,erythrocyte development,19_GO:0042592 homeostatic process,-4.621720226096293,53.19829787234042,12.416773323274926,20836,47,25,3,12.0,6.499230723708768,14460|16596|21349,Gata1|Klf1|Tal1,-2.034781465160392,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-4.56603651090189,GO:0006351,M1,1,0,GO Biological Processes,19,DNA-templated transcription,19_GO:0008152 metabolic process,-4.56603651090189,9.653745173745172,6.912717139512948,20836,518,25,6,24.0,8.541662601625049,14025|14460|14461|16764|17260|21349,Bcl11a|Gata1|Gata2|Aff3|Mef2c|Tal1,-1.99212055623936,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-4.561330550214829,GO:0097659,M1,1,0,GO Biological Processes,19,nucleic acid-templated transcription,19_GO:0008152 metabolic process,-4.561330550214829,9.63514450867052,6.90468357348972,20836,519,25,6,24.0,8.541662601625049,14025|14460|14461|16764|17260|21349,Bcl11a|Gata1|Gata2|Aff3|Mef2c|Tal1,-1.99212055623936,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-4.505610942430595,GO:0032774,M1,1,0,GO Biological Processes,19,RNA biosynthetic process,19_GO:0008152 metabolic process,-4.505610942430595,9.417401129943501,6.809952295740315,20836,531,25,6,24.0,8.541662601625049,14025|14460|14461|16764|17260|21349,Bcl11a|Gata1|Gata2|Aff3|Mef2c|Tal1,-1.9534342877539062,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-4.3688014094105805,GO:0043300,M1,1,0,GO Biological Processes,19,regulation of leukocyte degranulation,19_GO:0002376 immune system process,-4.3688014094105805,43.86526315789473,11.231839340381962,20836,57,25,3,12.0,6.499230723708768,14460|14461|20375,Gata1|Gata2|Spi1,-1.8248972806998818,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-4.303977484820567,GO:0000904,M1,1,0,GO Biological Processes,19,cell morphogenesis involved in differentiation,19_GO:0032502 developmental process,-4.303977484820567,8.666620450606585,6.472963375649486,20836,577,25,6,24.0,8.541662601625049,14460|17260|20375|21349|22761|24136,Gata1|Mef2c|Spi1|Tal1|Zfpm1|Zeb2,-1.7761601760033234,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-4.177683961414834,R-MMU-8939236,M1,1,0,Reactome Gene Sets,6,RUNX1 regulates transcription of genes involved in differentiation of HSCs,,-4.177683961414834,37.883636363636356,10.401781656742578,20836,66,25,3,12.0,6.499230723708768,14460|14461|21349,Gata1|Gata2|Tal1,-1.6729319566662835,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-3.994652197042221,GO:0002886,M1,1,0,GO Biological Processes,19,regulation of myeloid leukocyte mediated immunity,19_GO:0002376 immune system process,-3.994652197042221,32.89894736842105,9.655833217551901,20836,76,25,3,12.0,6.499230723708768,14460|14461|20375,Gata1|Gata2|Spi1,-1.5118020337415001,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-3.654030068170173,WP373,M1,1,0,WikiPathways,27,IL-3 signaling pathway,,-3.654030068170173,25.255757575757574,8.384550001583554,20836,99,25,3,12.0,6.499230723708768,14460|14461|20375,Gata1|Gata2|Spi1,-1.1987634265015408,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-3.6404192216330276,GO:0000902,M1,1,0,GO Biological Processes,19,cell morphogenesis,19_GO:0032502 developmental process,-3.6404192216330276,6.562519685039369,5.4219108049581655,20836,762,25,6,24.0,8.541662601625049,14460|17260|20375|21349|22761|24136,Gata1|Mef2c|Spi1|Tal1|Zfpm1|Zeb2,-1.1917831588634082,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-3.3872380072782438,R-MMU-983231,M1,1,0,Reactome Gene Sets,6,Factors involved in megakaryocyte development and platelet production,,-3.3872380072782438,20.494426229508193,7.484773608995291,20836,122,25,3,12.0,6.499230723708768,14460|14461|22761,Gata1|Gata2|Zfpm1,-0.9763905053980244,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-3.036612596545133,GO:1903305,M1,1,0,GO Biological Processes,19,regulation of regulated secretory pathway,19_GO:0051179 localization,-3.036612596545133,15.529937888198756,6.414668517668267,20836,161,25,3,12.0,6.499230723708768,14460|14461|20375,Gata1|Gata2|Spi1,-0.697851523947938,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.8895081951158983,GO:1903530,M1,1,0,GO Biological Processes,19,regulation of secretion by cell,19_GO:0051179 localization,-2.8895081951158983,5.944650499286733,4.615715944647444,20836,701,25,5,20.0,8.0,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-0.5658108689545791,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.8667828057907894,GO:0009611,M1,1,0,GO Biological Processes,19,response to wounding,19_GO:0050896 response to stimulus,-2.8667828057907894,8.111338199513382,5.046746536847756,20836,411,25,4,16.0,7.332121111929343,12192|14460|14461|56193,Zfp36l1|Gata1|Gata2|Plek,-0.5479928141242143,0,4,0,0,-10.143166898984957,250.03199999999998,
1,-2.772010250890366,GO:0048469,M1,1,0,GO Biological Processes,19,cell maturation,19_GO:0032502 developmental process,-2.772010250890366,12.564422110552762,5.681296741360444,20836,199,25,3,12.0,6.499230723708768,14461|16596|21349,Gata2|Klf1|Tal1,-0.4701563336601284,0,4,0,0,-10.143166898984957,250.03199999999998,
