Gene,_SCORE_GRP6_,_SCORE_GRP1_,_SCORE_GRP2_,_SCORE_GRP8_,_SCORE_GRP5_,_SCORE_GRP3_,_SCORE_GRP9_,_SCORE_GRP11_,_SCORE_GRP4_,_SCORE_GRP10_,_SCORE_GRP7_,GRP1|19_GO:0002521|-8.595|leukocyte differentiation,GRP1|19_GO:0001775|-5.637|cell activation,GRP1|19_GO:0046649|-4.394|lymphocyte activation,GRP1|19_GO:1903131|-5.266|mononuclear cell differentiation,GRP1|19_GO:0045321|-3.896|leukocyte activation,GRP1|19_GO:0042113|-5.166|B cell activation,GRP1|19_GO:0030098|-4.347|lymphocyte differentiation,GRP1|19_GO:0030183|-4.460|B cell differentiation,GRP1|19_GO:0071219|-2.278|cellular response to molecule of bacterial origin,GRP1|19_GO:0071222|-2.319|cellular response to lipopolysaccharide,GRP1|19_GO:0071216|-2.174|cellular response to biotic stimulus,GRP1|19_GO:0032496|-2.004|response to lipopolysaccharide,GRP1|19_GO:0002335|-4.868|mature B cell differentiation,GRP1|19_GO:0048872|-2.120|homeostasis of number of cells,GRP1|19_GO:0006325|-2.305|chromatin organization,GRP1|19_GO:0006338|-2.148|chromatin remodeling,GRP1|19_GO:0042110|-2.001|T cell activation,GRP1|19_GO:0030217|-2.723|T cell differentiation,GRP2|19_GO:0030099|-7.136|myeloid cell differentiation,GRP2|19_GO:0002573|-5.863|myeloid leukocyte differentiation,GRP2|24_mmu05221|-4.101|Acute myeloid leukemia - Mus musculus (house mouse),GRP2|19_GO:0001701|-2.386|in utero embryonic development,GRP2|19_GO:1903706|-7.495|regulation of hemopoiesis,GRP2|24_mmu05202|-6.666|Transcriptional misregulation in cancer - Mus musculus (house mouse),GRP2|19_GO:0045596|-3.684|negative regulation of cell differentiation,GRP2|19_GO:0010721|-4.479|negative regulation of cell development,GRP2|19_GO:0002683|-4.552|negative regulation of immune system process,GRP2|19_GO:1902105|-4.229|regulation of leukocyte differentiation,GRP2|19_GO:0007162|-3.282|negative regulation of cell adhesion,GRP2|19_GO:1903707|-4.849|negative regulation of hemopoiesis,GRP2|19_GO:1902106|-3.398|negative regulation of leukocyte differentiation,GRP2|19_GO:0010720|-4.442|positive regulation of cell development,GRP2|19_GO:0050865|-3.844|regulation of cell activation,GRP2|19_GO:0002694|-4.043|regulation of leukocyte activation,GRP2|19_GO:0050867|-3.860|positive regulation of cell activation,GRP2|19_GO:0002696|-3.966|positive regulation of leukocyte activation,GRP2|19_GO:0051249|-3.439|regulation of lymphocyte activation,GRP2|19_GO:0051251|-3.163|positive regulation of lymphocyte activation,GRP2|19_GO:0071559|-4.631|response to transforming growth factor beta,GRP2|19_GO:0071560|-4.692|cellular response to transforming growth factor beta stimulus,GRP2|19_GO:0071363|-2.671|cellular response to growth factor stimulus,GRP2|19_GO:0070848|-2.617|response to growth factor,GRP2|19_GO:0022408|-2.699|negative regulation of cell-cell adhesion,GRP2|19_GO:0002695|-2.729|negative regulation of leukocyte activation,GRP2|19_GO:0050866|-2.598|negative regulation of cell activation,GRP2|19_GO:0022407|-2.547|regulation of cell-cell adhesion,GRP2|19_GO:0045619|-3.876|regulation of lymphocyte differentiation,GRP2|19_GO:1902107|-2.699|positive regulation of leukocyte differentiation,GRP2|19_GO:0045621|-3.213|positive regulation of lymphocyte differentiation,GRP2|19_GO:1903708|-2.699|positive regulation of hemopoiesis,GRP2|19_GO:0022409|-2.155|positive regulation of cell-cell adhesion,GRP2|19_GO:0045580|-2.843|regulation of T cell differentiation,GRP3|19_GO:0048568|-4.501|embryonic organ development,GRP3|19_GO:0045637|-5.121|regulation of myeloid cell differentiation,GRP3|19_GO:0045638|-3.654|negative regulation of myeloid cell differentiation,GRP3|19_GO:0001501|-3.420|skeletal system development,GRP3|19_GO:0048705|-3.619|skeletal system morphogenesis,GRP3|19_GO:0048598|-3.057|embryonic morphogenesis,GRP3|19_GO:0007389|-2.657|pattern specification process,GRP3|19_GO:0003002|-2.813|regionalization,GRP3|19_GO:0048706|-3.143|embryonic skeletal system development,GRP3|19_GO:0048704|-3.519|embryonic skeletal system morphogenesis,GRP3|19_GO:0048562|-2.148|embryonic organ morphogenesis,GRP3|19_GO:0048863|-2.642|stem cell differentiation,GRP3|19_GO:0009952|-2.609|anterior/posterior pattern specification,GRP4|27_WP1763|-4.664|Mechanisms associated with pluripotency,GRP4|19_GO:0001818|-2.294|negative regulation of cytokine production,GRP5|19_GO:0097659|-4.561|nucleic acid-templated transcription,GRP5|19_GO:0006351|-4.566|DNA-templated transcription,GRP5|19_GO:0032774|-4.506|RNA biosynthetic process,GRP5|19_GO:0071241|-2.511|cellular response to inorganic substance,GRP5|19_GO:0071248|-2.932|cellular response to metal ion,GRP5|19_GO:0010038|-2.246|response to metal ion,GRP5|19_GO:0070661|-2.804|leukocyte proliferation,GRP6|19_GO:0001819|-3.477|positive regulation of cytokine production,GRP6|19_GO:0032479|-3.531|regulation of type I interferon production,GRP7|19_GO:0071695|-2.415|anatomical structure maturation,GRP7|19_GO:0048469|-2.772|cell maturation,GRP7|19_GO:0021700|-2.185|developmental maturation,GRP7|19_GO:0032675|-2.968|regulation of interleukin-6 production,GRP8|19_GO:0035239|-2.739|tube morphogenesis,GRP8|19_GO:0001944|-2.266|vasculature development,GRP8|19_GO:0001568|-2.364|blood vessel development,GRP8|19_GO:0048729|-2.161|tissue morphogenesis,GRP8|19_GO:0045927|-2.181|positive regulation of growth,GRP8|19_GO:0048639|-2.648|positive regulation of developmental growth,GRP8|19_GO:0007517|-2.226|muscle organ development,GRP9|19_GO:0045664|-2.521|regulation of neuron differentiation,GRP10|19_GO:1901342|-2.234|regulation of vasculature development,GRP10|19_GO:0045765|-2.250|regulation of angiogenesis,GRP11|19_GO:0090287|-2.192|regulation of cellular response to growth factor stimulus,_SORT_,_SORT_GRP1_,_SORT_GRP2_,_SORT_GRP3_,_SORT_GRP4_,_SORT_GRP5_,_SORT_GRP6_,_SORT_GRP7_,_SORT_GRP8_,_SORT_GRP9_,_SORT_GRP10_,_SORT_GRP11_
12606,0.0,0.05555555555555555,0.4117647058823529,0.0,0.8571428571428571,0.07692307692307693,0.0,0.0,0.0,0.0,0.75,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.3,0.1,0.4,0.4,0.2,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.2,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,9,6,10,0,3,0,3,0,0,0,0
71375,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,6,0,0,0,0,0,0,0,0
24136,0.0,0.0,0.029411764705882353,0.2857142857142857,0.0,0.38461538461538464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,12,0,13,4,0,0,0,0,6,0,0,1
20230,0.0,0.5555555555555556,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.5,0.0,0.0,0.4,0.3,0.3,0.3,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,4,0,0,5,7,0,0,0,0,0,0
19696,1.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,15,0,3,0,3,0,0,0,0,0
17260,0.0,0.6111111111111112,0.4117647058823529,1.0,1.0,0.8461538461538461,1.0,0.0,0.5,0.0,0.0,0.4,0.3,0.3,0.3,0.2,0.3,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.0,0.3,0.0,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,1,3,5,3,4,2,0,0,1,1,0,0
16477,0.0,0.05555555555555555,0.08823529411764706,0.42857142857142855,1.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,11,10,9,0,1,0,0,4,0,0,0
18987,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0,0,0,0,4,1,0,0,0,0
20375,0.0,1.0,0.7941176470588235,0.42857142857142855,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.3,0.3,0.0,0.4,0.4,0.0,0.0,0.3,0.3,0.2,0.0,0.0,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,2,8,0,0,0,0,3,0,0,0
21413,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,3,12,0,0,0,0,0,0,0,3,3,3
16764,0.0,0.0,0.0,0.0,0.42857142857142855,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,7,0,6,0,0,0,0,0,0
15404,0.0,0.0,0.23529411764705882,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.3,0.3,0.3,0.2,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,7,1,0,0,0,0,0,0,0,0
