_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-2.4653891181202354,GO:0051249,M1,1,0,GO Biological Processes,19,regulation of lymphocyte activation,19_GO:0002376 immune system process,-2.4653891181202354,6.29011320754717,4.275737078763754,20836,530,25,4,16.0,7.332121111929343,12394|20375|239985|269023,Runx1|Spi1|Arid1b|Zfp608,-0.0026168897096240226,0,5,0,0,-5.47247131419289,20.66380165289256,
1,-2.4220366643645366,GO:0010720,M1,1,0,GO Biological Processes,19,positive regulation of cell development,19_GO:0032502 developmental process,-2.4220366643645366,6.116990825688074,4.195477981102571,20836,545,25,4,16.0,7.332121111929343,12394|14025|20375|239985,Runx1|Bcl11a|Spi1|Arid1b,0.0,0,5,0,0,-5.47247131419289,20.66380165289256,
1,-2.1684523705318157,GO:0002694,M1,1,0,GO Biological Processes,19,regulation of leukocyte activation,19_GO:0002376 immune system process,-2.1684523705318157,5.184696734059099,3.7358491885109157,20836,643,25,4,16.0,7.332121111929343,12394|20375|239985|269023,Runx1|Spi1|Arid1b|Zfp608,0.0,0,5,0,0,-5.47247131419289,20.66380165289256,
1,-2.1127220564280647,GO:0051251,M1,1,0,GO Biological Processes,19,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-2.1127220564280647,7.310877192982455,4.07858669612934,20836,342,25,3,12.0,6.499230723708768,12394|20375|239985,Runx1|Spi1|Arid1b,0.0,0,5,0,0,-5.47247131419289,20.66380165289256,
1,-2.0427214565513836,GO:0050865,M1,1,0,GO Biological Processes,19,regulation of cell activation,19_GO:0032501 multicellular organismal process,-2.0427214565513836,4.769327610872676,3.513381990061837,20836,699,25,4,16.0,7.332121111929343,12394|20375|239985|269023,Runx1|Spi1|Arid1b|Zfp608,0.0,0,5,0,0,-5.47247131419289,20.66380165289256,
1,-4.867987284067539,GO:0002335,M1,1,0,GO Biological Processes,19,mature B cell differentiation,19_GO:0002376 immune system process,-4.867987284067539,64.11076923076922,13.67274497449512,20836,39,25,3,12.0,6.499230723708768,18089|18987|20375,Nkx2-3|Pou2f2|Spi1,-1.829484003051314,0,6,1,1,-4.867987284067539,64.11076923076922,
1,-4.747395785303196,GO:0002521,M1,1,0,GO Biological Processes,19,leukocyte differentiation,19_GO:0032502 developmental process,-4.747395785303196,10.396340956340955,7.226300779299969,20836,481,25,6,24.0,8.541662601625049,12394|14025|16477|18089|18987|20375,Runx1|Bcl11a|Junb|Nkx2-3|Pou2f2|Spi1,-1.7337160880120033,0,6,0,0,-4.867987284067539,64.11076923076922,
1,-4.459797071400687,GO:0030183,M1,1,0,GO Biological Processes,19,B cell differentiation,19_GO:0002376 immune system process,-4.459797071400687,21.234140127388535,8.820436850573014,20836,157,25,4,16.0,7.332121111929343,14025|18089|18987|20375,Bcl11a|Nkx2-3|Pou2f2|Spi1,-1.5332675498283947,0,6,0,0,-4.867987284067539,64.11076923076922,
1,-3.824022307142805,GO:0042113,M1,1,0,GO Biological Processes,19,B cell activation,19_GO:0002376 immune system process,-3.824022307142805,14.557903930131005,7.150282324080522,20836,229,25,4,16.0,7.332121111929343,14025|18089|18987|20375,Bcl11a|Nkx2-3|Pou2f2|Spi1,-1.0174681026472627,0,6,0,0,-4.867987284067539,64.11076923076922,
1,-3.5826093312635923,GO:0001775,M1,1,0,GO Biological Processes,19,cell activation,19_GO:0032501 multicellular organismal process,-3.5826093312635923,6.402868117797695,5.334071496818696,20836,781,25,6,24.0,8.541662601625049,14025|15405|18089|18987|20375|21413,Bcl11a|Hoxa9|Nkx2-3|Pou2f2|Spi1|Tcf4,-0.8050188227033663,0,6,0,0,-4.867987284067539,64.11076923076922,
1,-3.177436742531443,GO:0030098,M1,1,0,GO Biological Processes,19,lymphocyte differentiation,19_GO:0002376 immune system process,-3.177436742531443,9.834100294985252,5.683780611589409,20836,339,25,4,16.0,7.332121111929343,14025|18089|18987|20375,Bcl11a|Nkx2-3|Pou2f2|Spi1,-0.5371642891164832,0,6,0,0,-4.867987284067539,64.11076923076922,
1,-2.950864265433028,GO:1903131,M1,1,0,GO Biological Processes,19,mononuclear cell differentiation,19_GO:0032502 developmental process,-2.950864265433028,8.548102564102564,5.215382917344801,20836,390,25,4,16.0,7.332121111929343,14025|18089|18987|20375,Bcl11a|Nkx2-3|Pou2f2|Spi1,-0.3808820673745483,0,6,0,0,-4.867987284067539,64.11076923076922,
1,-2.72314729177555,GO:0030217,M1,1,0,GO Biological Processes,19,T cell differentiation,19_GO:0002376 immune system process,-2.72314729177555,12.078840579710144,5.552143470479805,20836,207,25,3,12.0,6.499230723708768,14025|18089|20375,Bcl11a|Nkx2-3|Spi1,-0.19246614698056577,0,6,0,0,-4.867987284067539,64.11076923076922,
1,-2.391090270493113,GO:0046649,M1,1,0,GO Biological Processes,19,lymphocyte activation,19_GO:0002376 immune system process,-2.391090270493113,5.995971223021583,4.138506396090404,20836,556,25,4,16.0,7.332121111929343,14025|18089|18987|20375,Bcl11a|Nkx2-3|Pou2f2|Spi1,0.0,0,6,0,0,-4.867987284067539,64.11076923076922,
1,-2.075221879207363,GO:0045321,M1,1,0,GO Biological Processes,19,leukocyte activation,19_GO:0002376 immune system process,-2.075221879207363,4.873918128654971,3.570587611655652,20836,684,25,4,16.0,7.332121111929343,14025|18089|18987|20375,Bcl11a|Nkx2-3|Pou2f2|Spi1,0.0,0,6,0,0,-4.867987284067539,64.11076923076922,
1,-2.0005176282789354,GO:0042110,M1,1,0,GO Biological Processes,19,T cell activation,19_GO:0002376 immune system process,-2.0005176282789354,6.649787234042552,3.8317175035972357,20836,376,25,3,12.0,6.499230723708768,14025|18089|20375,Bcl11a|Nkx2-3|Spi1,0.0,0,6,0,0,-4.867987284067539,64.11076923076922,
1,-4.237630145153156,GO:0035107,M1,1,0,GO Biological Processes,19,appendage morphogenesis,19_GO:0032502 developmental process,-4.237630145153156,18.624357541899442,8.207794370334577,20836,179,25,4,16.0,7.332121111929343,14013|15405|18027|18109,Mecom|Hoxa9|Nfia|Mycn,-1.3666179514306953,0,7,1,1,-4.237630145153156,22.730181818181816,
1,-4.237630145153156,GO:0035108,M1,1,0,GO Biological Processes,19,limb morphogenesis,19_GO:0032502 developmental process,-4.237630145153156,18.624357541899442,8.207794370334577,20836,179,25,4,16.0,7.332121111929343,14013|15405|18027|18109,Mecom|Hoxa9|Nfia|Mycn,-1.3666179514306953,0,7,0,0,-4.237630145153156,22.730181818181816,
1,-3.9768641554899555,GO:0048736,M1,1,0,GO Biological Processes,19,appendage development,19_GO:0032502 developmental process,-3.9768641554899555,15.951004784688996,7.529146911853032,20836,209,25,4,16.0,7.332121111929343,14013|15405|18027|18109,Mecom|Hoxa9|Nfia|Mycn,-1.1392757172544443,0,7,0,0,-4.237630145153156,22.730181818181816,
1,-3.9768641554899555,GO:0060173,M1,1,0,GO Biological Processes,19,limb development,19_GO:0032502 developmental process,-3.9768641554899555,15.951004784688996,7.529146911853032,20836,209,25,4,16.0,7.332121111929343,14013|15405|18027|18109,Mecom|Hoxa9|Nfia|Mycn,-1.1392757172544443,0,7,0,0,-4.237630145153156,22.730181818181816,
1,-3.6193588437914253,GO:0048705,M1,1,0,GO Biological Processes,19,skeletal system morphogenesis,19_GO:0032502 developmental process,-3.6193588437914253,12.871660231660233,6.663318827086911,20836,259,25,4,16.0,7.332121111929343,15404|15405|18109|71375,Hoxa7|Hoxa9|Mycn|Foxn3,-0.8275278961165891,0,7,0,0,-4.237630145153156,22.730181818181816,
1,-3.5191994242617617,GO:0048704,M1,1,0,GO Biological Processes,19,embryonic skeletal system morphogenesis,19_GO:0032502 developmental process,-3.5191994242617617,22.730181818181816,7.919946317767461,20836,110,25,3,12.0,6.499230723708768,15404|15405|18109,Hoxa7|Hoxa9|Mycn,-0.755397200187169,0,7,0,0,-4.237630145153156,22.730181818181816,
1,-3.1771326274163134,GO:0030326,M1,1,0,GO Biological Processes,19,embryonic limb morphogenesis,19_GO:0032502 developmental process,-3.1771326274163134,17.36333333333333,6.829235208365164,20836,144,25,3,12.0,6.499230723708768,14013|15405|18109,Mecom|Hoxa9|Mycn,-0.5371642891164832,0,7,0,0,-4.237630145153156,22.730181818181816,
1,-3.1771326274163134,GO:0035113,M1,1,0,GO Biological Processes,19,embryonic appendage morphogenesis,19_GO:0032502 developmental process,-3.1771326274163134,17.36333333333333,6.829235208365164,20836,144,25,3,12.0,6.499230723708768,14013|15405|18109,Mecom|Hoxa9|Mycn,-0.5371642891164832,0,7,0,0,-4.237630145153156,22.730181818181816,
1,-3.14256094162428,GO:0048706,M1,1,0,GO Biological Processes,19,embryonic skeletal system development,19_GO:0032502 developmental process,-3.14256094162428,16.894054054054052,6.725530890070622,20836,148,25,3,12.0,6.499230723708768,15404|15405|18109,Hoxa7|Hoxa9|Mycn,-0.5170614157159686,0,7,0,0,-4.237630145153156,22.730181818181816,
1,-3.057223339148708,GO:0048598,M1,1,0,GO Biological Processes,19,embryonic morphogenesis,19_GO:0032502 developmental process,-3.057223339148708,6.480870917573872,4.892996666425162,20836,643,25,5,20.0,8.0,14013|15404|15405|18109|21349,Mecom|Hoxa7|Hoxa9|Mycn|Tal1,-0.4695123741297964,0,7,0,0,-4.237630145153156,22.730181818181816,
1,-2.148080224835646,GO:0048562,M1,1,0,GO Biological Processes,19,embryonic organ morphogenesis,19_GO:0032502 developmental process,-2.148080224835646,7.531084337349396,4.157720772911748,20836,332,25,3,12.0,6.499230723708768,15404|15405|18109,Hoxa7|Hoxa9|Mycn,0.0,0,7,0,0,-4.237630145153156,22.730181818181816,
1,-3.1726480359313953,GO:0048872,M1,1,0,GO Biological Processes,19,homeostasis of number of cells,19_GO:0042592 homeostatic process,-3.1726480359313953,9.805176470588236,5.673659244099978,20836,340,25,4,16.0,7.332121111929343,14013|18089|20375|21349,Mecom|Nkx2-3|Spi1|Tal1,-0.5371642891164832,0,8,1,1,-3.1726480359313953,16.449473684210524,
1,-3.1089543066211456,GO:0098727,M1,1,0,GO Biological Processes,19,maintenance of cell number,19_GO:0032502 developmental process,-3.1089543066211456,16.449473684210524,6.625802714712487,20836,152,25,3,12.0,6.499230723708768,14013|20375|56484,Mecom|Spi1|Foxo3,-0.5120999621623644,0,8,0,0,-3.1726480359313953,16.449473684210524,
1,-2.9907064642636967,GO:0002262,M1,1,0,GO Biological Processes,19,myeloid cell homeostasis,19_GO:0042592 homeostatic process,-2.9907064642636967,14.97197604790419,6.283138275698761,20836,167,25,3,12.0,6.499230723708768,14013|20375|21349,Mecom|Spi1|Tal1,-0.41195034189771174,0,8,0,0,-3.1726480359313953,16.449473684210524,
1,-2.148080224835646,GO:0006338,M1,1,0,GO Biological Processes,19,chromatin remodeling,19_GO:0009987 cellular process,-2.148080224835646,7.531084337349396,4.157720772911748,20836,332,25,3,12.0,6.499230723708768,14013|20375|239985,Mecom|Spi1|Arid1b,0.0,0,8,0,0,-3.1726480359313953,16.449473684210524,
1,-2.0995868025504434,GO:0048871,M1,1,0,GO Biological Processes,19,multicellular organismal homeostasis,19_GO:0042592 homeostatic process,-2.0995868025504434,4.953580980683507,3.613606660192252,20836,673,25,4,16.0,7.332121111929343,14013|18089|20375|21349,Mecom|Nkx2-3|Spi1|Tal1,0.0,0,8,0,0,-3.1726480359313953,16.449473684210524,
1,-3.117268321526022,GO:0002244,M1,1,0,GO Biological Processes,19,hematopoietic progenitor cell differentiation,19_GO:0032502 developmental process,-3.117268321526022,16.558410596026487,6.650376329995732,20836,151,25,3,12.0,6.499230723708768,12394|20375|21349,Runx1|Spi1|Tal1,-0.5120999621623644,0,9,1,1,-3.117268321526022,16.558410596026487,
1,-3.1089543066211456,GO:0002761,M1,1,0,GO Biological Processes,19,regulation of myeloid leukocyte differentiation,19_GO:0002376 immune system process,-3.1089543066211456,16.449473684210524,6.625802714712487,20836,152,25,3,12.0,6.499230723708768,12394|15404|21349,Runx1|Hoxa7|Tal1,-0.5120999621623644,0,9,0,0,-3.117268321526022,16.558410596026487,
