_MEMBER_MyList,_LogP_MyList,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-4.3,GO:0048872,homeostasis of number of cells,M1,1,0
1,-5.3,GO:1903708,positive regulation of hemopoiesis,M1,1,0
1,-4.4,GO:0002262,myeloid cell homeostasis,M1,1,0
1,-3.4,GO:0001501,skeletal system development,M1,1,0
1,-2.1,GO:0045321,leukocyte activation,M1,1,0
1,-5,GO:0030218,erythrocyte differentiation,M1,1,0
1,-2.2,GO:0019221,cytokine-mediated signaling pathway,M1,1,0
1,-3.8,GO:0045661,regulation of myoblast differentiation,M1,1,0
1,-2.7,GO:0031347,regulation of defense response,M1,1,0
1,-3.4,GO:0051249,regulation of lymphocyte activation,M1,1,0
1,-3.1,GO:0045786,negative regulation of cell cycle,M1,1,0
1,-4.4,GO:0001701,in utero embryonic development,M1,1,0
1,-7.9,GO:0036344,platelet morphogenesis,M1,1,0
1,-3.3,GO:0010721,negative regulation of cell development,M1,1,0
1,-2.6,GO:0070848,response to growth factor,M1,1,0
1,-3.6,GO:0070167,regulation of biomineral tissue development,M1,1,0
1,-2.2,GO:0022409,positive regulation of cell-cell adhesion,M1,1,0
1,-5.3,GO:0045648,positive regulation of erythrocyte differentiation,M1,1,0
1,-8.1,GO:0030220,platelet formation,M1,1,0
1,-3.8,GO:0061515,myeloid cell development,M1,1,0
1,-4.2,GO:0001944,vasculature development,M1,1,0
1,-3.9,mmu05202,Transcriptional misregulation in cancer - Mus musculus (house mouse),M1,1,0
1,-4.3,GO:0000904,cell morphogenesis involved in differentiation,M1,1,0
1,-4.1,GO:1903131,mononuclear cell differentiation,M1,1,0
1,-5.6,GO:0010720,positive regulation of cell development,M1,1,0
1,-3.2,GO:0030278,regulation of ossification,M1,1,0
1,-4.7,GO:0071560,cellular response to transforming growth factor beta stimulus,M1,1,0
1,-3.7,GO:0045638,negative regulation of myeloid cell differentiation,M1,1,0
1,-2.5,GO:0045664,regulation of neuron differentiation,M1,1,0
1,-3.4,GO:0071219,cellular response to molecule of bacterial origin,M1,1,0
1,-5.2,GO:0030219,megakaryocyte differentiation,M1,1,0
1,-2.6,GO:0042113,B cell activation,M1,1,0
1,-2.8,GO:0007610,behavior,M1,1,0
1,-3.1,GO:0050864,regulation of B cell activation,M1,1,0
1,-2.5,GO:0060485,mesenchyme development,M1,1,0
1,-3.2,GO:0051251,positive regulation of lymphocyte activation,M1,1,0
1,-2.2,GO:0010038,response to metal ion,M1,1,0
1,-8.2,GO:0048568,embryonic organ development,M1,1,0
1,-2.5,GO:0071241,cellular response to inorganic substance,M1,1,0
1,-9.1,GO:0002573,myeloid leukocyte differentiation,M1,1,0
1,-4.8,GO:0034101,erythrocyte homeostasis,M1,1,0
1,-3.2,GO:0071216,cellular response to biotic stimulus,M1,1,0
1,-5.2,GO:0002696,positive regulation of leukocyte activation,M1,1,0
1,-13,GO:0045646,regulation of erythrocyte differentiation,M1,1,0
1,-3.3,GO:0071396,cellular response to lipid,M1,1,0
1,-4.1,mmu05221,Acute myeloid leukemia - Mus musculus (house mouse),M1,1,0
1,-2.8,GO:0045596,negative regulation of cell differentiation,M1,1,0
1,-2.9,GO:0071248,cellular response to metal ion,M1,1,0
1,-2.6,GO:0048863,stem cell differentiation,M1,1,0
1,-2.7,GO:0030217,T cell differentiation,M1,1,0
1,-12,GO:1903706,regulation of hemopoiesis,M1,1,0
1,-3,GO:0032496,response to lipopolysaccharide,M1,1,0
1,-5.3,GO:1902107,positive regulation of leukocyte differentiation,M1,1,0
1,-4.1,R-MMU-8878171,Transcriptional regulation by RUNX1,M1,1,0
1,-2,GO:0042110,T cell activation,M1,1,0
1,-4.3,GO:0060711,labyrinthine layer development,M1,1,0
1,-3.7,GO:0008285,negative regulation of cell population proliferation,M1,1,0
