,PseudoTime1,PseudoTime2
E126_523,NA,0.52357
E356_731,NA,0.7322
E197_350,NA,0.35005
E568_717,0.71815,NA
E662_40,NA,0.03912
E192_503,0.50351,NA
E375_761,NA,0.76229
E263_33,0.0321,NA
E624_818,0.81946,NA
E373_628,NA,0.62889
E665_217,0.21665,NA
E746_729,0.73019,NA
E935_173,0.17252,NA
E365_492,0.49248,NA
E741_144,NA,0.14343
E574_653,NA,0.65396
E191_531,NA,0.53159
E973_2,NA,0.001
E921_265,0.26479,NA
E431_93,0.09228,NA
E629_244,0.24373,NA
E925_186,NA,0.18556
E767_839,NA,0.84052
E537_813,0.81444,NA
E296_211,NA,0.21063
E66_745,NA,0.74624
E57_544,NA,0.54463
E149_390,NA,0.39017
E554_213,0.21264,NA
E119_434,NA,0.4343
E39_83,NA,0.08225
E980_301,NA,0.3009
E787_123,NA,0.12237
E962_411,NA,0.41123
E623_629,NA,0.62989
E170_449,0.44935,NA
E802_72,NA,0.07121
E180_808,0.80943,NA
E187_206,0.20562,NA
E564_615,0.61585,NA
E216_729,NA,0.73019
E122_88,NA,0.08726
E530_988,NA,0.98997
E656_546,0.54664,NA
E184_345,NA,0.34504
E969_450,0.45035,NA
E17_251,NA,0.25075
E789_665,0.666,NA
E383_121,0.12036,NA
E496_136,0.13541,NA
E559_406,NA,0.40622
E298_707,0.70812,NA
E591_309,NA,0.30893
E578_404,NA,0.40421
E825_339,NA,0.33902
E602_943,NA,0.94483
E287_962,NA,0.96389
E310_128,NA,0.12738
E145_980,0.98195,NA
E221_758,0.75928,NA
E748_640,0.64092,NA
E837_374,0.37412,NA
E406_294,0.29388,NA
E400_53,NA,0.05216
E451_942,NA,0.94383
E387_714,NA,0.71515
E6_449,NA,0.44935
E380_932,NA,0.9338
E761_130,NA,0.12939
E551_229,0.22869,NA
E958_600,NA,0.6008
E429_815,NA,0.81645
E827_441,NA,0.44132
E401_213,NA,0.21264
E888_527,NA,0.52758
E609_947,NA,0.94885
E20_676,0.67703,NA
E456_462,0.46239,NA
E349_56,NA,0.05517
E444_876,0.87763,NA
E681_588,0.58877,NA
E131_603,0.60381,NA
E35_919,0.92076,NA
E634_652,0.65296,NA
E529_185,0.18455,NA
E224_751,NA,0.75226
E127_544,0.54463,NA
E28_292,NA,0.29188
E54_484,0.48445,NA
E940_298,0.29789,NA
E279_974,0.97593,NA
E931_387,0.38716,NA
E814_603,NA,0.60381
E103_66,NA,0.0652
E459_936,0.93781,NA
E97_575,NA,0.57573
E984_81,0.08024,NA
E238_634,0.6349,NA
E878_720,NA,0.72116
E392_666,NA,0.667
E680_618,0.61886,NA
E600_204,0.20361,NA
E972_889,0.89067,NA
E258_925,0.92678,NA
E264_683,NA,0.68405
E639_83,NA,0.08225
E934_571,0.57172,NA
E285_75,NA,0.07422
E464_773,0.77432,NA
E422_104,0.10331,NA
E859_667,0.668,NA
E570_103,0.10231,NA
E910_75,0.07422,NA
E938_796,0.79739,NA
E688_645,NA,0.64594
E251_297,0.29689,NA
E332_57,0.05617,NA
E68_605,0.60582,NA
E757_520,0.52056,NA
E139_700,0.7011,NA
E225_8,0.00702,NA
E205_966,NA,0.9679
E488_914,0.91575,NA
E59_200,NA,0.1996
E372_264,0.26379,NA
E402_699,0.7001,NA
E143_487,NA,0.48746
E457_223,NA,0.22267
E519_932,NA,0.9338
E377_994,NA,0.99599
E922_900,0.90171,NA
E47_811,NA,0.81244
E389_829,0.83049,NA
E776_959,0.96088,NA
E914_130,NA,0.12939
E354_512,0.51254,NA
E839_958,0.95988,NA
E964_538,NA,0.53862
E843_966,NA,0.9679
E210_97,0.09629,NA
E65_572,NA,0.57272
E40_101,0.1003,NA
E188_577,NA,0.57773
E771_735,NA,0.73621
E107_56,NA,0.05517
E137_303,0.30291,NA
E89_34,NA,0.0331
E919_48,0.04714,NA
E471_13,NA,0.01204
E311_887,0.88867,NA
E696_157,0.15647,NA
E636_548,NA,0.54865
E203_717,0.71815,NA
E26_253,NA,0.25276
E315_100,0.0993,NA
E381_955,NA,0.95687
E912_454,NA,0.45436
E691_359,NA,0.35908
E395_121,NA,0.12036
E501_839,NA,0.84052
E482_946,0.94784,NA
E790_394,NA,0.39418
E531_391,0.39117,NA
E744_277,0.27683,NA
E193_23,0.02207,NA
E652_719,NA,0.72016
E15_733,NA,0.7342
E876_113,0.11234,NA
E476_99,0.09829,NA
E541_895,NA,0.89669
E977_479,NA,0.47944
E731_47,NA,0.04614
E862_64,NA,0.06319
E477_288,0.28786,NA
E239_249,NA,0.24875
E164_839,NA,0.84052
E494_245,0.24473,NA
E562_441,NA,0.44132
E780_597,NA,0.59779
E658_299,0.2989,NA
E649_159,NA,0.15848
E448_672,0.67302,NA
E947_517,NA,0.51755
E831_522,0.52257,NA
E928_664,0.66499,NA
E502_223,NA,0.22267
E709_327,0.32698,NA
E824_314,0.31394,NA
E262_268,NA,0.2678
E621_627,0.62788,NA
E948_867,NA,0.86861
E961_871,0.87262,NA
E328_256,0.25577,NA
E195_433,NA,0.4333
E79_317,0.31695,NA
E705_640,0.64092,NA
E585_343,NA,0.34303
E123_244,0.24373,NA
E724_286,0.28586,NA
E589_871,NA,0.87262
E777_452,0.45236,NA
E841_356,NA,0.35607
E294_311,NA,0.31093
E611_469,0.46941,NA
E363_794,0.79539,NA
E727_847,0.84855,NA
E846_505,NA,0.50552
E162_90,NA,0.08927
E214_894,0.89569,NA
E545_881,0.88265,NA
E228_80,NA,0.07924
E538_307,0.30692,NA
E417_760,NA,0.76128
E683_10,NA,0.00903
E243_628,0.62889,NA
E813_618,0.61886,NA
E490_852,0.85356,NA
E102_832,0.8335,NA
E367_657,NA,0.65797
E983_301,NA,0.3009
E161_428,NA,0.42828
E796_928,NA,0.92979
E909_261,0.26078,NA
E838_6,NA,0.00502
E460_679,0.68004,NA
E183_531,0.53159,NA
E660_963,0.96489,NA
E689_976,NA,0.97793
E232_127,0.12638,NA
E995_645,0.64594,NA
E31_59,0.05817,NA
E920_373,0.37312,NA
E695_496,0.49649,NA
E923_343,NA,0.34303
E73_847,0.84855,NA
E174_345,0.34504,NA
E23_472,NA,0.47242
E657_137,0.13641,NA
E937_189,0.18857,NA
E105_856,0.85757,NA
E547_389,NA,0.38917
E556_489,0.48947,NA
E856_791,NA,0.79238
E901_517,NA,0.51755
E37_166,NA,0.1655
E179_441,0.44132,NA
E309_727,NA,0.72818
E703_53,0.05216,NA
E177_543,NA,0.54363
E560_161,NA,0.16048
E749_989,NA,0.99097
E233_868,0.86961,NA
E271_481,0.48144,NA
E891_255,NA,0.25476
E51_724,NA,0.72518
E929_561,NA,0.56169
E32_580,NA,0.58074
E473_552,NA,0.55266
E273_807,0.80843,NA
E955_399,NA,0.3992
E646_729,NA,0.73019
E842_718,0.71916,NA
E857_183,0.18255,NA
E7_287,NA,0.28686
E975_922,NA,0.92377
E708_98,NA,0.09729
E699_89,0.08826,NA
E618_297,NA,0.29689
E335_666,0.667,NA
E861_74,0.07322,NA
E361_434,NA,0.4343
E229_560,NA,0.56068
E432_736,0.73721,NA
E465_501,NA,0.5015
E234_598,NA,0.5988
E128_48,NA,0.04714
E267_632,0.6329,NA
E342_421,NA,0.42126
E864_242,0.24173,NA
E613_508,NA,0.50853
E421_497,0.49749,NA
E723_113,0.11234,NA
E359_169,NA,0.16851
E230_995,NA,0.99699
E706_443,NA,0.44333
E819_609,0.60983,NA
E130_826,0.82748,NA
E941_395,NA,0.39519
E440_48,0.04714,NA
E987_804,NA,0.80542
E765_478,0.47844,NA
E176_551,NA,0.55165
E288_40,NA,0.03912
E227_219,0.21866,NA
E18_991,NA,0.99298
E729_165,0.16449,NA
E732_675,NA,0.67603
E21_223,NA,0.22267
E99_611,0.61184,NA
E826_52,0.05115,NA
E567_148,0.14744,NA
E717_589,NA,0.58977
E924_969,NA,0.97091
E61_501,0.5015,NA
E653_76,0.07523,NA
E738_159,NA,0.15848
E330_870,NA,0.87161
E608_750,NA,0.75125
E894_191,0.19057,NA
E453_400,NA,0.4002
E647_495,NA,0.49549
E83_843,0.84453,NA
E142_344,0.34403,NA
E616_935,NA,0.93681
E98_978,0.97994,NA
E261_437,0.43731,NA
E889_860,0.86158,NA
E416_385,NA,0.38516
E182_623,NA,0.62387
E30_802,0.80341,NA
E627_783,NA,0.78435
E535_788,NA,0.78937
E991_50,NA,0.04915
E58_601,NA,0.60181
E91_120,NA,0.11936
E454_678,0.67904,NA
E755_278,NA,0.27783
E752_990,0.99198,NA
E249_844,NA,0.84554
E946_112,0.11133,NA
E667_577,0.57773,NA
E791_870,0.87161,NA
E522_301,0.3009,NA
E46_945,NA,0.94684
E532_593,NA,0.59378
E853_580,NA,0.58074
E492_812,NA,0.81344
E80_483,NA,0.48345
E712_785,0.78636,NA
E411_41,NA,0.04012
E241_584,NA,0.58475
E603_552,0.55266,NA
E575_466,NA,0.4664
E968_479,0.47944,NA
E943_761,NA,0.76229
E213_956,NA,0.95787
E281_675,NA,0.67603
E327_376,NA,0.37613
E960_76,NA,0.07523
E81_745,0.74624,NA
E506_323,NA,0.32297
E450_327,NA,0.32698
E151_992,NA,0.99398
E557_502,0.50251,NA
E640_461,0.46138,NA
E997_149,NA,0.14845
E970_370,0.37011,NA
E745_784,0.78536,NA
E147_258,NA,0.25777
E388_16,0.01505,NA
E675_21,0.02006,NA
E458_946,0.94784,NA
E906_340,NA,0.34002
E475_300,NA,0.2999
E77_145,NA,0.14443
E517_794,0.79539,NA
E587_432,NA,0.4323
E951_17,NA,0.01605
E907_942,0.94383,NA
E326_544,NA,0.54463
E592_88,NA,0.08726
E362_40,0.03912,NA
E753_886,NA,0.88766
E293_989,NA,0.99097
E118_303,NA,0.30291
E374_330,NA,0.32999
E317_213,0.21264,NA
E563_783,0.78435,NA
E358_977,0.97894,NA
E721_594,0.59478,NA
E115_538,NA,0.53862
E942_402,NA,0.40221
E917_748,0.74925,NA
E70_540,NA,0.54062
E408_289,0.28887,NA
E100_761,NA,0.76229
E201_865,NA,0.8666
E235_802,0.80341,NA
E24_452,0.45236,NA
E202_559,0.55968,NA
E316_388,NA,0.38816
E533_462,NA,0.46239
E716_383,NA,0.38315
E282_852,0.85356,NA
E248_346,0.34604,NA
E280_916,NA,0.91775
E565_58,NA,0.05717
E270_374,0.37412,NA
E953_977,NA,0.97894
E884_267,NA,0.2668
E208_864,0.8656,NA
E739_797,NA,0.7984
E511_836,NA,0.83751
E268_823,0.82447,NA
E56_247,0.24674,NA
E806_32,0.03109,NA
E371_81,0.08024,NA
E78_817,0.81846,NA
E874_69,0.0682,NA
E344_407,NA,0.40722
E27_205,NA,0.20461
E918_1,NA,0.0
E212_578,NA,0.57874
E509_688,0.68907,NA
E483_295,0.29488,NA
E90_539,NA,0.53962
E674_429,NA,0.42929
E304_562,NA,0.56269
E542_211,NA,0.21063
E132_40,0.03912,NA
E944_606,0.60682,NA
E22_248,NA,0.24774
E900_444,0.44433,NA
E904_916,0.91775,NA
E518_968,0.96991,NA
E158_416,NA,0.41625
E33_994,NA,0.99599
E858_516,0.51655,NA
E452_110,0.10933,NA
E715_596,NA,0.59679
E701_394,NA,0.39418
E572_720,0.72116,NA
E352_375,NA,0.37513
E136_301,NA,0.3009
E266_788,0.78937,NA
E974_722,0.72317,NA
E484_284,0.28385,NA
E308_798,0.7994,NA
E982_967,0.96891,NA
E569_502,0.50251,NA
E718_635,0.63591,NA
E704_562,NA,0.56269
E379_823,0.82447,NA
E301_821,NA,0.82247
E633_193,NA,0.19258
E793_747,NA,0.74824
E469_576,0.57673,NA
E927_765,0.7663,NA
E996_236,NA,0.23571
E990_677,NA,0.67803
E939_226,0.22568,NA
E167_887,NA,0.88867
E582_475,NA,0.47543
E101_970,0.97192,NA
E577_704,0.70512,NA
E526_484,0.48445,NA
E491_834,0.83551,NA
E329_708,0.70913,NA
E584_25,0.02407,NA
E643_141,NA,0.14042
E822_59,NA,0.05817
E713_14,NA,0.01304
E204_346,NA,0.34604
E157_737,0.73821,NA
E336_678,0.67904,NA
E631_458,0.45838,NA
E596_172,0.17151,NA
E357_643,NA,0.64393
E617_649,0.64995,NA
E736_651,0.65196,NA
E956_728,NA,0.72919
E534_335,0.33501,NA
E817_480,0.48044,NA
E428_151,0.15045,NA
E550_840,NA,0.84152
E677_588,NA,0.58877
E985_364,0.36409,NA
E635_342,0.34203,NA
E552_821,0.82247,NA
E386_297,NA,0.29689
E882_6,NA,0.00502
E650_614,0.61484,NA
E555_653,NA,0.65396
E823_27,NA,0.02608
E19_450,0.45035,NA
E932_434,NA,0.4343
E114_672,NA,0.67302
E398_407,NA,0.40722
E355_771,NA,0.77232
E295_596,0.59679,NA
E306_659,0.65998,NA
E274_660,0.66098,NA
E607_73,0.07222,NA
E514_510,NA,0.51053
E800_270,NA,0.26981
E38_539,0.53962,NA
E812_955,NA,0.95687
E96_872,NA,0.87362
E166_390,0.39017,NA
E801_700,0.7011,NA
E747_90,NA,0.08927
E415_992,NA,0.99398
E111_653,0.65396,NA
E12_393,NA,0.39318
E333_235,NA,0.2347
E292_371,NA,0.37111
E540_209,NA,0.20863
E513_766,0.7673,NA
E673_976,0.97793,NA
E442_291,NA,0.29087
E244_823,NA,0.82447
E993_414,0.41424,NA
E730_928,NA,0.92979
E521_959,0.96088,NA
E994_16,NA,0.01505
E679_871,0.87262,NA
E252_281,0.28084,NA
E829_923,NA,0.92477
E325_808,NA,0.80943
E978_177,NA,0.17653
E250_670,0.67101,NA
E666_259,NA,0.25878
E318_464,NA,0.46439
E866_308,NA,0.30792
E43_232,NA,0.2317
E764_317,NA,0.31695
E438_473,NA,0.47342
E396_456,0.45637,NA
E112_887,NA,0.88867
E781_408,NA,0.40822
E913_597,0.59779,NA
E445_475,0.47543,NA
E668_355,0.35507,NA
E403_614,NA,0.61484
E642_602,NA,0.60281
E72_198,NA,0.19759
E4_732,0.7332,NA
E108_114,0.11334,NA
E848_763,NA,0.76429
E742_735,0.73621,NA
E580_452,NA,0.45236
E593_170,NA,0.16951
E966_933,NA,0.9348
E339_673,NA,0.67402
E908_781,NA,0.78235
E599_94,0.09328,NA
E516_804,0.80542,NA
E135_621,NA,0.62187
E391_590,0.59077,NA
E87_45,0.04413,NA
E698_132,0.13139,NA
E902_753,0.75426,NA
E247_25,0.02407,NA
E877_614,0.61484,NA
E320_345,0.34504,NA
E350_903,0.90471,NA
E207_791,NA,0.79238
E472_523,0.52357,NA
E55_144,0.14343,NA
E720_687,0.68806,NA
E441_422,0.42227,NA
E425_74,0.07322,NA
E76_335,NA,0.33501
E664_864,NA,0.8656
E852_220,NA,0.21966
E340_23,0.02207,NA
E75_142,0.14142,NA
E811_380,0.38014,NA
E625_670,0.67101,NA
E933_28,NA,0.02708
E754_356,0.35607,NA
E588_530,NA,0.53059
E449_55,0.05416,NA
E805_362,NA,0.36209
E614_516,0.51655,NA
E808_942,NA,0.94383
E173_302,0.30191,NA
E50_802,0.80341,NA
E868_916,0.91775,NA
E409_866,NA,0.8676
E590_660,NA,0.66098
E648_135,NA,0.1344
E834_15,NA,0.01404
E439_923,0.92477,NA
E844_485,0.48546,NA
E626_785,0.78636,NA
E798_1,NA,0.0
E92_868,NA,0.86961
E194_952,NA,0.95386
E950_101,NA,0.1003
E663_197,0.19659,NA
E989_56,NA,0.05517
E474_667,NA,0.668
E25_227,NA,0.22668
E470_982,NA,0.98395
E669_474,NA,0.47442
E418_545,NA,0.54564
E905_86,0.08526,NA
E198_330,0.32999,NA
E959_890,NA,0.89168
E619_132,NA,0.13139
E254_342,NA,0.34203
E786_232,NA,0.2317
E219_621,0.62187,NA
E711_406,0.40622,NA
E343_745,0.74624,NA
E676_525,0.52558,NA
E299_524,0.52457,NA
E945_873,0.87462,NA
E487_297,NA,0.29689
E256_839,0.84052,NA
E231_428,0.42828,NA
E424_984,0.98596,NA
E259_122,NA,0.12136
E528_699,NA,0.7001
E735_724,NA,0.72518
E485_314,NA,0.31394
E840_981,0.98295,NA
E223_571,0.57172,NA
E337_775,NA,0.77633
E434_960,NA,0.96189
E481_831,NA,0.8325
E423_766,NA,0.7673
E302_300,0.2999,NA
E88_836,0.83751,NA
E480_108,0.10732,NA
E520_496,NA,0.49649
E49_505,NA,0.50552
E64_499,0.4995,NA
E886_819,NA,0.82046
E615_5,0.00401,NA
E830_525,NA,0.52558
E508_756,NA,0.75727
E507_178,NA,0.17753
E181_820,0.82146,NA
E347_688,0.68907,NA
E3_983,NA,0.98495
E759_212,NA,0.21163
E762_889,0.89067,NA
E307_571,NA,0.57172
E527_306,0.30592,NA
E992_254,NA,0.25376
E265_409,NA,0.40923
E435_740,0.74122,NA
E628_814,0.81545,NA
E885_776,NA,0.77733
E809_739,0.74022,NA
E48_763,0.76429,NA
E348_742,NA,0.74323
E154_433,0.4333,NA
E581_276,NA,0.27583
E875_346,NA,0.34604
E659_289,0.28887,NA
E60_546,0.54664,NA
E436_882,0.88365,NA
E253_58,NA,0.05717
E586_393,NA,0.39318
E286_448,0.44835,NA
E346_433,0.4333,NA
E756_485,NA,0.48546
E237_908,0.90973,NA
E360_363,NA,0.36309
E505_447,0.44734,NA
E257_40,NA,0.03912
E493_68,NA,0.0672
E869_202,0.2016,NA
E719_54,0.05316,NA
E5_82,0.08124,NA
E503_116,NA,0.11535
E728_283,NA,0.28285
E1_343,NA,0.34303
E45_671,0.67202,NA
E678_394,NA,0.39418
E215_364,0.36409,NA
E620_270,0.26981,NA
E898_249,NA,0.24875
E382_961,NA,0.96289
E810_108,NA,0.10732
E740_654,NA,0.65496
E797_662,NA,0.66299
E404_320,NA,0.31996
E865_12,0.01103,NA
E495_406,0.40622,NA
E573_761,0.76229,NA
E437_945,0.94684,NA
E419_513,0.51354,NA
E455_360,NA,0.36008
E700_412,NA,0.41224
E579_263,NA,0.26279
E319_127,NA,0.12638
E159_835,NA,0.83651
E523_332,0.332,NA
E321_273,NA,0.27282
E498_663,NA,0.66399
E62_855,NA,0.85657
E427_787,NA,0.78837
E807_371,NA,0.37111
E222_225,NA,0.22467
E707_499,NA,0.4995
E988_832,NA,0.8335
E926_24,0.02307,NA
E785_908,0.90973,NA
E190_997,0.999,NA
E766_60,0.05918,NA
E758_39,0.03811,NA
E536_165,0.16449,NA
E821_912,NA,0.91374
E260_838,NA,0.83952
E835_637,NA,0.63791
E504_35,0.0341,NA
E364_745,NA,0.74624
E368_812,NA,0.81344
E687_169,NA,0.16851
E849_652,NA,0.65296
E999_559,NA,0.55968
E733_393,0.39318,NA
E916_290,0.28987,NA
E644_571,0.57172,NA
E385_618,0.61886,NA
E571_394,0.39418,NA
E847_976,NA,0.97793
E899_35,NA,0.0341
E693_371,0.37111,NA
E954_840,NA,0.84152
E186_480,0.48044,NA
E217_611,NA,0.61184
E610_382,0.38215,NA
E548_14,NA,0.01304
E881_755,0.75627,NA
E189_150,NA,0.14945
E426_769,NA,0.77031
E393_213,0.21264,NA
E612_201,0.2006,NA
E290_712,0.71314,NA
E413_200,0.1996,NA
E725_512,NA,0.51254
E165_482,NA,0.48245
E654_513,0.51354,NA
E883_230,NA,0.22969
E778_6,0.00502,NA
E345_682,0.68305,NA
E236_938,NA,0.93982
E163_574,NA,0.57472
E661_808,0.80943,NA
E630_556,0.55667,NA
E351_249,0.24875,NA
E152_116,NA,0.11535
E965_215,0.21464,NA
E378_70,NA,0.06921
E515_714,NA,0.71515
E486_62,NA,0.06118
E833_771,0.77232,NA
E750_976,NA,0.97793
E200_416,0.41625,NA
E957_288,0.28786,NA
E497_284,NA,0.28385
E799_727,NA,0.72818
E407_353,NA,0.35306
E134_307,0.30692,NA
E433_36,0.03511,NA
E36_652,0.65296,NA
E632_605,0.60582,NA
E94_233,0.2327,NA
E792_687,0.68806,NA
E500_843,NA,0.84453
E479_415,NA,0.41525
E120_588,0.58877,NA
E44_869,NA,0.87061
E211_221,NA,0.22066
E220_566,NA,0.5667
E9_62,0.06118,NA
E815_869,0.87061,NA
E566_589,NA,0.58977
E820_338,0.33801,NA
E525_341,0.34102,NA
E832_658,0.65898,NA
E209_116,0.11535,NA
E734_174,NA,0.17352
E106_293,0.29288,NA
E981_682,NA,0.68305
E539_848,NA,0.84955
E113_403,0.40321,NA
