,cl
E429,0
E430,1
E431,1
E432,0
E433,0
E434,1
E435,0
E436,1
E437,0
E438,0
E439,1
E440,0
E441,0
E442,1
E443,0
E444,1
E445,1
E446,1
E447,1
E448,0
E449,1
E450,0
E451,1
E452,1
E453,1
E454,1
E455,0
E456,1
E457,0
E458,1
E459,1
E460,1
E461,0
E462,0
E463,0
E464,1
E465,1
E466,0
E467,0
E468,0
E469,0
E470,0
E471,0
E472,1
E473,1
E474,1
E475,1
E476,0
E477,1
E478,0
E479,0
E480,1
E481,1
E482,0
E483,1
E484,1
E485,0
E486,0
E487,1
E488,0
E489,1
E490,0
E491,1
E492,1
E493,0
E494,1
E495,0
E496,1
E497,0
E498,1
E499,1
E500,1
E501,0
E502,1
E503,1
E504,0
E505,0
E506,1
E507,0
E508,1
E509,1
E510,1
E511,1
E512,1
E513,1
E514,0
E515,1
E516,0
E517,1
E518,0
E519,1
E520,1
E521,1
E522,0
E523,1
E524,0
E525,1
E526,1
E527,0
E528,1
E529,0
E530,1
E531,0
E532,1
E533,0
E534,0
E535,0
E536,1
E537,0
E538,0
E539,0
E540,1
E541,0
E542,1
E543,0
E544,1
E545,1
E546,0
E547,1
E548,1
E549,0
E550,1
E551,0
E552,1
E553,1
E554,1
E555,1
E556,1
E557,1
E558,1
E559,1
E560,1
E561,0
E562,0
E563,1
E564,0
E565,0
E566,0
E567,0
E568,0
E569,0
E570,1
E571,0
E572,1
E573,0
E574,1
E575,0
E576,0
E577,1
E578,1
E579,0
E580,0
E581,0
E582,1
E583,0
E584,1
E585,0
E586,1
E587,1
E588,0
E589,0
E590,1
E591,0
E592,0
E593,0
E594,1
E595,0
E596,1
E597,0
E598,1
E599,1
E600,1
E601,1
E602,1
E603,1
E604,0
E605,0
E606,0
E607,1
E608,1
E609,1
E610,0
E611,1
E612,0
E613,0
E614,0
E615,0
E616,1
E617,0
E618,1
E619,1
E620,1
E621,1
E622,0
E623,0
E624,1
E625,0
E626,0
E627,0
E628,1
E629,1
E630,0
E631,0
E632,0
E633,0
E634,1
E635,1
E636,0
E637,0
E638,1
E639,1
E640,0
E641,0
E642,1
E643,0
E644,0
E645,1
E646,0
E647,0
E648,1
E649,1
E650,0
E651,1
E652,0
E653,1
E654,0
E655,1
E656,1
E657,1
E658,0
E659,0
E660,0
E661,1
E662,1
E663,0
E664,1
E665,1
E666,1
E667,0
E668,0
E669,1
E670,0
E671,1
E672,1
E673,0
E674,1
E675,0
E676,0
E677,1
E678,1
E679,1
E680,0
E681,1
E682,1
E683,0
E684,1
E685,0
E686,0
E687,1
E688,1
E689,0
E690,0
E691,1
E692,1
E693,1
E694,1
E695,1
E696,0
E697,1
E698,0
E699,1
E700,0
E701,0
E702,1
E703,0
E704,0
E705,0
E706,0
E707,1
E708,1
E709,1
E710,0
E711,1
E712,1
E713,0
E714,0
E715,1
E716,0
E717,0
E718,0
E719,0
E720,1
E721,1
E722,0
E723,1
E724,0
E725,1
E726,0
E727,1
E728,1
E729,1
E730,1
E731,0
E732,0
E733,0
E734,1
E735,0
E736,0
E737,1
E738,0
E739,1
E740,0
E741,1
E742,0
E743,1
E744,1
E745,1
E746,0
E747,0
E748,1
E749,1
E750,0
E751,0
E752,0
E753,0
E754,0
E755,1
E756,1
E757,1
E758,1
E759,1
E760,0
E761,1
E762,0
E763,0
E764,1
E765,1
E766,1
E767,1
E768,0
E769,0
E770,0
E771,0
E772,1
E773,0
E774,0
E775,0
E776,0
E777,0
E778,1
E779,1
E780,1
E781,1
E782,1
E783,1
E784,1
E785,0
E786,1
E787,0
E788,0
E789,1
E790,1
E791,1
E792,0
E793,0
E794,1
E795,0
E796,1
E797,0
E798,0
E799,0
E800,0
E801,1
E802,0
E803,1
E804,1
E805,0
E806,1
E807,0
E808,0
E809,1
E810,0
E811,0
E812,1
E813,1
E814,0
E815,0
E816,1
E817,0
E818,0
E819,1
E820,0
E821,1
E822,1
E823,0
E824,1
E825,1
E826,0
E827,0
E828,1
E829,1
E830,1
E831,0
E832,1
E833,1
E834,0
E835,1
E836,0
E837,0
E838,1
E839,1
E840,1
E841,0
E842,1
E843,0
E844,1
E845,0
E846,1
E847,0
E848,1
E849,1
E850,1
E851,0
E852,0
E853,1
E854,1
E855,1
E856,1
E857,0
E858,0
E859,0
E860,0
E861,0
E862,1
E863,1
E864,0
E865,1
E866,0
E867,1
E868,1
E869,0
E870,1
E871,0
E872,0
E873,1
E874,0
E875,0
E876,0
E877,0
E878,0
E879,0
E880,0
E881,0
E882,0
E883,1
E884,1
E885,0
E886,1
E887,1
E888,1
E889,0
E890,1
E891,0
E892,1
E893,1
E894,1
E895,0
E896,1
E897,0
E898,1
E899,1
E900,1
E901,0
E902,0
E903,1
E904,0
E905,1
E906,0
E907,0
E908,0
E909,0
E910,1
E911,0
E912,1
E913,1
E914,0
E915,1
E916,0
E917,1
E918,1
E919,1
E920,0
E921,0
E922,0
E923,1
E924,0
E925,0
E926,0
E927,1
E928,0
E929,0
E930,1
E931,0
E932,1
E933,0
E934,0
E935,0
E936,0
E937,0
E938,0
E939,1
E940,1
E941,1
E942,0
E943,0
E944,1
E945,0
E946,1
E947,0
E948,0
E949,0
E950,0
E951,0
E952,0
E953,0
E954,0
E955,0
E956,1
E957,1
E958,0
E959,0
E960,1
E961,0
E962,1
E963,0
E964,0
E965,0
E966,1
E967,0
E968,1
E969,0
E970,0
E971,0
E972,1
E973,1
E974,0
E975,1
E976,0
E977,1
E978,1
E979,0
E980,1
E981,1
E982,1
E983,0
E984,1
E985,1
E986,0
E987,1
E988,0
E989,1
E990,0
E991,1
E992,1
E993,0
E994,0
E995,1
E996,0
E997,0
E998,1
E999,1
