,PseudoTime1,PseudoTime2,PseudoTime3
E366_152,0.18742,NA,NA
E162_467,0.58365,NA,NA
E946_510,NA,NA,0.63774
E639_488,NA,NA,0.61006
E472_405,NA,NA,0.50566
E487_588,NA,NA,0.73585
E401_526,NA,NA,0.65786
E614_681,NA,0.85283,NA
E994_348,NA,0.43396,NA
E934_95,NA,0.11572,NA
E936_37,0.04277,NA,NA
E874_353,NA,0.44025,NA
E900_534,NA,NA,0.66792
E212_393,NA,NA,0.49057
E566_659,0.82516,NA,NA
E299_298,NA,NA,0.37107
E991_788,NA,NA,0.98742
E542_98,0.1195,NA,NA
E680_572,0.71572,NA,NA
E827_132,NA,0.16226,NA
E526_559,NA,0.69937,NA
E592_709,NA,0.88805,NA
E989_425,0.53082,NA,NA
E224_61,0.07296,NA,NA
E513_283,0.3522,NA,NA
E122_396,0.49434,NA,NA
E812_398,NA,NA,0.49686
E476_686,NA,0.85912,NA
E400_415,NA,NA,0.51824
E746_266,NA,NA,0.33082
E952_492,0.61509,NA,NA
E78_508,0.63522,NA,NA
E355_670,0.83899,NA,NA
E907_696,NA,NA,0.8717
E485_263,NA,NA,0.32704
E399_81,0.09811,NA,NA
E287_217,0.26918,NA,NA
E781_235,NA,0.29182,NA
E427_330,NA,NA,0.41132
E297_692,0.86667,NA,NA
E866_110,0.13459,NA,NA
E769_291,NA,0.36226,NA
E570_199,NA,NA,0.24654
E623_218,NA,NA,0.27044
E884_292,NA,NA,0.36352
E697_662,0.82893,NA,NA
E205_70,NA,0.08428,NA
E599_78,NA,NA,0.09434
E7_128,0.15723,NA,NA
E780_361,NA,0.45031,NA
E264_49,0.05786,NA,NA
E274_193,NA,0.23899,NA
E61_62,NA,0.07421,NA
E180_81,NA,0.09811,NA
E787_485,0.60629,NA,NA
E872_182,0.22516,NA,NA
E332_291,0.36226,NA,NA
E372_64,NA,NA,0.07673
E694_620,NA,NA,0.7761
E379_49,NA,0.05786,NA
E682_747,NA,0.93585,NA
E398_595,0.74465,NA,NA
E24_382,NA,0.47673,NA
E852_316,NA,0.39371,NA
E284_641,NA,NA,0.80252
E451_65,NA,NA,0.07799
E801_333,NA,NA,0.41509
E80_600,NA,0.75094,NA
E86_105,NA,NA,0.1283
E732_13,NA,NA,0.01258
E666_725,NA,0.90818,NA
E634_322,NA,0.40126,NA
E72_134,NA,0.16478,NA
E811_463,NA,0.57862,NA
E974_528,NA,0.66038,NA
E758_752,NA,0.94214,NA
E804_383,NA,0.47799,NA
E325_789,NA,0.98868,NA
E951_42,NA,NA,0.04906
E899_774,NA,0.96981,NA
E272_86,0.1044,NA,NA
E217_121,NA,NA,0.14843
E18_589,NA,0.73711,NA
E838_586,0.73333,NA,NA
E707_524,NA,NA,0.65535
E66_169,NA,0.20881,NA
E572_611,NA,NA,0.76478
E532_663,NA,0.83019,NA
E704_206,0.25535,NA,NA
E656_664,0.83145,NA,NA
E755_610,0.76352,NA,NA
E327_25,NA,NA,0.02767
E152_358,NA,NA,0.44654
E41_595,NA,NA,0.74465
E541_611,NA,0.76478,NA
E891_468,NA,NA,0.58491
E762_24,NA,0.02642,NA
E910_47,NA,NA,0.05535
E357_222,NA,NA,0.27547
E504_420,NA,NA,0.52453
E969_76,NA,NA,0.09182
E576_309,0.38491,NA,NA
E856_433,0.54088,NA,NA
E215_88,NA,0.10692,NA
E16_387,NA,NA,0.48302
E676_663,0.83019,NA,NA
E751_163,NA,NA,0.20126
E432_218,NA,0.27044,NA
E890_547,NA,NA,0.68428
E186_367,NA,NA,0.45786
E431_704,NA,NA,0.88176
E660_315,NA,NA,0.39245
E643_544,NA,0.6805,NA
E430_191,NA,0.23648,NA
E844_484,NA,0.60503,NA
E728_430,0.53711,NA,NA
E269_623,NA,0.77987,NA
E83_408,NA,0.50943,NA
E192_422,NA,NA,0.52704
E593_512,NA,0.64025,NA
E240_109,NA,NA,0.13333
E93_181,0.2239,NA,NA
E876_202,NA,NA,0.25031
E863_735,NA,NA,0.92075
E580_196,NA,0.24277,NA
E69_173,0.21384,NA,NA
E166_389,0.48553,NA,NA
E763_79,NA,0.0956,NA
E23_777,NA,0.97358,NA
E625_583,NA,0.72956,NA
E512_396,0.49434,NA,NA
E231_419,0.52327,NA,NA
E735_16,NA,0.01635,NA
E806_611,0.76478,NA,NA
E670_739,NA,0.92579,NA
E114_640,NA,0.80126,NA
E395_293,NA,NA,0.36478
E328_15,0.01509,NA,NA
E766_739,NA,NA,0.92579
E993_419,NA,0.52327,NA
E275_591,0.73962,NA,NA
E448_405,NA,NA,0.50566
E826_137,NA,NA,0.16855
E198_689,0.86289,NA,NA
E508_758,NA,NA,0.94969
E482_482,NA,0.60252,NA
E648_347,NA,0.4327,NA
E961_424,NA,0.52956,NA
E39_441,0.55094,NA,NA
E537_633,0.79245,NA,NA
E524_392,0.48931,NA,NA
E711_212,0.26289,NA,NA
E610_699,0.87547,NA,NA
E644_589,NA,0.73711,NA
E663_383,NA,0.47799,NA
E771_223,NA,0.27673,NA
E896_431,NA,NA,0.53836
E338_159,NA,0.19623,NA
E3_677,NA,NA,0.8478
E153_179,NA,0.22138,NA
E375_101,0.12327,NA,NA
E546_12,0.01132,NA,NA
E99_535,NA,0.66918,NA
E170_530,0.66289,NA,NA
E677_725,0.90818,NA,NA
E318_175,NA,NA,0.21635
E548_782,0.97987,NA,NA
E457_736,NA,0.92201,NA
E849_520,NA,0.65031,NA
E216_95,NA,NA,0.11572
E520_83,NA,0.10063,NA
E510_749,NA,NA,0.93836
E226_724,0.90692,NA,NA
E851_275,NA,NA,0.34214
E536_676,NA,0.84654,NA
E977_241,0.29937,NA,NA
E261_403,NA,0.50314,NA
E948_653,NA,NA,0.81761
E406_670,NA,0.83899,NA
E715_619,NA,0.77484,NA
E408_120,NA,0.14717,NA
E308_643,NA,NA,0.80503
E84_362,NA,NA,0.45157
E675_673,NA,NA,0.84277
E477_475,0.59371,NA,NA
E975_655,NA,NA,0.82013
E4_472,0.58994,NA,NA
E742_745,NA,0.93333,NA
E744_628,NA,0.78616,NA
E626_566,0.70818,NA,NA
E688_572,NA,0.71572,NA
E120_49,0.05786,NA,NA
E563_373,NA,NA,0.46541
E823_737,0.92327,NA,NA
E191_403,NA,0.50314,NA
E167_767,0.96101,NA,NA
E229_752,NA,NA,0.94214
E635_546,NA,0.68302,NA
E392_110,0.13459,NA,NA
E557_188,NA,0.2327,NA
E594_536,NA,NA,0.67044
E271_456,NA,0.56981,NA
E276_734,NA,0.9195,NA
E420_395,0.49308,NA,NA
E835_593,0.74214,NA,NA
E709_391,0.48805,NA,NA
E277_689,NA,NA,0.86289
E731_797,NA,NA,0.99874
E990_205,NA,0.25409,NA
E638_224,NA,0.27799,NA
E323_110,0.13459,NA,NA
E104_555,NA,0.69434,NA
E8_290,0.36101,NA,NA
E873_233,0.28931,NA,NA
E234_115,NA,0.14088,NA
E161_585,0.73208,NA,NA
E940_159,NA,NA,0.19623
E131_789,0.98868,NA,NA
E469_69,NA,0.08302,NA
E575_67,NA,0.0805,NA
E459_501,NA,0.62642,NA
E489_391,0.48805,NA,NA
E388_738,NA,0.92453,NA
E902_91,NA,0.11069,NA
E163_92,0.11195,NA,NA
E150_357,0.44528,NA,NA
E450_404,0.5044,NA,NA
E81_243,NA,0.30189,NA
E544_241,NA,0.29937,NA
E294_636,0.79623,NA,NA
E94_623,NA,NA,0.77987
E43_711,0.89057,NA,NA
E160_551,NA,0.68931,NA
E983_550,NA,NA,0.68805
E209_306,NA,0.38113,NA
E757_133,NA,0.16352,NA
E929_168,0.20755,NA,NA
E903_214,0.26541,NA,NA
E103_504,NA,0.63019,NA
E630_355,NA,0.44277,NA
E685_483,NA,NA,0.60377
E115_211,NA,NA,0.26164
E865_164,NA,0.20252,NA
E739_459,0.57358,NA,NA
E391_312,NA,0.38868,NA
E892_762,NA,NA,0.95472
E979_454,NA,NA,0.5673
E134_367,NA,NA,0.45786
E641_17,NA,NA,0.01761
E238_587,0.73459,NA,NA
E142_247,0.30692,NA,NA
E714_289,NA,NA,0.35975
E326_680,NA,0.85157,NA
E340_75,0.09057,NA,NA
E384_5,NA,NA,0.00252
E157_708,NA,0.88679,NA
E286_211,0.26164,NA,NA
E316_796,0.99748,NA,NA
E829_724,NA,NA,0.90692
E414_316,0.39371,NA,NA
E646_599,NA,0.74969,NA
E121_88,NA,0.10692,NA
E143_295,NA,0.3673,NA
E314_704,NA,NA,0.88176
E665_445,NA,NA,0.55597
E719_16,NA,NA,0.01635
E44_304,0.37862,NA,NA
E11_373,NA,0.46541,NA
E35_775,NA,0.97107,NA
E705_562,NA,0.70314,NA
E259_31,NA,NA,0.03522
E491_615,0.76981,NA,NA
E830_260,NA,0.32327,NA
E480_320,NA,0.39874,NA
E515_510,NA,0.63774,NA
E981_134,NA,0.16478,NA
E490_658,NA,0.8239,NA
E225_141,NA,0.17358,NA
E530_448,NA,NA,0.55975
E29_492,0.61509,NA,NA
E608_416,NA,NA,0.5195
E227_357,0.44528,NA,NA
E602_471,0.58868,NA,NA
E959_6,0.00377,NA,NA
E56_794,0.99497,NA,NA
E285_468,0.58491,NA,NA
E846_330,NA,0.41132,NA
E389_547,0.68428,NA,NA
E553_396,NA,NA,0.49434
E875_626,NA,NA,0.78365
E640_92,NA,NA,0.11195
E260_721,NA,0.90314,NA
E425_395,NA,0.49308,NA
E57_364,0.45409,NA,NA
E628_615,NA,0.76981,NA
E706_279,NA,NA,0.34717
E127_671,NA,NA,0.84025
E168_126,0.15472,NA,NA
E965_56,NA,0.06667,NA
E197_356,NA,NA,0.44403
E223_497,NA,NA,0.62138
E650_202,0.25031,NA,NA
E567_359,NA,NA,0.4478
E221_365,NA,0.45535,NA
E135_166,NA,NA,0.20503
E620_153,0.18868,NA,NA
E455_116,NA,NA,0.14214
E683_392,NA,0.48931,NA
E565_253,NA,NA,0.31447
E119_33,NA,0.03774,NA
E2_98,0.1195,NA,NA
E820_253,NA,NA,0.31447
E764_610,NA,0.76352,NA
E967_673,NA,NA,0.84277
E364_690,NA,NA,0.86415
E484_672,NA,0.84151,NA
E737_383,0.47799,NA,NA
E387_392,NA,NA,0.48931
E549_467,0.58365,NA,NA
E824_770,NA,NA,0.96478
E73_249,NA,0.30943,NA
E243_3,0.0,NA,NA
E356_692,NA,0.86667,NA
E880_144,NA,NA,0.17736
E14_304,NA,NA,0.37862
E518_148,0.18239,NA,NA
E760_256,NA,NA,0.31824
E727_656,NA,0.82138,NA
E819_614,0.76855,NA,NA
E123_332,NA,0.41384,NA
E658_770,NA,0.96478,NA
E791_570,0.71321,NA,NA
E333_531,NA,NA,0.66415
E270_187,NA,NA,0.23145
E470_741,0.9283,NA,NA
E586_75,NA,0.09057,NA
E956_419,0.52327,NA,NA
E124_533,NA,0.66667,NA
E817_441,NA,0.55094,NA
E64_434,NA,0.54214,NA
E753_704,0.88176,NA,NA
E68_228,0.28302,NA,NA
E347_357,NA,NA,0.44528
E976_347,NA,NA,0.4327
E773_573,NA,NA,0.71698
E447_674,NA,0.84403,NA
E985_465,0.58113,NA,NA
E77_576,0.72075,NA,NA
E943_221,0.27421,NA,NA
E184_194,NA,0.24025,NA
E499_191,NA,0.23648,NA
E988_146,0.17987,NA,NA
E574_118,0.14465,NA,NA
E486_692,NA,NA,0.86667
E91_407,0.50818,NA,NA
E589_717,NA,NA,0.89811
E885_512,NA,NA,0.64025
E312_695,NA,0.87044,NA
E232_571,NA,NA,0.71447
E413_394,0.49182,NA,NA
E569_404,NA,0.5044,NA
E10_476,0.59497,NA,NA
E729_348,NA,0.43396,NA
E664_430,0.53711,NA,NA
E585_88,NA,NA,0.10692
E533_504,NA,NA,0.63019
E383_649,NA,0.81258,NA
E290_156,0.19245,NA,NA
E144_719,NA,NA,0.90063
E559_523,0.65409,NA,NA
E509_138,NA,NA,0.16981
E730_267,NA,0.33208,NA
E442_719,NA,0.90063,NA
E441_16,0.01635,NA,NA
E970_580,0.72579,NA,NA
E591_795,0.99623,NA,NA
E779_413,NA,NA,0.51572
E28_639,NA,NA,0.8
E678_468,0.58491,NA,NA
E437_534,0.66792,NA,NA
E647_16,0.01635,NA,NA
E701_713,NA,NA,0.89308
E571_540,NA,NA,0.67547
E321_62,0.07421,NA,NA
E953_206,NA,NA,0.25535
E843_178,0.22013,NA,NA
E89_32,NA,0.03648,NA
E581_118,NA,NA,0.14465
E15_678,NA,0.84906,NA
E353_682,NA,NA,0.85409
E774_693,0.86792,NA,NA
E931_390,NA,NA,0.48679
E519_486,NA,0.60755,NA
E765_559,NA,0.69937,NA
E724_364,NA,0.45409,NA
E346_544,0.6805,NA,NA
E38_460,NA,0.57484,NA
E500_425,NA,0.53082,NA
E786_500,NA,0.62516,NA
E535_375,0.46792,NA,NA
E179_20,0.02138,NA,NA
E385_484,NA,NA,0.60503
E695_640,0.80126,NA,NA
E919_786,0.98491,NA,NA
E140_436,NA,0.54465,NA
E252_501,NA,NA,0.62642
E573_328,0.40881,NA,NA
E9_730,NA,0.91447,NA
E125_590,0.73836,NA,NA
E467_367,NA,0.45786,NA
E770_595,NA,NA,0.74465
E460_7,0.00503,NA,NA
E882_248,0.30818,NA,NA
E246_295,0.3673,NA,NA
E194_483,NA,NA,0.60377
E202_347,NA,NA,0.4327
E577_257,0.3195,NA,NA
E497_675,0.84528,NA,NA
E939_547,0.68428,NA,NA
E45_49,NA,NA,0.05786
E879_134,0.16478,NA,NA
E428_499,NA,0.6239,NA
E498_319,NA,0.39748,NA
E928_763,0.95597,NA,NA
E322_461,NA,0.5761,NA
E698_376,NA,0.46918,NA
E904_643,NA,0.80503,NA
E253_7,NA,0.00503,NA
E947_565,0.70692,NA,NA
E409_141,0.17358,NA,NA
E410_338,0.42138,NA,NA
E833_454,0.5673,NA,NA
E529_400,0.49937,NA,NA
E303_263,0.32704,NA,NA
E207_462,NA,NA,0.57736
E795_196,NA,0.24277,NA
E871_282,0.35094,NA,NA
E616_174,0.21509,NA,NA
E743_160,NA,0.19748,NA
E102_765,0.95849,NA,NA
E262_719,0.90063,NA,NA
E590_525,0.6566,NA,NA
E837_345,NA,0.43019,NA
E112_628,0.78616,NA,NA
E105_476,NA,0.59497,NA
E973_56,0.06667,NA,NA
E289_175,0.21635,NA,NA
E495_170,NA,0.21006,NA
E478_249,0.30943,NA,NA
E963_585,NA,NA,0.73208
E912_685,0.85786,NA,NA
E42_142,NA,0.17484,NA
E195_481,0.60126,NA,NA
E657_714,NA,NA,0.89434
E182_109,NA,NA,0.13333
E381_14,NA,NA,0.01384
E877_670,0.83899,NA,NA
E156_663,0.83019,NA,NA
E978_13,NA,0.01258,NA
E525_691,0.86541,NA,NA
E958_264,NA,0.3283,NA
E403_68,0.08176,NA,NA
E310_269,NA,0.33459,NA
E996_297,NA,0.36981,NA
E219_167,0.20629,NA,NA
E617_414,0.51698,NA,NA
E587_88,0.10692,NA,NA
E266_706,NA,NA,0.88428
E671_603,0.75472,NA,NA
E196_384,NA,NA,0.47925
E733_396,NA,NA,0.49434
E950_418,NA,0.52201,NA
E247_10,0.00881,NA,NA
E814_57,NA,NA,0.06792
E0_149,NA,0.18365,NA
E63_641,NA,0.80252,NA
E200_17,0.01761,NA,NA
E378_167,NA,NA,0.20629
E522_481,NA,0.60126,NA
E818_602,0.75346,NA,NA
E901_13,NA,NA,0.01258
E992_440,0.54969,NA,NA
E612_350,NA,0.43648,NA
E772_798,NA,NA,1.0
E918_127,NA,NA,0.15597
E886_536,NA,0.67044,NA
E230_68,0.08176,NA,NA
E362_515,0.64403,NA,NA
E424_611,NA,0.76478,NA
E452_469,0.58616,NA,NA
E255_432,0.53962,NA,NA
E723_558,NA,NA,0.69811
E107_270,NA,0.33585,NA
E898_649,NA,NA,0.81258
E421_694,NA,0.86918,NA
E792_84,0.10189,NA,NA
E213_754,NA,NA,0.94465
E716_394,NA,NA,0.49182
E807_584,0.73082,NA,NA
E128_235,NA,0.29182,NA
E75_202,0.25031,NA,NA
E941_725,NA,NA,0.90818
E696_693,NA,NA,0.86792
E564_317,0.39497,NA,NA
E858_54,0.06415,NA,NA
E204_679,NA,NA,0.85031
E76_350,0.43648,NA,NA
E37_749,NA,NA,0.93836
E426_320,0.39874,NA,NA
E87_44,0.05157,NA,NA
E800_728,NA,NA,0.91195
E550_488,NA,NA,0.61006
E673_596,0.74591,NA,NA
E507_388,0.48428,NA,NA
E790_734,0.9195,NA,NA
E523_572,0.71572,NA,NA
E319_348,0.43396,NA,NA
E444_169,0.20881,NA,NA
E527_575,NA,0.7195,NA
E235_263,NA,0.32704,NA
E33_723,NA,0.90566,NA
E423_357,0.44528,NA,NA
E785_128,NA,NA,0.15723
E588_78,NA,NA,0.09434
E97_368,NA,NA,0.45912
E603_263,NA,0.32704,NA
E930_201,0.24906,NA,NA
E734_630,NA,0.78868,NA
E669_581,0.72704,NA,NA
E761_766,NA,0.95975,NA
E98_183,NA,0.22642,NA
E301_220,0.27296,NA,NA
E629_309,NA,NA,0.38491
E273_358,NA,0.44654,NA
E151_29,NA,NA,0.0327
E306_563,NA,NA,0.7044
E257_39,0.04528,NA,NA
E710_275,NA,0.34214,NA
E305_601,NA,0.7522,NA
E256_502,NA,0.62767,NA
E345_488,NA,0.61006,NA
E596_400,NA,0.49937,NA
E488_583,0.72956,NA,NA
E339_575,NA,NA,0.7195
E251_288,NA,NA,0.35849
E265_541,0.67673,NA,NA
E788_399,NA,NA,0.49811
E906_435,0.5434,NA,NA
E631_220,NA,NA,0.27296
E311_50,NA,NA,0.05912
E494_283,0.3522,NA,NA
E712_659,NA,0.82516,NA
E582_294,NA,NA,0.36604
E609_526,NA,0.65786,NA
E700_302,0.3761,NA,NA
E138_503,0.62893,NA,NA
E813_73,NA,NA,0.08805
E968_723,0.90566,NA,NA
E172_299,NA,0.37233,NA
E407_141,0.17358,NA,NA
E649_346,NA,0.43145,NA
E622_663,NA,NA,0.83019
E775_281,NA,NA,0.34969
E429_308,NA,NA,0.38365
E6_380,NA,0.47421,NA
E738_224,0.27799,NA,NA
E848_33,0.03774,NA,NA
E461_464,NA,0.57987,NA
E59_672,NA,0.84151,NA
E720_459,0.57358,NA,NA
E777_492,0.61509,NA,NA
E268_778,0.97484,NA,NA
E292_147,NA,NA,0.18113
E778_337,NA,NA,0.42013
E58_51,0.06038,NA,NA
E335_286,0.35597,NA,NA
E539_687,NA,NA,0.86038
E60_737,NA,0.92327,NA
E897_365,NA,NA,0.45535
E782_298,0.37107,NA,NA
E699_304,NA,NA,0.37862
E540_66,0.07925,NA,NA
E841_614,NA,0.76855,NA
E861_18,NA,NA,0.01887
E618_17,NA,0.01761,NA
E691_576,0.72075,NA,NA
E126_358,NA,0.44654,NA
E92_629,NA,0.78742,NA
E971_328,0.40881,NA,NA
E855_797,NA,NA,0.99874
E803_259,0.32201,NA,NA
E199_293,NA,NA,0.36478
E869_489,NA,0.61132,NA
E920_471,NA,0.58868,NA
E79_518,NA,NA,0.6478
E531_784,0.98239,NA,NA
E672_796,0.99748,NA,NA
E65_709,0.88805,NA,NA
E185_51,0.06038,NA,NA
E501_209,0.25912,NA,NA
E377_424,NA,0.52956,NA
E344_289,NA,NA,0.35975
E794_415,0.51824,NA,NA
E492_365,0.45535,NA,NA
E933_319,NA,0.39748,NA
E864_168,0.20755,NA,NA
E999_736,NA,0.92201,NA
E821_776,NA,0.97233,NA
E206_210,NA,NA,0.26038
E825_734,NA,0.9195,NA
E493_32,NA,NA,0.03648
E300_581,NA,0.72704,NA
E74_774,NA,0.96981,NA
E604_703,0.8805,NA,NA
E957_262,NA,0.32579,NA
E178_496,0.62013,NA,NA
E174_207,0.2566,NA,NA
E924_206,NA,NA,0.25535
E85_684,0.8566,NA,NA
E402_356,NA,0.44403,NA
E598_400,0.49937,NA,NA
E82_560,NA,0.70063,NA
E798_380,0.47421,NA,NA
E613_32,NA,NA,0.03648
E445_16,0.01635,NA,NA
E390_563,NA,NA,0.7044
E228_632,0.79119,NA,NA
E397_766,NA,0.95975,NA
E111_723,0.90566,NA,NA
E862_198,0.24528,NA,NA
E267_215,NA,0.26667,NA
E797_685,NA,0.85786,NA
E521_408,NA,NA,0.50943
E721_281,NA,0.34969,NA
E20_588,NA,NA,0.73585
E816_599,NA,0.74969,NA
E917_205,0.25409,NA,NA
E116_492,0.61509,NA,NA
E176_395,NA,0.49308,NA
E245_366,NA,0.4566,NA
E909_20,NA,NA,0.02138
E416_468,0.58491,NA,NA
E101_439,NA,0.54843,NA
E26_261,NA,NA,0.32453
E1_98,NA,NA,0.1195
E645_458,NA,NA,0.57233
E370_461,0.5761,NA,NA
E422_94,NA,NA,0.11447
E960_133,NA,NA,0.16352
E27_755,0.94591,NA,NA
E916_210,NA,0.26038,NA
E419_678,0.84906,NA,NA
E822_524,NA,NA,0.65535
E55_669,NA,NA,0.83774
E759_40,0.04654,NA,NA
E298_185,NA,NA,0.22893
E859_745,NA,NA,0.93333
E296_119,0.14591,NA,NA
E984_338,NA,NA,0.42138
E53_524,NA,NA,0.65535
E360_346,0.43145,NA,NA
E840_689,NA,0.86289,NA
E511_226,0.2805,NA,NA
E718_738,0.92453,NA,NA
E681_665,NA,NA,0.8327
E627_459,NA,NA,0.57358
E220_717,NA,0.89811,NA
E528_411,NA,0.51321,NA
E538_400,NA,NA,0.49937
E611_618,NA,0.77358,NA
E543_726,NA,0.90943,NA
E745_122,NA,NA,0.14969
E351_4,0.00126,NA,NA
E551_712,0.89182,NA,NA
E895_667,NA,NA,0.83522
E915_75,NA,NA,0.09057
E474_709,0.88805,NA,NA
E636_411,0.51321,NA,NA
E894_64,0.07673,NA,NA
E654_256,NA,NA,0.31824
E954_84,0.10189,NA,NA
E462_695,NA,0.87044,NA
E725_701,0.87799,NA,NA
E684_49,0.05786,NA,NA
E132_415,NA,0.51824,NA
E653_570,NA,0.71321,NA
E222_500,0.62516,NA,NA
E136_328,NA,0.40881,NA
E374_530,NA,NA,0.66289
E352_295,NA,0.3673,NA
E768_198,0.24528,NA,NA
E736_86,NA,NA,0.1044
E860_221,NA,0.27421,NA
E201_267,0.33208,NA,NA
E248_519,0.64906,NA,NA
E850_712,NA,0.89182,NA
E278_601,0.7522,NA,NA
E750_655,0.82013,NA,NA
E945_740,0.92704,NA,NA
E214_330,0.41132,NA,NA
E48_145,0.17862,NA,NA
E925_535,NA,NA,0.66918
E955_104,0.12704,NA,NA
E854_603,NA,0.75472,NA
E25_753,0.9434,NA,NA
E376_547,NA,0.68428,NA
E832_675,NA,0.84528,NA
E889_503,NA,NA,0.62893
E386_709,NA,0.88805,NA
E980_520,NA,NA,0.65031
E805_563,NA,0.7044,NA
E183_306,NA,NA,0.38113
E842_84,NA,NA,0.10189
E479_37,NA,NA,0.04277
E619_274,NA,0.34088,NA
E110_738,0.92453,NA,NA
E944_460,0.57484,NA,NA
E453_120,NA,0.14717,NA
E348_436,NA,0.54465,NA
E233_697,0.87296,NA,NA
E258_696,NA,NA,0.8717
E615_552,NA,NA,0.69057
E560_189,NA,NA,0.23396
E113_766,NA,0.95975,NA
E350_412,NA,NA,0.51447
E464_296,NA,0.36855,NA
E5_496,0.62013,NA,NA
E624_369,NA,0.46038,NA
E218_53,0.06289,NA,NA
E40_388,0.48428,NA,NA
E236_155,NA,NA,0.19119
E922_640,NA,0.80126,NA
E96_625,NA,NA,0.78239
E674_183,NA,NA,0.22642
E12_445,NA,0.55597,NA
E516_467,0.58365,NA,NA
E914_436,0.54465,NA,NA
E717_475,NA,NA,0.59371
E784_436,NA,0.54465,NA
E749_627,NA,NA,0.78491
