,cl
E268,0
E269,0
E270,0
E271,0
E272,0
E273,0
E274,1
E275,1
E276,0
E277,0
E278,0
E279,0
E280,1
E281,0
E282,0
E283,1
E284,0
E285,0
E286,1
E287,1
E288,1
E289,0
E290,1
E291,0
E292,0
E293,0
E294,1
E295,1
E296,1
E297,0
E298,0
E299,1
E300,0
E301,0
E302,1
E303,1
E304,1
E305,0
E306,1
E307,1
E308,1
E309,0
E310,1
E311,0
E312,1
E313,1
E314,1
E315,1
E316,1
E317,0
E318,1
E319,0
E320,0
E321,1
E322,0
E323,1
E324,0
E325,1
E326,0
E327,0
E328,0
E329,1
E330,0
E331,1
E332,0
E333,0
E334,0
E335,0
E336,1
E337,0
E338,1
E339,0
E340,1
E341,1
E342,0
E343,1
E344,0
E345,1
E346,1
E347,0
E348,0
E349,1
E350,0
E351,1
E352,0
E353,0
E354,0
E355,0
E356,0
E357,0
E358,1
E359,0
E360,0
E361,0
E362,1
E363,0
E364,0
E365,1
E366,0
E367,1
E368,0
E369,1
E370,1
E371,1
E372,1
E373,0
E374,1
E375,0
E376,1
E377,0
E378,1
E379,1
E380,1
E381,0
E382,1
E383,0
E384,1
E385,1
E386,1
E387,0
E388,1
E389,0
E390,1
E391,0
E392,1
E393,0
E394,0
E395,0
E396,0
E397,1
E398,0
E399,0
E400,0
E401,0
E402,0
E403,0
E404,1
E405,0
E406,1
E407,1
E408,1
E409,1
E410,0
E411,1
E412,0
E413,1
E414,0
E415,0
E416,1
E417,0
E418,1
E419,0
E420,0
E421,1
E422,1
E423,0
E424,1
E425,1
E426,0
E427,0
E428,0
E429,0
E430,0
E431,0
E432,0
E433,1
E434,0
E435,0
E436,1
E437,0
E438,1
E439,0
E440,0
E441,0
E442,1
E443,1
E444,1
E445,0
E446,1
E447,0
E448,0
E449,1
E450,0
E451,1
E452,0
E453,0
E454,1
E455,0
E456,1
E457,1
E458,1
E459,1
E460,1
E461,1
E462,1
E463,0
E464,0
E465,0
E466,0
E467,0
E468,0
E469,0
E470,0
E471,1
E472,0
E473,0
E474,1
E475,1
E476,0
E477,1
E478,1
E479,0
E480,1
E481,1
E482,1
E483,1
E484,1
E485,1
E486,0
E487,1
E488,1
E489,1
E490,0
E491,1
E492,0
E493,0
E494,0
E495,0
E496,1
E497,0
E498,1
E499,1
E500,1
E501,1
E502,1
E503,0
E504,0
E505,1
E506,1
E507,0
E508,0
E509,0
E510,1
E511,1
E512,1
E513,0
E514,1
E515,0
E516,0
E517,0
E518,0
E519,1
E520,0
E521,1
E522,1
E523,1
E524,1
E525,0
E526,1
E527,0
E528,1
E529,1
E530,1
E531,0
E532,1
E533,0
E534,1
E535,0
E536,1
E537,0
E538,1
E539,1
E540,1
E541,1
E542,0
E543,1
E544,1
E545,1
E546,1
E547,1
E548,1
E549,0
E550,1
E551,1
E552,0
E553,1
E554,0
E555,0
E556,0
E557,0
E558,1
E559,1
E560,1
E561,0
E562,1
E563,0
E564,1
E565,1
E566,0
E567,1
E568,1
E569,1
E570,1
E571,1
E572,1
E573,0
E574,0
E575,1
E576,0
E577,1
E578,1
E579,0
E580,1
E581,0
E582,1
E583,0
E584,1
E585,1
E586,1
E587,1
E588,1
E589,0
E590,1
E591,0
E592,0
E593,0
E594,0
E595,1
E596,0
E597,0
E598,1
E599,1
E600,1
E601,0
E602,1
E603,0
E604,1
E605,1
E606,0
E607,1
E608,0
E609,1
E610,0
E611,1
E612,1
E613,1
E614,1
E615,1
E616,1
E617,1
E618,0
E619,1
E620,0
E621,0
E622,1
E623,1
E624,1
E625,0
E626,0
E627,1
E628,1
E629,0
E630,1
E631,1
E632,0
E633,0
E634,1
E635,1
E636,0
E637,1
E638,1
E639,1
E640,1
E641,0
E642,1
E643,1
E644,1
E645,0
E646,0
E647,1
E648,0
E649,1
E650,1
E651,1
E652,0
E653,0
E654,1
E655,1
E656,0
E657,1
E658,0
E659,0
E660,0
E661,0
E662,0
E663,1
E664,1
E665,1
E666,0
E667,1
E668,0
E669,0
E670,0
E671,1
E672,0
E673,1
E674,0
E675,1
E676,0
E677,0
E678,1
E679,0
E680,1
E681,0
E682,0
E683,1
E684,0
E685,0
E686,0
E687,1
E688,1
E689,1
E690,1
E691,1
E692,0
E693,0
E694,1
E695,1
E696,0
E697,0
E698,0
E699,0
E700,0
E701,1
E702,0
E703,1
E704,1
E705,1
E706,1
E707,0
E708,1
E709,1
E710,1
E711,0
E712,1
E713,0
E714,0
E715,1
E716,0
E717,0
E718,1
E719,1
E720,0
E721,0
E722,0
E723,0
E724,0
E725,0
E726,0
E727,0
E728,1
E729,1
E730,1
E731,0
E732,0
E733,0
E734,1
E735,0
E736,0
E737,1
E738,0
E739,1
E740,0
E741,0
E742,0
E743,1
E744,0
E745,0
E746,1
E747,1
E748,0
E749,1
E750,1
E751,1
E752,0
E753,1
E754,0
E755,1
E756,0
E757,1
E758,1
E759,0
E760,1
E761,1
E762,0
E763,1
E764,1
E765,1
E766,1
E767,1
E768,0
E769,0
E770,1
E771,1
E772,0
E773,0
E774,0
E775,1
E776,0
E777,1
E778,1
E779,1
E780,1
E781,0
E782,0
E783,0
E784,1
E785,0
E786,0
E787,0
E788,0
E789,1
E790,1
E791,0
E792,1
E793,0
E794,1
E795,0
E796,1
E797,0
E798,1
E799,0
E800,1
E801,1
E802,1
E803,0
E804,0
E805,0
E806,0
E807,1
E808,0
E809,0
E810,0
E811,1
E812,0
E813,0
E814,0
E815,1
E816,1
E817,1
E818,0
E819,1
E820,1
E821,1
E822,0
E823,0
E824,1
E825,1
E826,1
E827,0
E828,0
E829,1
E830,1
E831,0
E832,0
E833,1
E834,0
E835,0
E836,1
E837,0
E838,1
E839,1
E840,1
E841,1
E842,0
E843,0
E844,0
E845,0
E846,0
E847,1
E848,1
E849,0
E850,1
E851,1
E852,0
E853,1
E854,1
E855,0
E856,0
E857,1
E858,1
E859,0
E860,0
E861,0
E862,1
E863,1
E864,1
E865,1
E866,1
E867,0
E868,0
E869,1
E870,0
E871,0
E872,1
E873,0
E874,0
E875,0
E876,1
E877,0
E878,0
E879,1
E880,1
E881,0
E882,1
E883,0
E884,0
E885,0
E886,1
E887,1
E888,1
E889,1
E890,0
E891,1
E892,1
E893,1
E894,1
E895,1
E896,0
E897,0
E898,0
E899,0
E900,1
E901,1
E902,0
E903,0
E904,0
E905,0
E906,0
E907,0
E908,1
E909,1
E910,1
E911,0
E912,0
E913,0
E914,0
E915,1
E916,1
E917,0
E918,1
E919,1
E920,1
E921,0
E922,0
E923,0
E924,1
E925,1
E926,0
E927,1
E928,1
E929,1
E930,0
E931,1
E932,1
E933,1
E934,0
E935,1
E936,0
E937,1
E938,0
E939,0
E940,1
E941,1
E942,1
E943,0
E944,1
E945,0
E946,1
E947,1
E948,1
E949,1
E950,1
E951,0
E952,0
E953,0
E954,0
E955,0
E956,1
E957,1
E958,1
E959,1
E960,1
E961,0
E962,1
E963,0
E964,1
E965,0
E966,0
E967,0
E968,0
E969,0
E970,0
E971,1
E972,1
E973,1
E974,1
E975,1
E976,1
E977,0
E978,1
E979,1
E980,0
E981,1
E982,1
E983,1
E984,0
E985,0
E986,1
E987,0
E988,1
E989,1
E990,1
E991,1
E992,0
E993,1
E994,0
E995,1
E996,1
E997,0
E998,1
E999,1
