,cl
E322,1
E323,0
E324,1
E325,1
E326,1
E327,2
E328,0
E329,0
E330,1
E331,2
E332,0
E333,2
E334,2
E335,0
E336,0
E337,2
E338,1
E339,2
E340,0
E341,0
E342,2
E343,0
E344,2
E345,1
E346,0
E347,2
E348,1
E349,1
E350,2
E351,0
E352,1
E353,2
E354,2
E355,0
E356,1
E357,2
E358,1
E359,0
E360,0
E361,1
E362,0
E363,1
E364,2
E365,0
E366,0
E367,1
E368,2
E369,2
E370,0
E371,2
E372,2
E373,0
E374,2
E375,0
E376,1
E377,1
E378,2
E379,1
E380,2
E381,2
E382,1
E383,1
E384,2
E385,2
E386,1
E387,2
E388,1
E389,0
E390,2
E391,1
E392,0
E393,0
E394,1
E395,2
E396,0
E397,1
E398,0
E399,0
E400,2
E401,2
E402,1
E403,0
E404,2
E405,1
E406,1
E407,0
E408,1
E409,0
E410,0
E411,0
E412,0
E413,0
E414,0
E415,0
E416,0
E417,2
E418,1
E419,0
E420,0
E421,1
E422,2
E423,0
E424,1
E425,1
E426,0
E427,2
E428,1
E429,2
E430,1
E431,2
E432,1
E433,2
E434,0
E435,1
E436,0
E437,0
E438,2
E439,1
E440,0
E441,0
E442,1
E443,0
E444,0
E445,0
E446,2
E447,1
E448,2
E449,2
E450,0
E451,2
E452,0
E453,1
E454,1
E455,2
E456,1
E457,1
E458,0
E459,1
E460,0
E461,1
E462,1
E463,1
E464,1
E465,2
E466,1
E467,1
E468,2
E469,1
E470,0
E471,0
E472,2
E473,0
E474,0
E475,1
E476,1
E477,0
E478,0
E479,2
E480,1
E481,1
E482,1
E483,2
E484,1
E485,2
E486,2
E487,2
E488,0
E489,0
E490,1
E491,0
E492,0
E493,2
E494,0
E495,1
E496,2
E497,0
E498,1
E499,1
E500,1
E501,0
E502,1
E503,1
E504,2
E505,2
E506,0
E507,0
E508,2
E509,2
E510,2
E511,0
E512,0
E513,0
E514,0
E515,1
E516,0
E517,2
E518,0
E519,1
E520,1
E521,2
E522,1
E523,0
E524,0
E525,0
E526,1
E527,1
E528,1
E529,0
E530,2
E531,0
E532,1
E533,2
E534,2
E535,0
E536,1
E537,0
E538,2
E539,2
E540,0
E541,1
E542,0
E543,1
E544,1
E545,2
E546,0
E547,1
E548,0
E549,0
E550,2
E551,0
E552,1
E553,2
E554,2
E555,0
E556,2
E557,1
E558,0
E559,0
E560,2
E561,2
E562,1
E563,2
E564,0
E565,2
E566,0
E567,2
E568,2
E569,1
E570,2
E571,2
E572,2
E573,0
E574,0
E575,1
E576,0
E577,0
E578,0
E579,1
E580,1
E581,2
E582,2
E583,1
E584,1
E585,2
E586,1
E587,0
E588,2
E589,2
E590,0
E591,0
E592,1
E593,1
E594,2
E595,1
E596,1
E597,1
E598,0
E599,2
E600,0
E601,0
E602,0
E603,1
E604,0
E605,1
E606,0
E607,2
E608,2
E609,1
E610,0
E611,1
E612,1
E613,2
E614,1
E615,2
E616,0
E617,0
E618,1
E619,1
E620,0
E621,0
E622,2
E623,2
E624,1
E625,1
E626,0
E627,2
E628,1
E629,2
E630,1
E631,2
E632,2
E633,1
E634,1
E635,1
E636,0
E637,1
E638,1
E639,2
E640,2
E641,2
E642,2
E643,1
E644,1
E645,2
E646,1
E647,0
E648,1
E649,1
E650,0
E651,2
E652,2
E653,1
E654,2
E655,0
E656,0
E657,2
E658,1
E659,2
E660,2
E661,0
E662,0
E663,1
E664,0
E665,2
E666,1
E667,0
E668,0
E669,0
E670,1
E671,0
E672,0
E673,0
E674,2
E675,2
E676,0
E677,0
E678,0
E679,1
E680,0
E681,2
E682,1
E683,1
E684,0
E685,2
E686,0
E687,1
E688,1
E689,1
E690,1
E691,0
E692,0
E693,2
E694,2
E695,0
E696,2
E697,0
E698,1
E699,2
E700,0
E701,2
E702,2
E703,1
E704,0
E705,1
E706,2
E707,2
E708,0
E709,0
E710,1
E711,0
E712,1
E713,2
E714,2
E715,1
E716,2
E717,2
E718,0
E719,2
E720,0
E721,1
E722,0
E723,2
E724,1
E725,0
E726,2
E727,1
E728,0
E729,1
E730,1
E731,2
E732,2
E733,2
E734,1
E735,1
E736,2
E737,0
E738,0
E739,0
E740,2
E741,1
E742,1
E743,1
E744,1
E745,2
E746,2
E747,2
E748,2
E749,2
E750,0
E751,2
E752,0
E753,0
E754,1
E755,0
E756,0
E757,1
E758,1
E759,0
E760,2
E761,1
E762,1
E763,1
E764,1
E765,1
E766,2
E767,2
E768,0
E769,1
E770,2
E771,1
E772,2
E773,2
E774,0
E775,2
E776,2
E777,0
E778,2
E779,2
E780,1
E781,1
E782,0
E783,1
E784,1
E785,2
E786,1
E787,0
E788,2
E789,2
E790,0
E791,0
E792,0
E793,2
E794,0
E795,1
E796,1
E797,1
E798,0
E799,2
E800,2
E801,2
E802,1
E803,0
E804,1
E805,1
E806,0
E807,0
E808,0
E809,1
E810,1
E811,1
E812,2
E813,2
E814,2
E815,1
E816,1
E817,1
E818,0
E819,0
E820,2
E821,1
E822,2
E823,0
E824,2
E825,1
E826,2
E827,1
E828,0
E829,2
E830,1
E831,0
E832,1
E833,0
E834,1
E835,0
E836,0
E837,1
E838,0
E839,2
E840,1
E841,1
E842,2
E843,0
E844,1
E845,1
E846,1
E847,2
E848,0
E849,1
E850,1
E851,2
E852,1
E853,1
E854,1
E855,2
E856,0
E857,0
E858,0
E859,2
E860,1
E861,2
E862,0
E863,2
E864,0
E865,1
E866,0
E867,2
E868,0
E869,1
E870,2
E871,0
E872,0
E873,0
E874,1
E875,2
E876,2
E877,0
E878,2
E879,0
E880,2
E881,0
E882,0
E883,2
E884,2
E885,2
E886,1
E887,0
E888,1
E889,2
E890,2
E891,2
E892,2
E893,1
E894,0
E895,2
E896,2
E897,2
E898,2
E899,1
E900,2
E901,2
E902,1
E903,0
E904,1
E905,1
E906,0
E907,2
E908,1
E909,2
E910,2
E911,1
E912,0
E913,0
E914,0
E915,2
E916,1
E917,0
E918,2
E919,0
E920,1
E921,0
E922,1
E923,1
E924,2
E925,2
E926,2
E927,2
E928,0
E929,0
E930,0
E931,2
E932,1
E933,1
E934,1
E935,0
E936,0
E937,2
E938,0
E939,0
E940,2
E941,2
E942,1
E943,0
E944,0
E945,0
E946,2
E947,0
E948,2
E949,2
E950,1
E951,2
E952,0
E953,2
E954,0
E955,0
E956,0
E957,1
E958,1
E959,0
E960,2
E961,1
E962,1
E963,2
E964,0
E965,1
E966,0
E967,2
E968,0
E969,2
E970,0
E971,0
E972,1
E973,0
E974,1
E975,2
E976,2
E977,0
E978,1
E979,2
E980,2
E981,1
E982,2
E983,2
E984,2
E985,0
E986,2
E987,0
E988,0
E989,0
E990,1
E991,2
E992,0
E993,1
E994,1
E995,0
E996,1
E997,2
E998,1
E999,1
