,PseudoTime1,PseudoTime2
E563_350,0.34909,NA
E320_921,0.92354,NA
E544_676,0.67706,NA
E479_923,NA,0.92555
E584_546,0.54628,NA
E760_952,0.95473,NA
E311_948,0.9507,NA
E265_808,NA,0.80986
E177_714,NA,0.71529
E931_852,0.85412,NA
E318_89,NA,0.08652
E271_413,0.41247,NA
E800_670,NA,0.67103
E18_17,NA,0.01408
E975_943,NA,0.94567
E651_5,NA,0.00201
E292_822,NA,0.82394
E650_147,0.14487,NA
E492_797,NA,0.79879
E135_534,NA,0.53421
E865_145,0.14286,NA
E744_675,0.67606,NA
E179_263,0.26157,NA
E707_587,NA,0.58753
E216_897,NA,0.8994
E946_599,0.5996,NA
E174_886,0.88833,NA
E493_414,NA,0.41348
E713_521,NA,0.52113
E838_791,NA,0.79276
E755_711,NA,0.71227
E941_288,NA,0.28672
E238_356,0.35513,NA
E84_169,0.167,NA
E974_566,0.5664,NA
E125_158,0.15594,NA
E449_560,0.56036,NA
E192_959,0.96177,NA
E648_344,NA,0.34306
E170_483,0.4829,NA
E927_624,0.62475,NA
E457_382,NA,0.38129
E943_295,NA,0.29376
E847_346,NA,0.34507
E791_413,0.41247,NA
E785_203,0.20121,NA
E354_301,0.2998,NA
E395_417,NA,0.4165
E972_124,0.12173,NA
E134_148,0.14588,NA
E919_433,0.4326,NA
E581_961,NA,0.96378
E394_673,0.67404,NA
E596_450,0.4497,NA
E267_123,0.12072,NA
E222_562,NA,0.56237
E488_4,0.00101,NA
E642_183,NA,0.18109
E400_57,NA,0.05433
E145_675,0.67606,NA
E816_235,NA,0.2334
E985_861,0.86318,NA
E942_70,NA,0.0674
E255_60,NA,0.05734
E605_602,0.60262,NA
E716_936,NA,0.93863
E360_932,NA,0.93461
E416_62,NA,0.05936
E805_650,NA,0.65091
E629_521,0.52113,NA
E958_845,NA,0.84708
E925_865,NA,0.8672
E164_331,NA,0.32998
E433_707,0.70825,NA
E644_220,0.21831,NA
E809_299,0.29779,NA
E28_507,NA,0.50704
E94_423,0.42254,NA
E348_806,NA,0.80785
E681_373,0.37223,NA
E102_356,0.35513,NA
E851_643,0.64386,NA
E463_372,0.37123,NA
E83_300,0.29879,NA
E804_467,NA,0.4668
E44_622,NA,0.62274
E879_44,0.04125,NA
E232_944,0.94668,NA
E231_436,0.43561,NA
E962_182,NA,0.18008
E107_778,NA,0.77968
E789_89,0.08652,NA
E913_874,0.87626,NA
E317_583,0.5835,NA
E514_58,NA,0.05533
E172_398,0.39738,NA
E86_175,NA,0.17304
E588_554,NA,0.55433
E132_635,0.63581,NA
E656_883,0.88531,NA
E899_519,NA,0.51911
E197_865,NA,0.8672
E244_411,NA,0.41046
E64_205,0.20322,NA
E24_69,0.0664,NA
E269_215,NA,0.21328
E881_906,0.90845,NA
E520_809,NA,0.81087
E621_645,0.64588,NA
E778_643,0.64386,NA
E49_918,NA,0.92052
E138_126,NA,0.12374
E921_521,0.52113,NA
E930_86,NA,0.0835
E402_561,0.56137,NA
E258_549,0.5493,NA
E469_288,0.28672,NA
E273_867,0.86922,NA
E978_84,NA,0.08149
E67_211,NA,0.20926
E529_294,0.29276,NA
E814_59,NA,0.05634
E460_132,0.12978,NA
E652_21,NA,0.01811
E65_803,NA,0.80483
E552_895,0.89738,NA
E798_693,NA,0.69416
E123_777,0.77867,NA
E772_581,0.58149,NA
E620_709,0.71026,NA
E672_496,0.49598,NA
E543_974,0.97686,NA
E844_524,0.52414,NA
E21_446,NA,0.44567
E747_808,NA,0.80986
E733_524,0.52414,NA
E372_800,0.80181,NA
E706_784,NA,0.78571
E142_312,0.31087,NA
E705_264,0.26258,NA
E195_23,NA,0.02012
E822_500,NA,0.5
E70_886,NA,0.88833
E499_23,NA,0.02012
E365_455,0.45473,NA
E641_378,0.37726,NA
E173_628,0.62877,NA
E988_229,NA,0.22736
E207_723,NA,0.72435
E7_120,NA,0.11771
E792_322,0.32093,NA
E655_72,0.06942,NA
E150_776,NA,0.77767
E266_686,0.68712,NA
E746_656,0.65694,NA
E749_724,NA,0.72535
E286_514,0.51408,NA
E239_148,NA,0.14588
E893_827,0.82897,NA
E6_318,NA,0.3169
E127_900,0.90241,NA
E369_882,NA,0.88431
E507_711,NA,0.71227
E839_943,0.94567,NA
E533_942,NA,0.94467
E268_622,0.62274,NA
E176_296,NA,0.29477
E276_861,NA,0.86318
E597_795,0.79678,NA
E199_939,NA,0.94165
E110_513,NA,0.51308
E567_877,0.87928,NA
E750_103,NA,0.1006
E628_837,0.83903,NA
E912_690,NA,0.69115
E41_732,0.7334,NA
E787_43,NA,0.04024
E993_184,0.18209,NA
E384_914,0.9165,NA
E870_941,NA,0.94366
E873_274,NA,0.27264
E754_16,0.01308,NA
E206_652,0.65292,NA
E101_756,0.75755,NA
E144_580,NA,0.58048
E812_902,NA,0.90443
E333_662,NA,0.66298
E951_159,NA,0.15694
E803_646,0.64688,NA
E614_489,0.48893,NA
E350_430,0.42958,NA
E124_817,0.81891,NA
E483_152,0.1499,NA
E201_599,NA,0.5996
E53_437,NA,0.43662
E565_728,NA,0.72938
E779_504,0.50402,NA
E358_644,0.64487,NA
E169_856,0.85815,NA
E58_348,NA,0.34708
E741_354,NA,0.35312
E853_928,NA,0.93058
E636_15,NA,0.01207
E898_361,NA,0.36016
E392_531,NA,0.53119
E284_564,NA,0.56439
E234_110,NA,0.10765
E274_521,0.52113,NA
E162_741,NA,0.74245
E751_331,NA,0.32998
E556_874,0.87626,NA
E813_263,0.26157,NA
E891_45,NA,0.04225
E189_328,NA,0.32696
E209_757,0.75855,NA
E995_318,0.3169,NA
E321_337,NA,0.33602
E139_740,0.74145,NA
E668_555,0.55533,NA
E363_704,0.70523,NA
E731_411,NA,0.41046
E185_252,NA,0.2505
E72_176,NA,0.17404
E801_398,0.39738,NA
E701_993,NA,0.99598
E689_98,NA,0.09557
E678_22,NA,0.01911
E516_741,0.74245,NA
E278_713,NA,0.71429
E595_959,0.96177,NA
E33_827,NA,0.82897
E774_588,NA,0.58853
E419_905,0.90744,NA
E524_46,NA,0.04326
E932_148,NA,0.14588
E907_73,0.07042,NA
E297_359,0.35815,NA
E711_914,0.9165,NA
E300_82,NA,0.07948
E235_188,0.18612,NA
E871_424,NA,0.42354
E281_290,NA,0.28873
E103_394,NA,0.39336
E215_191,0.18913,NA
E204_122,NA,0.11972
E889_84,0.08149,NA
E289_891,0.89336,NA
E55_630,0.63078,NA
E728_483,NA,0.4829
E541_951,NA,0.95372
E718_524,0.52414,NA
E738_658,NA,0.65895
E411_527,NA,0.52716
E386_647,NA,0.64789
E739_203,NA,0.20121
E892_584,0.58451,NA
E949_3,0.0,NA
E97_789,NA,0.79074
E52_329,NA,0.32797
E573_368,0.3672,NA
E89_864,NA,0.8662
E2_161,NA,0.15895
E459_138,0.13581,NA
E534_680,0.68109,NA
E277_871,0.87324,NA
E676_393,0.39235,NA
E105_470,0.46982,NA
E730_714,NA,0.71529
E508_895,NA,0.89738
E687_532,NA,0.53219
E601_939,0.94165,NA
E976_224,0.22233,NA
E742_54,0.05131,NA
E517_120,0.11771,NA
E351_961,0.96378,NA
E314_216,NA,0.21429
E117_583,0.5835,NA
E497_948,NA,0.9507
E233_191,0.18913,NA
E539_616,NA,0.6167
E846_583,NA,0.5835
E51_617,NA,0.61771
E22_929,NA,0.93159
E589_930,NA,0.9326
E485_336,NA,0.33501
E852_37,NA,0.03421
E36_70,0.0674,NA
E285_820,NA,0.82193
E220_14,NA,0.01107
E66_205,NA,0.20322
E938_974,0.97686,NA
E295_949,0.95171,NA
E895_299,NA,0.29779
E854_679,NA,0.68008
E615_508,0.50805,NA
E682_176,NA,0.17404
E659_748,0.7495,NA
E673_97,0.09457,NA
E8_499,0.49899,NA
E410_50,NA,0.04728
E156_943,0.94567,NA
E654_865,0.8672,NA
E68_659,0.65996,NA
E334_511,NA,0.51107
E568_528,0.52817,NA
E272_500,NA,0.5
E168_364,0.36318,NA
E109_533,NA,0.5332
E632_985,0.98793,NA
E375_985,NA,0.98793
E901_149,NA,0.14688
E726_996,NA,0.99899
E831_907,0.90946,NA
E290_201,0.1992,NA
E890_404,NA,0.40342
E669_384,NA,0.3833
E34_811,NA,0.81288
E96_949,NA,0.95171
E368_104,NA,0.10161
E166_261,0.25956,NA
E426_634,NA,0.63481
E923_637,NA,0.63783
E477_852,0.85412,NA
E540_195,NA,0.19316
E119_237,NA,0.23541
E719_599,0.5996,NA
E670_357,0.35614,NA
E159_203,NA,0.20121
E592_265,NA,0.26358
E130_231,0.22938,NA
E603_839,0.84105,NA
E225_190,0.18813,NA
E143_827,NA,0.82897
E849_881,NA,0.8833
E242_644,NA,0.64487
E213_355,NA,0.35412
E230_295,NA,0.29376
E236_465,NA,0.46479
E329_920,0.92254,NA
E313_771,0.77264,NA
E316_260,NA,0.25855
E78_444,0.44366,NA
E362_879,0.88129,NA
E397_360,NA,0.35915
E830_695,NA,0.69618
E128_459,NA,0.45875
E558_850,0.85211,NA
E481_490,NA,0.48994
E31_81,0.07847,NA
E721_833,0.83501,NA
E686_85,0.08249,NA
E473_208,NA,0.20624
E971_58,NA,0.05533
E825_530,NA,0.53018
E379_693,0.69416,NA
E983_611,NA,0.61167
E343_58,0.05533,NA
E635_333,0.33199,NA
E625_596,0.59658,NA
E795_420,NA,0.41952
E590_666,NA,0.667
E121_428,0.42757,NA
E858_717,0.71831,NA
E39_862,NA,0.86419
E857_161,0.15895,NA
E476_122,0.11972,NA
E371_952,0.95473,NA
E920_667,0.66801,NA
E693_290,0.28873,NA
E345_491,0.49095,NA
E157_7,0.00402,NA
E874_799,0.8008,NA
E203_119,0.1167,NA
E611_194,0.19215,NA
E647_976,NA,0.97887
E855_732,0.7334,NA
E952_101,NA,0.09859
E357_69,NA,0.0664
E618_8,NA,0.00503
E431_160,0.15795,NA
E955_176,NA,0.17404
E498_659,NA,0.65996
E200_408,0.40744,NA
E777_734,0.73541,NA
E367_631,NA,0.63179
E198_346,0.34507,NA
E45_757,0.75855,NA
E637_803,NA,0.80483
E821_151,NA,0.14889
E472_993,0.99598,NA
E759_978,NA,0.98089
E380_209,NA,0.20724
E19_758,0.75956,NA
E724_816,0.81791,NA
E504_104,0.10161,NA
E619_487,NA,0.48692
E434_409,NA,0.40845
E161_174,NA,0.17203
E819_103,0.1006,NA
E484_750,0.75151,NA
E571_749,0.7505,NA
E435_76,0.07344,NA
E126_301,NA,0.2998
E210_783,0.78471,NA
E480_424,0.42354,NA
E506_734,NA,0.73541
E346_756,0.75755,NA
E528_731,NA,0.73239
E982_835,0.83702,NA
E5_142,0.13984,NA
E441_12,0.00905,NA
E27_846,NA,0.84809
E146_352,0.35111,NA
E910_75,0.07243,NA
E324_644,0.64487,NA
E387_409,NA,0.40845
E679_16,0.01308,NA
E523_974,0.97686,NA
E256_586,0.58652,NA
E863_277,0.27565,NA
E13_895,NA,0.89738
E443_743,0.74447,NA
E404_576,NA,0.57646
E47_402,NA,0.40141
E505_766,0.76761,NA
E554_338,0.33702,NA
E403_373,NA,0.37223
E934_95,0.09256,NA
E282_129,0.12676,NA
E762_112,0.10966,NA
E683_969,NA,0.97183
E606_58,0.05533,NA
E336_665,0.666,NA
E977_355,NA,0.35412
E878_128,NA,0.12575
E999_347,NA,0.34608
E37_834,NA,0.83602
E967_784,0.78571,NA
E253_626,NA,0.62676
E753_588,NA,0.58853
E867_757,0.75855,NA
E908_34,NA,0.03119
E374_910,NA,0.91247
E538_571,0.57143,NA
E769_910,0.91247,NA
E807_135,NA,0.1328
E945_280,0.27867,NA
E279_145,0.14286,NA
E302_694,0.69517,NA
E309_146,NA,0.14386
E337_341,NA,0.34004
E401_777,NA,0.77867
E690_862,NA,0.86419
E966_265,NA,0.26358
E208_105,0.10262,NA
E826_291,0.28974,NA
E640_333,0.33199,NA
E542_532,NA,0.53219
E61_644,0.64487,NA
E495_963,0.96579,NA
E217_628,NA,0.62877
E306_578,0.57847,NA
E390_546,0.54628,NA
E92_622,NA,0.62274
E732_30,NA,0.02716
E330_344,NA,0.34306
E259_911,NA,0.91348
E850_248,0.24648,NA
E165_224,NA,0.22233
E294_823,NA,0.82495
E933_905,NA,0.90744
E9_317,0.3159,NA
E16_442,NA,0.44165
E548_572,NA,0.57243
E262_266,NA,0.26459
E638_184,NA,0.18209
E612_903,0.90543,NA
E663_302,0.3008,NA
E842_202,0.2002,NA
E399_109,NA,0.10664
E845_319,0.31791,NA
E740_701,NA,0.70221
E953_439,NA,0.43863
E106_941,0.94366,NA
E323_993,NA,0.99598
E758_353,0.35211,NA
E450_260,NA,0.25855
E695_802,0.80382,NA
E902_994,0.99698,NA
E906_631,NA,0.63179
E860_550,NA,0.5503
E448_333,0.33199,NA
E561_518,NA,0.51811
E171_34,NA,0.03119
E158_874,NA,0.87626
E956_902,NA,0.90443
E308_956,0.95875,NA
E820_312,0.31087,NA
E63_136,NA,0.1338
E545_331,0.32998,NA
E710_44,NA,0.04125
E924_910,NA,0.91247
E243_108,0.10563,NA
E263_543,0.54326,NA
E980_444,NA,0.44366
E181_619,0.61972,NA
E578_207,NA,0.20523
E287_593,NA,0.59356
E412_122,0.11972,NA
E964_462,NA,0.46177
E585_768,NA,0.76962
E80_244,NA,0.24245
E383_405,0.40443,NA
E553_486,NA,0.48592
E717_660,NA,0.66097
E25_177,NA,0.17505
E896_229,0.22736,NA
E720_74,0.07143,NA
E23_117,NA,0.11469
E770_64,NA,0.06137
E575_896,NA,0.89839
E14_859,NA,0.86117
E319_456,NA,0.45573
E667_608,0.60865,NA
E340_976,0.97887,NA
E458_827,0.82897,NA
E280_479,NA,0.47887
E451_770,NA,0.77163
E797_947,NA,0.9497
E608_922,NA,0.92455
E909_880,0.88229,NA
E113_427,0.42656,NA
E191_359,NA,0.35815
E594_718,NA,0.71932
E767_264,NA,0.26258
E911_438,NA,0.43763
E349_884,NA,0.88632
E406_769,0.77062,NA
E633_91,NA,0.08853
E727_371,0.37022,NA
E786_163,NA,0.16097
E649_664,NA,0.66499
E884_547,NA,0.54728
E658_896,0.89839,NA
E532_610,NA,0.61066
E631_929,0.93159,NA
E38_504,0.50402,NA
E560_995,NA,0.99799
E843_561,NA,0.56137
E886_660,NA,0.66097
E418_701,NA,0.70221
E339_513,NA,0.51308
E627_212,NA,0.21026
E743_212,NA,0.21026
E438_63,NA,0.06036
E439_700,0.70121,NA
E270_529,0.52918,NA
E586_301,NA,0.2998
E226_646,NA,0.64688
E228_319,NA,0.31791
E574_950,NA,0.95272
E183_894,0.89638,NA
E765_818,0.81992,NA
E905_770,0.77163,NA
E366_271,0.26962,NA
E40_925,0.92757,NA
E700_676,NA,0.67706
E430_721,NA,0.72233
E490_980,0.9829,NA
E723_602,0.60262,NA
E85_963,NA,0.96579
E828_810,0.81187,NA
E155_903,NA,0.90543
E32_343,NA,0.34205
E467_554,0.55433,NA
E470_330,NA,0.32897
E194_786,NA,0.78773
E829_798,NA,0.7998
E827_67,NA,0.06439
E748_882,0.88431,NA
E137_244,0.24245,NA
E91_544,NA,0.54427
E903_494,NA,0.49396
E994_348,NA,0.34708
E437_549,0.5493,NA
E149_201,NA,0.1992
E630_256,0.25453,NA
E326_654,NA,0.65493
E160_481,NA,0.48089
E342_953,NA,0.95573
E793_160,NA,0.15795
E960_975,NA,0.97787
E503_118,NA,0.11569
E624_790,0.79175,NA
E491_759,0.76056,NA
E108_137,0.13481,NA
E35_64,0.06137,NA
E122_506,NA,0.50604
E312_635,NA,0.63581
E93_678,NA,0.67907
E241_561,NA,0.56137
E549_73,NA,0.07042
E214_977,0.97988,NA
E697_32,NA,0.02918
E939_83,0.08048,NA
E664_266,NA,0.26459
E12_685,NA,0.68612
E407_568,NA,0.56841
E328_58,0.05533,NA
E527_150,0.14789,NA
E947_605,NA,0.60563
E572_836,0.83803,NA
E440_482,0.48189,NA
E547_896,NA,0.89839
E288_771,NA,0.77264
E725_738,NA,0.73944
E525_295,0.29376,NA
E98_237,0.23541,NA
E408_485,0.48491,NA
E305_463,NA,0.46278
E82_678,NA,0.67907
E841_189,NA,0.18712
E500_786,NA,0.78773
E114_768,NA,0.76962
E861_847,0.84909,NA
E513_212,0.21026,NA
E675_131,0.12877,NA
E763_928,0.93058,NA
E616_14,NA,0.01107
E512_782,0.7837,NA
E260_857,NA,0.85915
E869_616,0.6167,NA
E660_585,0.58551,NA
E325_843,NA,0.84507
E634_765,0.7666,NA
E530_971,NA,0.97384
E580_305,NA,0.30382
E745_356,0.35513,NA
E773_681,0.68209,NA
E876_903,0.90543,NA
E48_639,0.63984,NA
E709_436,0.43561,NA
E582_556,NA,0.55634
E56_115,0.11268,NA
E502_824,NA,0.82596
E359_680,NA,0.68109
E766_979,0.98189,NA
E936_996,0.99899,NA
E883_798,NA,0.7998
E11_771,NA,0.77264
E736_305,0.30382,NA
E1_708,NA,0.70926
E182_745,NA,0.74648
E62_991,NA,0.99396
E303_327,NA,0.32596
E335_273,0.27163,NA
E331_507,NA,0.50704
E10_728,0.72938,NA
E680_239,0.23742,NA
E617_142,0.13984,NA
E99_795,0.79678,NA
E57_913,NA,0.91549
E120_6,0.00302,NA
E151_936,NA,0.93863
E702_235,0.2334,NA
E413_166,0.16398,NA
E140_360,0.35915,NA
E781_728,NA,0.72938
E948_745,NA,0.74648
E824_138,0.13581,NA
E442_778,NA,0.77968
E427_619,NA,0.61972
E704_130,NA,0.12777
E537_347,0.34608,NA
E452_396,0.39537,NA
E815_548,0.54829,NA
E555_298,NA,0.29678
E54_55,0.05231,NA
E3_248,NA,0.24648
E211_802,NA,0.80382
E965_946,0.94869,NA
E464_736,0.73742,NA
E90_270,NA,0.26861
E609_292,NA,0.29074
E275_402,NA,0.40141
E509_839,0.84105,NA
E990_634,NA,0.63481
E184_583,NA,0.5835
E29_41,0.03823,NA
E167_155,NA,0.15292
E26_84,NA,0.08149
E196_544,NA,0.54427
E694_436,NA,0.43561
E587_590,NA,0.59054
E422_953,0.95573,NA
E752_606,0.60664,NA
E944_15,0.01207,NA
E665_917,0.91952,NA
E141_969,NA,0.97183
E699_789,0.79074,NA
E928_841,0.84306,NA
E414_864,NA,0.8662
E935_391,0.39034,NA
E626_411,0.41046,NA
E409_80,NA,0.07746
E729_290,0.28873,NA
