,Klf7,Fev,Nr5a2,Pbx1,Atf3,Creb1,Foxo3,Arid5b,Tcf3,Nfic,Nfyb,Hmga2,Hsf2,Ddit3,Meis1,Stat3,Patz1,Xbp1,Trp53,Hnf1b,Sox9,Hbp1,Etv1,Yy1,Isl1,Irx2,Vdr,Srebf2,Sp1,Bbx,Hes1,Zfp148,Ets2,Satb1,Pknox1,Crem,Nr3c1,Zeb1,Gata6,Tcf4,Rfx3,Mxi1,Tcf7l2,Lmx1b,Pbx3,Nr6a1,Nr4a2,Neurod1,Ehf,Meis2,Gabpb1,Ovol2,Nkx2-2,E2f1,Nfatc2,Pax6,Gabpb2,Foxo1,Plag1,Nfib,Bach2,Nfia,Mnx1,Nkx6-1,Pdx1,Pax4,Foxp1,Sox5,Nrf1,Foxa3,Fosb,Usf2,Mef2a,Zfp143,Nr2f6,Nfix,Cbfb,Zfhx3,Tcf12,Arx
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5091373,0.0,0.0,1.0157427,0.0,1.0157427,1.0157427,0.0,1.0157427,0.0,0.0,0.0,1.0157427,0.0,0.0,0.0,1.0157427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5091373,0.0,0.0,0.0,0.0,0.0,1.5091373,1.0157427,0.0,0.0,0.0,0.0,0.0,0.0,1.0157427,0.0,1.0157427,0.0,0.0,0.0,0.0,0.0,1.5091373,0.0,0.0,0.0,0.0,1.0157427,1.0157427,1.0157427,0.0
25,1.540755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7987247,0.0,0.0,1.2370427,0.0,0.0,1.2370427,0.0,0.7987247,0.0,0.0,0.0,0.0,0.0,0.0,0.7987247,0.0,0.0,0.0,1.2370427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.540755,0.0,0.0,0.0,0.0,0.0,0.7987247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7987247,1.773395,0.0,0.0,0.0,0.0,0.7987247,0.0,0.0,0.7987247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.4799323,0.8028667,0.0,0.4799323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799323,0.0,0.0,0.0,0.0,0.0,0.4799323,0.4799323,0.0,0.0,0.4799323,0.0,0.0,2.1980627,1.2423836,0.0,0.0,0.0,0.8028667,0.4799323,0.0,0.4799323,0.4799323,0.4799323,0.0,0.0,0.0,0.0,0.4799323,0.0,0.0,0.0,0.4799323,0.0,0.0,0.0,0.0,0.0,2.1980627,0.0,0.0,0.4799323,0.4799323,0.0,1.0465801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4799323,0.4799323,0.0,0.0,0.0,0.4799323,0.0,0.4799323,0.0,0.0,0.0,0.4799323,0.0,0.0,0.0,0.0,0.0
27,0.4888512,0.81575596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81575596,0.0,0.0,0.0,0.4888512,0.0,0.0,2.1477196,0.0,0.0,0.0,0.0,1.0617154,0.0,0.0,0.4888512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7989894,0.0,0.0,0.0,0.0,0.0,1.2589632,0.0,0.81575596,0.0,0.0,0.0,0.0,0.0,1.7989894,1.4236408,0.0,0.0,0.0,0.0,0.0,0.0,0.81575596,0.0,0.0,0.0,0.0,0.4888512,0.4888512,0.0,0.0
28,0.3910887,0.3910887,0.0,0.0,0.0,0.3910887,0.0,0.0,0.0,0.0,0.3910887,0.3910887,0.0,0.0,0.0,0.0,0.0,0.67150426,0.0,0.0,0.3910887,0.3910887,0.0,0.3910887,1.9085162,0.0,0.0,0.0,0.0,0.0,0.0,0.3910887,0.67150426,0.0,0.0,0.0,0.3910887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3910887,0.0,0.67150426,0.0,0.0,0.0,0.0,0.0,1.8348966,0.0,0.0,0.0,0.0,0.0,0.0,0.3910887,1.2216992,1.0696497,0.0,0.3910887,0.0,0.0,0.0,0.0,0.3910887,0.0,0.0,0.3910887,0.0,0.0,0.0,0.0,0.0
29,0.0,1.1282251,0.0,0.0,0.7154386,0.0,0.7154386,0.0,0.0,0.0,0.7154386,0.0,0.0,0.0,0.0,0.0,0.0,0.7154386,0.0,0.0,0.0,0.0,0.0,0.7154386,2.4380627,1.1282251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7154386,0.0,0.0,0.7154386,0.0,0.7154386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9838251,0.0,0.0,0.0,0.0,0.7154386,1.1282251,0.0,1.1282251,0.0,0.0,0.0,0.0,0.0,0.0,0.7154386,0.0,0.0,0.0,0.0,0.0,0.0,0.7154386,0.0,0.0,0.7154386,0.0,0.0,0.0,0.0,1.4195478
30,0.0,0.0,0.0,0.0,0.0,0.0,0.5275328,0.0,0.8710807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5275328,0.5275328,0.5275328,0.0,0.5275328,0.0,0.0,0.5275328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5275328,0.0,0.0,0.0,0.0,0.5275328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5275328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5275328,0.0,0.5275328,0.8710807,0.5275328,0.0,0.8710807,0.0,1.1263045,0.0,0.0,0.0,0.8710807,0.5275328,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7741151,0.0,0.7741151,0.0,0.0,0.0,0.0,0.7741151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7741151,0.0,0.0,0.7741151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7741151,0.0,0.0,1.2051754,0.7741151,0.0,0.0,1.2051754,0.0,1.5054135,0.0,0.0,0.0,1.2051754,0.0,1.2051754,0.0,0.0,0.7741151,0.0,0.7741151,0.0,0.0,0.0
32,0.0,1.9751704,0.0,0.0,0.0,0.80717623,0.0,0.0,0.80717623,0.0,1.5528058,0.0,0.80717623,0.0,0.80717623,1.5528058,0.80717623,0.80717623,0.0,0.0,0.0,0.80717623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80717623,0.0,0.0,0.0,0.80717623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80717623,0.80717623,0.0,0.0,0.80717623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7861233,0.0,0.80717623,0.0,0.0,0.0,0.80717623,0.0,1.2479339,0.0,0.0,1.7861233,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.60894656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60894656,0.0,0.60894656,0.60894656,0.0,0.0,2.1455152,0.0,0.0,0.60894656,0.0,0.98469204,0.0,0.0,0.60894656,0.0,0.0,0.98469204,0.60894656,0.0,0.60894656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60894656,1.9270848,0.0,0.0,0.0,0.0,0.0,1.2571764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60894656,0.0,0.0,0.60894656,0.0,0.60894656,0.0,0.60894656,0.0,0.0,0.98469204,0.60894656,0.0,0.0
34,0.60813296,1.6457684,0.60813296,0.0,0.0,0.0,0.0,0.0,0.60813296,0.0,0.98357433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60813296,0.0,0.0,0.60813296,0.0,0.98357433,2.7767036,0.98357433,0.0,0.0,0.0,0.98357433,0.0,0.0,0.0,0.0,0.0,0.0,0.60813296,0.0,0.0,0.60813296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7954179,0.98357433,0.0,0.0,0.0,0.0,1.4697145,0.0,0.98357433,0.0,0.0,0.0,0.60813296,0.0,0.60813296,0.60813296,0.0,0.0,0.0,0.98357433,0.0,0.0,0.60813296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9255601
35,0.98702914,0.98702914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61064863,0.0,0.0,0.0,0.0,0.98702914,0.0,0.98702914,0.0,0.0,0.0,0.0,0.0,0.0,1.6502204,0.98702914,0.0,0.0,0.0,0.98702914,0.0,0.61064863,0.61064863,0.0,0.61064863,0.0,0.0,0.0,0.0,0.61064863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98702914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61064863,0.98702914,1.4739622,0.0,0.61064863,0.0,0.0,0.0,0.0,1.4739622,0.61064863,0.0,0.0,0.0,0.0,0.98702914,0.0,0.98702914
