,PseudoTime1,PseudoTime2,PseudoTime3
E212_126,NA,NA,0.15617
E463_397,NA,0.49748,NA
E317_22,0.02519,NA,NA
E509_529,NA,NA,0.66373
E457_745,NA,0.93577,NA
E376_386,NA,0.48363,NA
E938_25,0.02897,NA,NA
E179_487,0.61083,NA,NA
E913_730,0.91688,NA,NA
E710_408,NA,0.51134,NA
E311_40,NA,NA,0.04786
E785_489,NA,NA,0.61335
E962_434,NA,0.54408,NA
E6_217,NA,0.27078,NA
E116_409,0.51259,NA,NA
E975_138,NA,NA,0.17128
E890_429,NA,NA,0.53778
E597_520,NA,0.65239,NA
E451_250,NA,NA,0.31234
E647_559,0.70151,NA,NA
E854_110,NA,0.13602,NA
E596_560,NA,0.70277,NA
E140_673,NA,0.84509,NA
E29_115,0.14232,NA,NA
E210_663,NA,NA,0.83249
E587_270,0.33753,NA,NA
E834_88,NA,0.10831,NA
E973_713,0.89547,NA,NA
E365_455,0.57053,NA,NA
E13_700,0.87909,NA,NA
E554_540,NA,NA,0.67758
E195_391,0.48992,NA,NA
E713_413,NA,NA,0.51763
E536_465,NA,0.58312,NA
E496_310,NA,NA,0.38791
E456_226,NA,0.28212,NA
E911_186,NA,0.23174,NA
E584_565,NA,0.70907,NA
E796_562,NA,0.70529,NA
E690_508,NA,0.63728,NA
E641_366,NA,NA,0.45844
E754_447,NA,0.56045,NA
E608_659,NA,NA,0.82746
E893_594,NA,0.74559,NA
E634_513,NA,0.64358,NA
E77_277,0.34635,NA,NA
E433_248,NA,NA,0.30982
E752_262,0.32746,NA,NA
E613_460,NA,NA,0.57683
E263_148,0.18388,NA,NA
E833_609,0.76448,NA,NA
E66_675,NA,0.84761,NA
E684_740,0.92947,NA,NA
E847_454,NA,NA,0.56927
E926_110,NA,NA,0.13602
E786_571,NA,0.71662,NA
E683_366,NA,0.45844,NA
E22_665,NA,NA,0.83501
E948_353,NA,NA,0.44207
E170_550,0.69018,NA,NA
E144_668,NA,NA,0.83879
E724_487,NA,0.61083,NA
E485_665,NA,NA,0.83501
E357_84,NA,NA,0.10327
E471_305,0.38161,NA,NA
E17_256,0.3199,NA,NA
E505_706,NA,NA,0.88665
E824_8,NA,NA,0.00756
E386_522,NA,0.65491,NA
E128_714,NA,0.89673,NA
E421_435,NA,0.54534,NA
E604_376,0.47103,NA,NA
E729_502,NA,0.62972,NA
E244_23,NA,NA,0.02645
E818_278,0.34761,NA,NA
E74_725,NA,0.91058,NA
E448_161,NA,NA,0.20025
E127_12,NA,NA,0.01259
E628_492,NA,0.61713,NA
E919_445,0.55793,NA,NA
E297_29,0.03401,NA,NA
E602_216,0.26952,NA,NA
E987_283,0.3539,NA,NA
E266_211,NA,NA,0.26322
E717_610,NA,NA,0.76574
E14_400,NA,NA,0.50126
E542_666,0.83627,NA,NA
E793_702,NA,NA,0.88161
E636_641,0.80479,NA,NA
E10_575,0.72166,NA,NA
E809_794,NA,0.99748,NA
E920_20,NA,0.02267,NA
E267_213,NA,0.26574,NA
E129_151,NA,NA,0.18766
E660_581,NA,NA,0.72922
E706_460,NA,NA,0.57683
E47_370,NA,NA,0.46348
E615_318,NA,NA,0.39798
E648_654,NA,0.82116,NA
E528_714,NA,0.89673,NA
E559_317,0.39673,NA,NA
E25_462,0.57935,NA,NA
E673_687,0.86272,NA,NA
E741_240,NA,0.29975,NA
E963_453,NA,NA,0.56801
E486_40,NA,NA,0.04786
E97_478,NA,NA,0.5995
E23_724,NA,0.90932,NA
E192_449,NA,NA,0.56297
E501_551,0.69144,NA,NA
E765_535,NA,0.67128,NA
E514_469,0.58816,NA,NA
E657_591,NA,NA,0.74181
E940_595,NA,NA,0.74685
E623_437,NA,NA,0.54786
E544_543,NA,0.68136,NA
E221_666,NA,0.83627,NA
E538_161,NA,NA,0.20025
E348_91,NA,0.11209,NA
E621_685,0.8602,NA,NA
E638_258,NA,0.32242,NA
E219_632,0.79345,NA,NA
E495_353,NA,0.44207,NA
E474_212,0.26448,NA,NA
E669_3,0.00126,NA,NA
E79_696,NA,NA,0.87406
E158_388,NA,0.48615,NA
E986_228,NA,NA,0.28463
E982_352,NA,NA,0.44081
E541_55,NA,0.06675,NA
E876_162,NA,NA,0.20151
E792_623,0.78212,NA,NA
E65_526,0.65995,NA,NA
E837_476,NA,0.59698,NA
E468_272,NA,NA,0.34005
E149_80,NA,NA,0.09824
E186_145,NA,NA,0.1801
E624_357,NA,0.4471,NA
E80_314,NA,0.39295,NA
E253_330,NA,0.4131,NA
E359_629,0.78967,NA,NA
E798_766,0.96222,NA,NA
E251_303,NA,NA,0.37909
E990_63,NA,0.07683,NA
E410_294,0.36776,NA,NA
E490_412,NA,0.51637,NA
E190_311,0.38917,NA,NA
E566_70,0.08564,NA,NA
E499_192,NA,0.23929,NA
E363_610,NA,0.76574,NA
E841_100,NA,0.12343,NA
E373_73,0.08942,NA,NA
E302_69,0.08438,NA,NA
E974_313,NA,0.39169,NA
E527_333,NA,0.41688,NA
E862_46,0.05542,NA,NA
E166_35,0.04156,NA,NA
E661_76,0.0932,NA,NA
E194_278,NA,NA,0.34761
E404_637,NA,NA,0.79975
E961_733,NA,0.92065,NA
E444_422,0.52897,NA,NA
E855_520,NA,NA,0.65239
E260_671,NA,0.84257,NA
E997_733,NA,NA,0.92065
E31_633,NA,0.79471,NA
E732_397,NA,NA,0.49748
E550_37,NA,NA,0.04408
E0_764,NA,0.9597,NA
E619_390,NA,0.48866,NA
E173_239,NA,0.29849,NA
E694_570,NA,NA,0.71537
E688_428,NA,0.53652,NA
E653_209,NA,0.26071,NA
E519_514,NA,0.64484,NA
E150_785,0.98615,NA,NA
E231_316,0.39547,NA,NA
E599_764,NA,NA,0.9597
E633_735,NA,0.92317,NA
E475_276,NA,0.34509,NA
E300_590,NA,0.74055,NA
E747_327,NA,NA,0.40932
E995_418,0.52393,NA,NA
E953_301,NA,NA,0.37657
E374_351,NA,NA,0.43955
E379_315,NA,0.39421,NA
E355_193,0.24055,NA,NA
E709_245,0.30605,NA,NA
E381_673,NA,NA,0.84509
E819_758,0.95214,NA,NA
E314_47,NA,NA,0.05668
E316_652,0.81864,NA,NA
E593_719,NA,0.90302,NA
E437_588,0.73804,NA,NA
E33_390,NA,0.48866,NA
E313_390,NA,NA,0.48866
E829_494,NA,NA,0.61965
E511_370,0.46348,NA,NA
E435_519,NA,0.65113,NA
E130_187,NA,NA,0.233
E395_78,NA,NA,0.09572
E693_271,NA,NA,0.33879
E960_35,NA,NA,0.04156
E781_189,NA,0.23552,NA
E178_47,0.05668,NA,NA
E860_86,NA,0.10579,NA
E529_268,0.33501,NA,NA
E563_500,NA,NA,0.6272
E248_232,0.28967,NA,NA
E722_522,0.65491,NA,NA
E315_390,0.48866,NA,NA
E489_179,0.22292,NA,NA
E502_527,NA,0.66121,NA
E674_221,NA,NA,0.27582
E999_374,NA,0.46851,NA
E427_343,NA,NA,0.42947
E11_612,NA,0.76826,NA
E44_13,0.01385,NA,NA
E912_567,0.71159,NA,NA
E976_304,NA,NA,0.38035
E873_154,0.19144,NA,NA
E907_292,NA,NA,0.36524
E667_735,0.92317,NA,NA
E947_75,0.09194,NA,NA
E438_635,NA,NA,0.79723
E859_297,NA,NA,0.37154
E28_740,NA,NA,0.92947
E329_779,0.97859,NA,NA
E594_640,NA,NA,0.80353
E840_698,NA,0.87657,NA
E120_118,0.1461,NA,NA
E743_559,NA,0.70151,NA
E790_601,0.75441,NA,NA
E778_347,NA,NA,0.43451
E2_138,0.17128,NA,NA
E821_479,NA,0.60076,NA
E157_43,NA,0.05164,NA
E762_16,NA,0.01763,NA
E73_628,NA,0.78841,NA
E118_650,0.81612,NA,NA
E442_202,NA,0.25189,NA
E561_568,NA,NA,0.71285
E857_380,0.47607,NA,NA
E233_121,0.14987,NA,NA
E795_319,NA,0.39924,NA
E275_365,0.45718,NA,NA
E631_742,NA,NA,0.93199
E811_505,NA,0.6335,NA
E477_225,0.28086,NA,NA
E573_308,0.38539,NA,NA
E626_2,0.0,NA,NA
E731_505,NA,NA,0.6335
E48_792,0.99496,NA,NA
E259_431,NA,NA,0.5403
E712_693,NA,0.87028,NA
E582_298,NA,NA,0.3728
E76_781,0.98111,NA,NA
E262_270,0.33753,NA,NA
E993_234,NA,0.29219,NA
E114_664,NA,0.83375,NA
E652_739,NA,NA,0.92821
E104_81,NA,0.0995,NA
E548_136,0.16877,NA,NA
E276_468,NA,0.5869,NA
E799_340,NA,NA,0.42569
E340_419,0.52519,NA,NA
E100_309,NA,NA,0.38665
E52_448,NA,NA,0.56171
E7_642,0.80605,NA,NA
E53_793,NA,NA,0.99622
E308_295,NA,NA,0.36902
E181_255,NA,NA,0.31864
E665_333,NA,NA,0.41688
E70_183,0.22796,NA,NA
E147_564,NA,0.70781,NA
E132_34,NA,0.0403,NA
E57_114,0.14106,NA,NA
E84_388,NA,NA,0.48615
E299_641,NA,NA,0.80479
E375_34,0.0403,NA,NA
E397_346,NA,0.43325,NA
E513_486,0.60957,NA,NA
E933_721,NA,0.90554,NA
E372_603,NA,NA,0.75693
E603_564,NA,0.70781,NA
E782_333,0.41688,NA,NA
E569_491,NA,0.61587,NA
E49_774,NA,0.97229,NA
E67_754,NA,NA,0.9471
E971_777,0.97607,NA,NA
E245_773,NA,0.97103,NA
E227_603,0.75693,NA,NA
E575_285,NA,0.35642,NA
E979_666,NA,NA,0.83627
E371_333,NA,NA,0.41688
E981_356,NA,0.44584,NA
E678_233,0.29093,NA,NA
E766_393,NA,NA,0.49244
E789_160,NA,NA,0.19899
E879_727,0.9131,NA,NA
E271_737,NA,0.92569,NA
E916_711,NA,0.89295,NA
E917_302,0.37783,NA,NA
E492_549,0.68892,NA,NA
E865_549,NA,0.68892,NA
E323_748,0.93955,NA,NA
E849_492,NA,0.61713,NA
E646_412,NA,0.51637,NA
E491_731,0.91814,NA,NA
E383_123,NA,0.15239,NA
E576_729,0.91562,NA,NA
E545_452,NA,NA,0.56675
E600_795,0.99874,NA,NA
E483_596,NA,NA,0.74811
E956_728,0.91436,NA,NA
E429_304,NA,NA,0.38035
E520_164,NA,0.20403,NA
E733_539,NA,NA,0.67632
E524_184,0.22922,NA,NA
E246_220,0.27456,NA,NA
E265_121,0.14987,NA,NA
E339_245,NA,NA,0.30605
E305_627,NA,0.78715,NA
E867_436,NA,NA,0.5466
E234_749,NA,0.94081,NA
E877_75,0.09194,NA,NA
E16_63,NA,NA,0.07683
E361_745,NA,0.93577,NA
E725_578,0.72544,NA,NA
E78_377,0.47229,NA,NA
E942_225,NA,0.28086,NA
E334_415,NA,NA,0.52015
E338_498,NA,0.62469,NA
E39_272,0.34005,NA,NA
E720_478,0.5995,NA,NA
E745_149,NA,NA,0.18514
E209_499,NA,0.62594,NA
E680_325,0.4068,NA,NA
E261_436,NA,0.5466,NA
E892_139,NA,NA,0.17254
E188_213,NA,NA,0.26574
E62_70,0.08564,NA,NA
E478_512,0.64232,NA,NA
E635_531,NA,0.66625,NA
E187_678,0.85139,NA,NA
E618_390,NA,0.48866,NA
E332_573,0.71914,NA,NA
E326_792,NA,0.99496,NA
E257_100,0.12343,NA,NA
E881_711,0.89295,NA,NA
E759_423,0.53023,NA,NA
E601_680,0.8539,NA,NA
E735_388,NA,0.48615,NA
E682_194,NA,0.24181,NA
E254_66,NA,0.0806,NA
E91_606,0.76071,NA,NA
E285_592,0.74307,NA,NA
E958_325,NA,0.4068,NA
E918_399,NA,NA,0.5
E159_89,NA,0.10957,NA
E401_20,NA,NA,0.02267
E914_735,0.92317,NA,NA
E307_282,NA,NA,0.35264
E537_24,0.02771,NA,NA
E535_86,0.10579,NA,NA
E773_772,NA,NA,0.96977
E763_650,NA,0.81612,NA
E830_794,NA,0.99748,NA
E526_462,NA,0.57935,NA
E964_381,0.47733,NA,NA
E715_41,NA,0.04912,NA
E904_402,NA,0.50378,NA
E658_326,NA,0.40806,NA
E205_416,NA,0.52141,NA
E286_624,0.78338,NA,NA
E494_584,0.733,NA,NA
E825_367,NA,0.4597,NA
E716_529,NA,NA,0.66373
E270_782,NA,NA,0.98237
E20_185,NA,NA,0.23048
E905_643,NA,0.8073,NA
E891_655,NA,NA,0.82242
E883_185,NA,NA,0.23048
E957_409,NA,0.51259,NA
E204_485,NA,NA,0.60831
E484_292,NA,0.36524,NA
E206_647,NA,NA,0.81234
E868_378,0.47355,NA,NA
E321_459,0.57557,NA,NA
E68_429,0.53778,NA,NA
E598_153,0.19018,NA,NA
E875_219,NA,NA,0.2733
E137_639,NA,0.80227,NA
E301_92,0.11335,NA,NA
E310_420,NA,0.52645,NA
E450_706,0.88665,NA,NA
E51_14,NA,0.01511,NA
E577_549,0.68892,NA,NA
E403_701,0.88035,NA,NA
E885_454,NA,NA,0.56927
E235_272,NA,0.34005,NA
E8_102,0.12594,NA,NA
E700_479,0.60076,NA,NA
E473_572,0.71788,NA,NA
E564_181,0.22544,NA,NA
E787_131,0.16247,NA,NA
E889_437,NA,NA,0.54786
E791_690,0.8665,NA,NA
E813_96,NA,NA,0.11839
E111_568,0.71285,NA,NA
E45_542,NA,NA,0.6801
E353_149,NA,NA,0.18514
E671_370,0.46348,NA,NA
E805_321,NA,0.40176,NA
E650_69,0.08438,NA,NA
E273_419,NA,0.52519,NA
E350_527,NA,NA,0.66121
E984_620,NA,NA,0.77834
E237_762,0.95718,NA,NA
E666_342,NA,0.42821,NA
E614_675,NA,0.84761,NA
E625_183,NA,0.22796,NA
E322_740,NA,0.92947,NA
E409_770,0.96725,NA,NA
E823_125,0.15491,NA,NA
E629_177,NA,NA,0.2204
E161_462,0.57935,NA,NA
E439_599,NA,0.75189,NA
E387_740,NA,NA,0.92947
E770_449,NA,NA,0.56297
E906_46,0.05542,NA,NA
E901_30,NA,NA,0.03526
E814_171,NA,NA,0.21285
E384_216,NA,NA,0.26952
E327_733,NA,NA,0.92065
E224_255,0.31864,NA,NA
E108_430,NA,0.53904,NA
E362_253,0.31612,NA,NA
E546_231,0.28841,NA,NA
E884_38,NA,NA,0.04534
E941_619,NA,NA,0.77708
E230_572,0.71788,NA,NA
E107_340,NA,0.42569,NA
E988_155,0.1927,NA,NA
E909_476,NA,NA,0.59698
E606_29,0.03401,NA,NA
E82_373,NA,0.46725,NA
E106_359,0.44962,NA,NA
E894_541,0.67884,NA,NA
E238_635,0.79723,NA,NA
E63_500,NA,0.6272,NA
E727_592,NA,0.74307,NA
E939_159,0.19773,NA,NA
E393_381,0.47733,NA,NA
E689_131,NA,0.16247,NA
E740_609,NA,NA,0.76448
E160_219,NA,0.2733,NA
E134_361,NA,NA,0.45214
E887_620,0.77834,NA,NA
E677_75,0.09194,NA,NA
E761_189,NA,0.23552,NA
E183_747,NA,NA,0.93829
E522_212,NA,0.26448,NA
E95_259,NA,0.32368,NA
E99_254,NA,0.31738,NA
E5_713,0.89547,NA,NA
E980_30,NA,NA,0.03526
E345_596,NA,0.74811,NA
E534_555,NA,NA,0.69647
E418_492,NA,0.61713,NA
E142_178,0.22166,NA,NA
E702_11,NA,NA,0.01134
E968_681,0.85516,NA,NA
E414_134,0.16625,NA,NA
E842_468,NA,NA,0.5869
E921_609,0.76448,NA,NA
E908_59,NA,0.07179,NA
E863_505,NA,NA,0.6335
E764_318,NA,0.39798,NA
E589_83,NA,NA,0.10202
E255_169,0.21033,NA,NA
E156_362,0.4534,NA,NA
E903_87,0.10705,NA,NA
E549_86,0.10579,NA,NA
E570_438,NA,NA,0.54912
E440_278,0.34761,NA,NA
E512_737,0.92569,NA,NA
E935_355,0.44458,NA,NA
E675_619,NA,NA,0.77708
E510_178,NA,NA,0.22166
E207_480,NA,NA,0.60202
E391_345,NA,0.43199,NA
E788_196,NA,NA,0.24433
E92_108,NA,0.1335,NA
E783_786,NA,0.98741,NA
E182_409,NA,NA,0.51259
E38_328,NA,0.41058,NA
E56_184,0.22922,NA,NA
E679_791,NA,0.9937,NA
E753_304,0.38035,NA,NA
E416_760,0.95466,NA,NA
E423_673,0.84509,NA,NA
E567_219,NA,NA,0.2733
E507_141,0.17506,NA,NA
E446_491,NA,NA,0.61587
E896_632,NA,NA,0.79345
E306_640,NA,NA,0.80353
E950_529,NA,0.66373,NA
E612_626,NA,0.78589,NA
E360_107,0.13224,NA,NA
E278_444,0.55668,NA,NA
E292_4,NA,NA,0.00252
E264_651,0.81738,NA,NA
E71_724,0.90932,NA,NA
E294_340,0.42569,NA,NA
E220_187,NA,0.233,NA
E555_426,0.53401,NA,NA
E775_412,NA,NA,0.51637
E37_425,NA,NA,0.53275
E686_705,0.88539,NA,NA
E135_409,NA,NA,0.51259
E352_482,NA,0.60453,NA
E324_712,NA,0.89421,NA
E506_116,0.14358,NA,NA
E721_114,NA,0.14106,NA
E400_535,NA,NA,0.67128
E242_218,0.27204,NA,NA
E622_765,NA,NA,0.96096
E532_79,NA,0.09698,NA
E419_650,0.81612,NA,NA
E445_536,0.67254,NA,NA
E197_406,NA,NA,0.50882
E347_431,NA,NA,0.5403
E337_766,NA,NA,0.96222
E508_544,NA,NA,0.68262
E605_34,NA,0.0403,NA
E655_477,0.59824,NA,NA
E826_711,NA,NA,0.89295
E523_124,0.15365,NA,NA
E482_759,NA,0.9534,NA
E333_104,NA,NA,0.12846
E344_301,NA,NA,0.37657
E870_201,NA,NA,0.25063
E552_713,NA,0.89547,NA
E145_207,0.25819,NA,NA
E258_2,NA,NA,0.0
E592_255,NA,0.31864,NA
E580_105,NA,0.12972,NA
E800_160,NA,NA,0.19899
E358_25,NA,0.02897,NA
E396_511,0.64106,NA,NA
E176_431,NA,0.5403,NA
E924_627,NA,NA,0.78715
E551_108,0.1335,NA,NA
E808_396,0.49622,NA,NA
E89_517,NA,0.64861,NA
E420_177,0.2204,NA,NA
E937_74,NA,NA,0.09068
E406_227,NA,0.28338,NA
E642_149,NA,NA,0.18514
E342_754,NA,NA,0.9471
E281_791,NA,0.9937,NA
E632_784,NA,NA,0.98489
E124_178,NA,0.22166,NA
E133_599,NA,NA,0.75189
E767_88,NA,NA,0.10831
E26_683,NA,NA,0.85768
E922_789,NA,0.99118,NA
E168_358,0.44836,NA,NA
E380_665,NA,NA,0.83501
E24_29,NA,0.03401,NA
E806_194,0.24181,NA,NA
E50_81,0.0995,NA,NA
E59_768,NA,0.96474,NA
E607_53,NA,NA,0.06423
E758_590,NA,0.74055,NA
E858_639,0.80227,NA,NA
E692_586,0.73552,NA,NA
E465_404,NA,NA,0.5063
E869_132,NA,0.16373,NA
E664_397,0.49748,NA,NA
E113_73,NA,0.08942,NA
E12_507,NA,0.63602,NA
E252_314,NA,NA,0.39295
E579_666,NA,0.83627,NA
E64_607,NA,0.76196,NA
E769_722,NA,0.9068,NA
E177_90,NA,NA,0.11083
E30_660,0.82872,NA,NA
E620_448,0.56171,NA,NA
E836_584,0.733,NA,NA
E810_119,NA,0.14736,NA
E560_459,NA,NA,0.57557
E530_80,NA,NA,0.09824
E828_231,0.28841,NA,NA
E704_372,0.46599,NA,NA
E691_266,0.33249,NA,NA
E424_700,NA,0.87909,NA
E105_688,NA,0.86398,NA
E521_416,NA,NA,0.52141
E35_210,NA,0.26196,NA
E610_688,0.86398,NA,NA
E744_378,NA,0.47355,NA
E543_751,NA,0.94332,NA
E318_613,NA,NA,0.76952
E103_66,NA,0.0806,NA
E117_581,0.72922,NA,NA
E94_301,NA,NA,0.37657
E654_579,NA,NA,0.7267
E581_529,NA,NA,0.66373
E280_261,NA,0.3262,NA
E218_423,0.53023,NA,NA
E367_175,NA,0.21788,NA
E872_708,0.88917,NA,NA
E851_612,NA,NA,0.76826
E498_220,NA,0.27456,NA
E153_37,NA,0.04408,NA
E757_39,NA,0.0466,NA
E83_775,NA,0.97355,NA
E515_411,NA,0.51511,NA
E998_355,NA,0.44458,NA
E368_378,NA,NA,0.47355
E1_382,NA,NA,0.47859
E131_30,0.03526,NA,NA
E839_794,NA,NA,0.99748
E208_571,NA,NA,0.71662
E46_69,NA,NA,0.08438
E895_10,NA,NA,0.01008
E21_781,NA,0.98111,NA
E965_21,NA,0.02393,NA
E517_326,NA,NA,0.40806
E927_438,NA,NA,0.54912
