,cl
E268,0
E269,1
E270,0
E271,0
E272,1
E273,0
E274,0
E275,1
E276,1
E277,0
E278,1
E279,0
E280,1
E281,1
E282,0
E283,1
E284,1
E285,1
E286,0
E287,1
E288,1
E289,0
E290,0
E291,0
E292,1
E293,1
E294,1
E295,0
E296,1
E297,0
E298,0
E299,0
E300,1
E301,1
E302,0
E303,1
E304,1
E305,1
E306,0
E307,1
E308,0
E309,1
E310,1
E311,0
E312,1
E313,0
E314,1
E315,0
E316,1
E317,0
E318,1
E319,1
E320,0
E321,1
E322,1
E323,1
E324,0
E325,1
E326,1
E327,1
E328,0
E329,0
E330,1
E331,1
E332,0
E333,1
E334,1
E335,0
E336,0
E337,1
E338,1
E339,1
E340,0
E341,1
E342,1
E343,0
E344,1
E345,0
E346,0
E347,0
E348,1
E349,1
E350,0
E351,0
E352,1
E353,1
E354,0
E355,1
E356,1
E357,1
E358,0
E359,1
E360,1
E361,1
E362,0
E363,0
E364,1
E365,0
E366,0
E367,1
E368,1
E369,1
E370,0
E371,0
E372,0
E373,1
E374,1
E375,1
E376,1
E377,1
E378,1
E379,0
E380,1
E381,1
E382,1
E383,0
E384,0
E385,0
E386,1
E387,1
E388,0
E389,0
E390,0
E391,0
E392,1
E393,0
E394,0
E395,1
E396,0
E397,1
E398,1
E399,1
E400,1
E401,1
E402,0
E403,1
E404,1
E405,1
E406,0
E407,1
E408,0
E409,1
E410,1
E411,1
E412,0
E413,0
E414,1
E415,1
E416,1
E417,1
E418,1
E419,0
E420,0
E421,0
E422,0
E423,1
E424,0
E425,0
E426,1
E427,1
E428,0
E429,1
E430,1
E431,0
E432,0
E433,0
E434,1
E435,0
E436,0
E437,0
E438,1
E439,0
E440,0
E441,0
E442,1
E443,0
E444,0
E445,0
E446,0
E447,1
E448,0
E449,0
E450,1
E451,1
E452,0
E453,1
E454,0
E455,1
E456,0
E457,1
E458,0
E459,0
E460,0
E461,0
E462,1
E463,0
E464,0
E465,1
E466,1
E467,0
E468,0
E469,0
E470,1
E471,1
E472,0
E473,1
E474,1
E475,1
E476,0
E477,0
E478,0
E479,1
E480,0
E481,1
E482,0
E483,0
E484,0
E485,1
E486,1
E487,1
E488,0
E489,0
E490,0
E491,0
E492,1
E493,1
E494,0
E495,0
E496,0
E497,1
E498,1
E499,1
E500,1
E501,1
E502,1
E503,1
E504,0
E505,0
E506,1
E507,1
E508,1
E509,0
E510,0
E511,1
E512,0
E513,0
E514,1
E515,1
E516,0
E517,0
E518,0
E519,1
E520,1
E521,0
E522,0
E523,0
E524,1
E525,0
E526,0
E527,0
E528,1
E529,0
E530,1
E531,0
E532,1
E533,1
E534,0
E535,1
E536,0
E537,0
E538,0
E539,1
E540,1
E541,1
E542,1
E543,0
E544,0
E545,0
E546,1
E547,1
E548,1
E549,1
E550,1
E551,0
E552,0
E553,1
E554,0
E555,1
E556,0
E557,0
E558,0
E559,1
E560,1
E561,1
E562,1
E563,0
E564,0
E565,1
E566,1
E567,0
E568,0
E569,0
E570,0
E571,0
E572,0
E573,0
E574,1
E575,1
E576,0
E577,0
E578,1
E579,1
E580,1
E581,1
E582,1
E583,1
E584,0
E585,1
E586,1
E587,1
E588,1
E589,1
E590,1
E591,1
E592,1
E593,1
E594,1
E595,0
E596,0
E597,0
E598,1
E599,0
E600,0
E601,0
E602,1
E603,0
E604,0
E605,0
E606,0
E607,0
E608,1
E609,1
E610,0
E611,0
E612,0
E613,1
E614,0
E615,0
E616,1
E617,0
E618,1
E619,1
E620,0
E621,0
E622,1
E623,1
E624,0
E625,0
E626,0
E627,1
E628,0
E629,0
E630,0
E631,0
E632,0
E633,1
E634,0
E635,0
E636,1
E637,1
E638,1
E639,1
E640,0
E641,0
E642,1
E643,1
E644,0
E645,1
E646,1
E647,1
E648,1
E649,1
E650,0
E651,1
E652,1
E653,0
E654,0
E655,0
E656,0
E657,0
E658,0
E659,0
E660,0
E661,0
E662,1
E663,0
E664,1
E665,0
E666,1
E667,0
E668,0
E669,1
E670,0
E671,1
E672,0
E673,0
E674,1
E675,0
E676,0
E677,1
E678,1
E679,0
E680,0
E681,0
E682,1
E683,1
E684,1
E685,1
E686,0
E687,1
E688,1
E689,1
E690,1
E691,1
E692,1
E693,0
E694,1
E695,0
E696,0
E697,1
E698,0
E699,0
E700,1
E701,1
E702,0
E703,0
E704,1
E705,0
E706,1
E707,1
E708,1
E709,0
E710,1
E711,0
E712,0
E713,1
E714,1
E715,1
E716,1
E717,1
E718,0
E719,0
E720,0
E721,0
E722,1
E723,0
E724,0
E725,1
E726,1
E727,0
E728,1
E729,0
E730,1
E731,1
E732,1
E733,0
E734,1
E735,1
E736,0
E737,0
E738,1
E739,1
E740,1
E741,1
E742,0
E743,1
E744,0
E745,0
E746,0
E747,1
E748,0
E749,1
E750,1
E751,1
E752,0
E753,1
E754,0
E755,1
E756,1
E757,0
E758,0
E759,1
E760,0
E761,1
E762,0
E763,0
E764,1
E765,0
E766,0
E767,1
E768,0
E769,0
E770,1
E771,1
E772,0
E773,0
E774,1
E775,0
E776,0
E777,0
E778,0
E779,0
E780,1
E781,1
E782,0
E783,1
E784,1
E785,0
E786,1
E787,1
E788,1
E789,0
E790,1
E791,0
E792,0
E793,1
E794,1
E795,1
E796,1
E797,1
E798,1
E799,1
E800,1
E801,0
E802,1
E803,0
E804,1
E805,1
E806,0
E807,1
E808,1
E809,0
E810,1
E811,0
E812,1
E813,0
E814,1
E815,0
E816,1
E817,0
E818,1
E819,0
E820,0
E821,1
E822,1
E823,1
E824,0
E825,1
E826,0
E827,1
E828,0
E829,1
E830,1
E831,0
E832,0
E833,0
E834,1
E835,1
E836,0
E837,0
E838,1
E839,0
E840,0
E841,1
E842,0
E843,1
E844,0
E845,0
E846,1
E847,1
E848,1
E849,1
E850,0
E851,0
E852,1
E853,1
E854,1
E855,0
E856,1
E857,0
E858,0
E859,0
E860,1
E861,0
E862,1
E863,0
E864,0
E865,0
E866,1
E867,0
E868,0
E869,0
E870,1
E871,1
E872,1
E873,1
E874,0
E875,1
E876,0
E877,0
E878,1
E879,0
E880,0
E881,0
E882,1
E883,1
E884,1
E885,1
E886,1
E887,0
E888,1
E889,0
E890,1
E891,1
E892,0
E893,0
E894,0
E895,1
E896,0
E897,1
E898,1
E899,1
E900,0
E901,1
E902,0
E903,1
E904,0
E905,0
E906,1
E907,0
E908,1
E909,0
E910,0
E911,1
E912,1
E913,0
E914,1
E915,0
E916,0
E917,0
E918,1
E919,0
E920,0
E921,0
E922,0
E923,1
E924,1
E925,1
E926,0
E927,0
E928,0
E929,1
E930,1
E931,0
E932,1
E933,1
E934,0
E935,0
E936,0
E937,0
E938,0
E939,0
E940,0
E941,1
E942,1
E943,1
E944,0
E945,0
E946,0
E947,1
E948,1
E949,0
E950,1
E951,1
E952,1
E953,1
E954,1
E955,1
E956,1
E957,0
E958,1
E959,1
E960,1
E961,0
E962,1
E963,1
E964,1
E965,0
E966,1
E967,0
E968,0
E969,0
E970,0
E971,1
E972,0
E973,1
E974,0
E975,1
E976,0
E977,1
E978,1
E979,1
E980,1
E981,1
E982,0
E983,1
E984,0
E985,0
E986,1
E987,1
E988,1
E989,1
E990,1
E991,1
E992,1
E993,0
E994,1
E995,0
E996,1
E997,1
E998,1
E999,1
