Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0048872,homeostasis of number of cells,19_GO:0042592 homeostatic process,-8.1,24,12,20836,340,18,7,39,11,14460|14461|16596|17260|20375|21349|22761,Gata1|Gata2|Klf1|Mef2c|Spi1|Tal1|Zfpm1,-5.3
MyList,GO Biological Processes,19,GO:0061515,myeloid cell development,19_GO:0032502 developmental process,-8,67,18,20836,87,18,5,28,11,14460|16596|17268|21349|22761,Gata1|Klf1|Meis1|Tal1|Zfpm1,-5.2
MyList,GO Biological Processes,19,GO:1902105,regulation of leukocyte differentiation,19_GO:0002376 immune system process,-7.9,23,12,20836,359,18,7,39,11,12394|14461|14582|20375|21349|22761|239985,Runx1|Gata2|Gfi1b|Spi1|Tal1|Zfpm1|Arid1b,-5.1
MyList,GO Biological Processes,19,GO:0030219,megakaryocyte differentiation,19_GO:0032502 developmental process,-7.9,1.5e+02,24,20836,31,18,4,22,9.8,14460|17268|21349|22761,Gata1|Meis1|Tal1|Zfpm1,-5.1
MyList,GO Biological Processes,19,GO:0045639,positive regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-7.4,51,16,20836,114,18,5,28,11,12394|14460|14461|14582|21349,Runx1|Gata1|Gata2|Gfi1b|Tal1,-4.8
MyList,GO Biological Processes,19,GO:0030218,erythrocyte differentiation,19_GO:0042592 homeostatic process,-7.4,50,16,20836,116,18,5,28,11,14460|16596|20375|21349|22761,Gata1|Klf1|Spi1|Tal1|Zfpm1,-4.8
MyList,GO Biological Processes,19,GO:0045664,regulation of neuron differentiation,19_GO:0032502 developmental process,-7.4,28,13,20836,244,18,6,33,11,14025|14461|17260|17268|18514|21413,Bcl11a|Gata2|Mef2c|Meis1|Pbx1|Tcf4,-4.8
MyList,GO Biological Processes,19,GO:0060215,primitive hemopoiesis,19_GO:0032502 developmental process,-7.2,3.5e+02,32,20836,10,18,3,17,8.8,14460|21349|22761,Gata1|Tal1|Zfpm1,-4.7
MyList,GO Biological Processes,19,GO:0034101,erythrocyte homeostasis,19_GO:0042592 homeostatic process,-7.2,45,15,20836,128,18,5,28,11,14460|16596|20375|21349|22761,Gata1|Klf1|Spi1|Tal1|Zfpm1,-4.7
MyList,GO Biological Processes,19,GO:0002761,regulation of myeloid leukocyte differentiation,19_GO:0002376 immune system process,-6.8,38,13,20836,152,18,5,28,11,12394|14461|14582|21349|22761,Runx1|Gata2|Gfi1b|Tal1|Zfpm1,-4.3
MyList,GO Biological Processes,19,GO:0001501,skeletal system development,19_GO:0032502 developmental process,-6.8,15,9.7,20836,535,18,7,39,11,12394|17260|17268|18514|21349|22761|71375,Runx1|Mef2c|Meis1|Pbx1|Tal1|Zfpm1|Foxn3,-4.3
MyList,GO Biological Processes,19,GO:0002262,myeloid cell homeostasis,19_GO:0042592 homeostatic process,-6.6,35,13,20836,167,18,5,28,11,14460|16596|20375|21349|22761,Gata1|Klf1|Spi1|Tal1|Zfpm1,-4.2
MyList,Reactome Gene Sets,6,R-MMU-8878171,Transcriptional regulation by RUNX1,,-6.3,30,12,20836,193,18,5,28,11,14460|14461|21349|22761|239985,Gata1|Gata2|Tal1|Zfpm1|Arid1b,-3.9
MyList,GO Biological Processes,19,GO:0002696,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-6.1,17,9.6,20836,408,18,6,33,11,12394|14460|14461|17260|20375|239985,Runx1|Gata1|Gata2|Mef2c|Spi1|Arid1b,-3.7
MyList,GO Biological Processes,19,GO:0048871,multicellular organismal homeostasis,19_GO:0042592 homeostatic process,-6.1,12,8.6,20836,673,18,7,39,11,14460|14461|16596|17260|20375|21349|22761,Gata1|Gata2|Klf1|Mef2c|Spi1|Tal1|Zfpm1,-3.7
MyList,KEGG Pathway,24,mmu05202,Transcriptional misregulation in cancer - Mus musculus (house mouse),,-6,26,11,20836,224,18,5,28,11,12394|17260|17268|18514|20375,Runx1|Mef2c|Meis1|Pbx1|Spi1,-3.6
MyList,GO Biological Processes,19,GO:0050867,positive regulation of cell activation,19_GO:0048518 positive regulation of biological process,-5.9,16,9.3,20836,430,18,6,33,11,12394|14460|14461|17260|20375|239985,Runx1|Gata1|Gata2|Mef2c|Spi1|Arid1b,-3.6
MyList,GO Biological Processes,19,GO:0035855,megakaryocyte development,19_GO:0032502 developmental process,-5.9,1.4e+02,20,20836,25,18,3,17,8.8,17268|21349|22761,Meis1|Tal1|Zfpm1,-3.6
MyList,GO Biological Processes,19,GO:0045638,negative regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-5.9,47,13,20836,99,18,4,22,9.8,12394|14461|17268|22761,Runx1|Gata2|Meis1|Zfpm1,-3.5
MyList,GO Biological Processes,19,GO:0060348,bone development,19_GO:0032502 developmental process,-5.8,24,11,20836,243,18,5,28,11,17260|17268|21349|22761|71375,Mef2c|Meis1|Tal1|Zfpm1|Foxn3,-3.5
MyList,GO Biological Processes,19,GO:0045648,positive regulation of erythrocyte differentiation,19_GO:0042592 homeostatic process,-5.8,1.2e+02,19,20836,28,18,3,17,8.8,14460|14461|21349,Gata1|Gata2|Tal1,-3.4
MyList,GO Biological Processes,19,GO:0045165,cell fate commitment,19_GO:0032502 developmental process,-5.5,21,9.8,20836,278,18,5,28,11,12394|14460|14461|17260|21349,Runx1|Gata1|Gata2|Mef2c|Tal1,-3.2
MyList,GO Biological Processes,19,GO:0098751,bone cell development,19_GO:0032502 developmental process,-5.5,1e+02,17,20836,34,18,3,17,8.8,17268|21349|22761,Meis1|Tal1|Zfpm1,-3.2
MyList,GO Biological Processes,19,GO:0002244,hematopoietic progenitor cell differentiation,19_GO:0032502 developmental process,-5.1,31,11,20836,151,18,4,22,9.8,12394|14461|20375|21349,Runx1|Gata2|Spi1|Tal1,-2.9
MyList,GO Biological Processes,19,GO:0048821,erythrocyte development,19_GO:0042592 homeostatic process,-5.1,74,15,20836,47,18,3,17,8.8,14460|16596|21349,Gata1|Klf1|Tal1,-2.9
MyList,GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,19_GO:0002376 immune system process,-4.9,11,7.4,20836,643,18,6,33,11,12394|14460|14461|17260|20375|239985,Runx1|Gata1|Gata2|Mef2c|Spi1|Arid1b,-2.8
MyList,GO Biological Processes,19,GO:0043300,regulation of leukocyte degranulation,19_GO:0002376 immune system process,-4.8,61,13,20836,57,18,3,17,8.8,14460|14461|20375,Gata1|Gata2|Spi1,-2.6
MyList,GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0032502 developmental process,-4.8,15,8.1,20836,390,18,5,28,11,14025|14460|17260|18514|20375,Bcl11a|Gata1|Mef2c|Pbx1|Spi1,-2.6
MyList,GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0032501 multicellular organismal process,-4.7,9.9,7.1,20836,699,18,6,33,11,12394|14460|14461|17260|20375|239985,Runx1|Gata1|Gata2|Mef2c|Spi1|Arid1b,-2.6
MyList,GO Biological Processes,19,GO:0002762,negative regulation of myeloid leukocyte differentiation,19_GO:0002376 immune system process,-4.7,54,13,20836,64,18,3,17,8.8,12394|14461|22761,Runx1|Gata2|Zfpm1,-2.5
MyList,Reactome Gene Sets,6,R-MMU-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,,-4.6,53,12,20836,66,18,3,17,8.8,14460|14461|21349,Gata1|Gata2|Tal1,-2.5
MyList,GO Biological Processes,19,GO:0045596,negative regulation of cell differentiation,19_GO:0048519 negative regulation of biological process,-4.6,9.3,6.8,20836,748,18,6,33,11,12394|14025|14461|17268|18514|22761,Runx1|Bcl11a|Gata2|Meis1|Pbx1|Zfpm1,-2.5
MyList,GO Biological Processes,19,GO:1903708,positive regulation of hemopoiesis,19_GO:0002376 immune system process,-4.6,22,9,20836,211,18,4,22,9.8,12394|14582|20375|239985,Runx1|Gfi1b|Spi1|Arid1b,-2.4
MyList,GO Biological Processes,19,GO:1902107,positive regulation of leukocyte differentiation,19_GO:0002376 immune system process,-4.6,22,9,20836,211,18,4,22,9.8,12394|14582|20375|239985,Runx1|Gfi1b|Spi1|Arid1b,-2.4
MyList,GO Biological Processes,19,GO:0035239,tube morphogenesis,19_GO:0032502 developmental process,-4.5,9.2,6.7,20836,758,18,6,33,11,14461|17260|17268|18514|20375|21349,Gata2|Mef2c|Meis1|Pbx1|Spi1|Tal1,-2.4
MyList,GO Biological Processes,19,GO:0001775,cell activation,19_GO:0032501 multicellular organismal process,-4.5,8.9,6.6,20836,781,18,6,33,11,14025|14460|17260|18514|20375|21413,Bcl11a|Gata1|Mef2c|Pbx1|Spi1|Tcf4,-2.4
MyList,GO Biological Processes,19,GO:0002886,regulation of myeloid leukocyte mediated immunity,19_GO:0002376 immune system process,-4.4,46,11,20836,76,18,3,17,8.8,14460|14461|20375,Gata1|Gata2|Spi1,-2.3
MyList,GO Biological Processes,19,GO:0006351,DNA-templated transcription,19_GO:0008152 metabolic process,-4.2,11,6.9,20836,518,18,5,28,11,14025|14460|14461|17260|21349,Bcl11a|Gata1|Gata2|Mef2c|Tal1,-2.1
MyList,GO Biological Processes,19,GO:0097659,nucleic acid-templated transcription,19_GO:0008152 metabolic process,-4.2,11,6.9,20836,519,18,5,28,11,14025|14460|14461|17260|21349,Bcl11a|Gata1|Gata2|Mef2c|Tal1,-2.1
MyList,GO Biological Processes,19,GO:0032774,RNA biosynthetic process,19_GO:0008152 metabolic process,-4.2,11,6.8,20836,531,18,5,28,11,14025|14460|14461|17260|21349,Bcl11a|Gata1|Gata2|Mef2c|Tal1,-2.1
MyList,GO Biological Processes,19,GO:0010720,positive regulation of cell development,19_GO:0032502 developmental process,-4.1,11,6.7,20836,545,18,5,28,11,12394|14025|14582|20375|239985,Runx1|Bcl11a|Gfi1b|Spi1|Arid1b,-2.1
MyList,WikiPathways,27,WP373,IL-3 signaling pathway,,-4.1,35,10,20836,99,18,3,17,8.8,14460|14461|20375,Gata1|Gata2|Spi1,-2
MyList,GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-4,10,6.5,20836,566,18,5,28,11,14461|17260|17268|20375|21349,Gata2|Mef2c|Meis1|Spi1|Tal1,-2
MyList,GO Biological Processes,19,GO:0000904,cell morphogenesis involved in differentiation,19_GO:0032502 developmental process,-4,10,6.5,20836,577,18,5,28,11,14460|17260|20375|21349|22761,Gata1|Mef2c|Spi1|Tal1|Zfpm1,-1.9
MyList,GO Biological Processes,19,GO:0001944,vasculature development,19_GO:0032502 developmental process,-3.9,9.6,6.3,20836,603,18,5,28,11,14461|17260|17268|20375|21349,Gata2|Mef2c|Meis1|Spi1|Tal1,-1.9
MyList,GO Biological Processes,19,GO:0045666,positive regulation of neuron differentiation,19_GO:0032502 developmental process,-3.9,30,9.1,20836,117,18,3,17,8.8,14461|17260|21413,Gata2|Mef2c|Tcf4,-1.9
MyList,GO Biological Processes,19,GO:0010721,negative regulation of cell development,19_GO:0048519 negative regulation of biological process,-3.9,15,7.2,20836,318,18,4,22,9.8,12394|14025|14461|22761,Runx1|Bcl11a|Gata2|Zfpm1,-1.8
MyList,GO Biological Processes,19,GO:1902106,negative regulation of leukocyte differentiation,19_GO:0002376 immune system process,-3.8,29,9,20836,121,18,3,17,8.8,12394|14461|22761,Runx1|Gata2|Zfpm1,-1.8
MyList,Reactome Gene Sets,6,R-MMU-983231,Factors involved in megakaryocyte development and platelet production,,-3.8,28,8.9,20836,122,18,3,17,8.8,14460|14461|22761,Gata1|Gata2|Zfpm1,-1.8
MyList,GO Biological Processes,19,GO:1903707,negative regulation of hemopoiesis,19_GO:0002376 immune system process,-3.8,28,8.8,20836,125,18,3,17,8.8,12394|14461|22761,Runx1|Gata2|Zfpm1,-1.8
MyList,GO Biological Processes,19,GO:0048729,tissue morphogenesis,19_GO:0032502 developmental process,-3.8,9,6,20836,646,18,5,28,11,12394|17260|18514|21349|22761,Runx1|Mef2c|Pbx1|Tal1|Zfpm1,-1.8
MyList,GO Biological Processes,19,GO:0051251,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-3.7,14,6.9,20836,342,18,4,22,9.8,12394|17260|20375|239985,Runx1|Mef2c|Spi1|Arid1b,-1.7
MyList,WikiPathways,27,WP447,Adipogenesis genes,,-3.7,26,8.5,20836,134,18,3,17,8.8,14461|17260|23849,Gata2|Mef2c|Klf6,-1.7
MyList,GO Biological Processes,19,GO:0071560,cellular response to transforming growth factor beta stimulus,19_GO:0050896 response to stimulus,-3.7,25,8.4,20836,137,18,3,17,8.8,12394|17260|20375,Runx1|Mef2c|Spi1,-1.7
MyList,GO Biological Processes,19,GO:0045621,positive regulation of lymphocyte differentiation,19_GO:0002376 immune system process,-3.6,25,8.3,20836,140,18,3,17,8.8,12394|20375|239985,Runx1|Spi1|Arid1b,-1.7
MyList,GO Biological Processes,19,GO:0071559,response to transforming growth factor beta,19_GO:0050896 response to stimulus,-3.6,24,8.2,20836,142,18,3,17,8.8,12394|17260|20375,Runx1|Mef2c|Spi1,-1.7
MyList,GO Biological Processes,19,GO:0030278,regulation of ossification,19_GO:0032501 multicellular organismal process,-3.6,24,8.2,20836,143,18,3,17,8.8,14460|17260|18514,Gata1|Mef2c|Pbx1,-1.7
MyList,GO Biological Processes,19,GO:1903530,regulation of secretion by cell,19_GO:0051179 localization,-3.6,8.3,5.7,20836,701,18,5,28,11,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-1.6
MyList,GO Biological Processes,19,GO:0060537,muscle tissue development,19_GO:0032502 developmental process,-3.6,12,6.4,20836,383,18,4,22,9.8,17260|17268|22761|217082,Mef2c|Meis1|Zfpm1|Hlf,-1.6
MyList,GO Biological Processes,19,GO:1903305,regulation of regulated secretory pathway,19_GO:0051179 localization,-3.5,22,7.7,20836,161,18,3,17,8.8,14460|14461|20375,Gata1|Gata2|Spi1,-1.5
MyList,GO Biological Processes,19,GO:0000902,cell morphogenesis,19_GO:0032502 developmental process,-3.4,7.6,5.5,20836,762,18,5,28,11,14460|17260|20375|21349|22761,Gata1|Mef2c|Spi1|Tal1|Zfpm1,-1.5
MyList,GO Biological Processes,19,GO:0051046,regulation of secretion,19_GO:0051179 localization,-3.3,7.3,5.3,20836,797,18,5,28,11,12394|14460|14461|17260|20375,Runx1|Gata1|Gata2|Mef2c|Spi1,-1.4
MyList,GO Biological Processes,19,GO:0048732,gland development,19_GO:0032502 developmental process,-3.3,10,5.8,20836,453,18,4,22,9.8,12394|14461|16596|18514,Runx1|Gata2|Klf1|Pbx1,-1.3
MyList,GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,19_GO:0032502 developmental process,-3.3,10,5.8,20836,457,18,4,22,9.8,14461|17268|20375|21349,Gata2|Meis1|Spi1|Tal1,-1.3
MyList,GO Biological Processes,19,GO:0048469,cell maturation,19_GO:0032502 developmental process,-3.2,17,6.9,20836,199,18,3,17,8.8,14461|16596|21349,Gata2|Klf1|Tal1,-1.3
MyList,GO Biological Processes,19,GO:0048738,cardiac muscle tissue development,19_GO:0032502 developmental process,-3.1,16,6.6,20836,212,18,3,17,8.8,17260|17268|22761,Mef2c|Meis1|Zfpm1,-1.2
MyList,GO Biological Processes,19,GO:0014706,striated muscle tissue development,19_GO:0032502 developmental process,-3.1,16,6.5,20836,218,18,3,17,8.8,17260|17268|22761,Mef2c|Meis1|Zfpm1,-1.2
MyList,GO Biological Processes,19,GO:0007346,regulation of mitotic cell cycle,19_GO:0050789 regulation of biological process,-3.1,9,5.4,20836,512,18,4,22,9.8,18514|21349|71375|239985,Pbx1|Tal1|Foxn3|Arid1b,-1.2
MyList,GO Biological Processes,19,GO:0045619,regulation of lymphocyte differentiation,19_GO:0002376 immune system process,-3.1,16,6.4,20836,222,18,3,17,8.8,12394|20375|239985,Runx1|Spi1|Arid1b,-1.2
MyList,GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-3,8.9,5.4,20836,521,18,4,22,9.8,12394|14461|20375|22761,Runx1|Gata2|Spi1|Zfpm1,-1.1
MyList,GO Biological Processes,19,GO:0017157,regulation of exocytosis,19_GO:0051179 localization,-3,15,6.4,20836,226,18,3,17,8.8,14460|14461|20375,Gata1|Gata2|Spi1,-1.1
MyList,GO Biological Processes,19,GO:0042113,B cell activation,19_GO:0002376 immune system process,-3,15,6.3,20836,229,18,3,17,8.8,14025|17260|20375,Bcl11a|Mef2c|Spi1,-1.1
MyList,GO Biological Processes,19,GO:0051249,regulation of lymphocyte activation,19_GO:0002376 immune system process,-3,8.7,5.3,20836,530,18,4,22,9.8,12394|17260|20375|239985,Runx1|Mef2c|Spi1|Arid1b,-1.1
MyList,GO Biological Processes,19,GO:0061061,muscle structure development,19_GO:0032502 developmental process,-3,8.5,5.2,20836,544,18,4,22,9.8,17260|17268|22761|217082,Mef2c|Meis1|Zfpm1|Hlf,-1.1
MyList,GO Biological Processes,19,GO:0046649,lymphocyte activation,19_GO:0002376 immune system process,-2.9,8.3,5.1,20836,556,18,4,22,9.8,14025|17260|18514|20375,Bcl11a|Mef2c|Pbx1|Spi1,-1
MyList,GO Biological Processes,19,GO:0001701,in utero embryonic development,19_GO:0032502 developmental process,-2.9,8.3,5.1,20836,558,18,4,22,9.8,12394|14460|14461|16596,Runx1|Gata1|Gata2|Klf1,-1
MyList,GO Biological Processes,19,GO:0071695,anatomical structure maturation,19_GO:0032502 developmental process,-2.8,13,5.8,20836,266,18,3,17,8.8,14461|16596|21349,Gata2|Klf1|Tal1,-0.95
MyList,GO Biological Processes,19,GO:0071222,cellular response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.7,12,5.6,20836,288,18,3,17,8.8,14460|17260|20375,Gata1|Mef2c|Spi1,-0.85
MyList,GO Biological Processes,19,GO:0048598,embryonic morphogenesis,19_GO:0032502 developmental process,-2.7,7.2,4.7,20836,643,18,4,22,9.8,14461|17260|18514|21349,Gata2|Mef2c|Pbx1|Tal1,-0.82
MyList,GO Biological Processes,19,GO:0050778,positive regulation of immune response,19_GO:0002376 immune system process,-2.7,7.1,4.7,20836,648,18,4,22,9.8,14460|14461|17260|20375,Gata1|Gata2|Mef2c|Spi1,-0.81
MyList,GO Biological Processes,19,GO:0071219,cellular response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.7,12,5.4,20836,298,18,3,17,8.8,14460|17260|20375,Gata1|Mef2c|Spi1,-0.81
MyList,GO Biological Processes,19,GO:0045765,regulation of angiogenesis,19_GO:0032502 developmental process,-2.7,11,5.4,20836,305,18,3,17,8.8,12394|14461|21413,Runx1|Gata2|Tcf4,-0.79
MyList,GO Biological Processes,19,GO:1901342,regulation of vasculature development,19_GO:0032502 developmental process,-2.7,11,5.3,20836,309,18,3,17,8.8,12394|14461|21413,Runx1|Gata2|Tcf4,-0.77
MyList,GO Biological Processes,19,GO:0002703,regulation of leukocyte mediated immunity,19_GO:0002376 immune system process,-2.6,11,5.3,20836,310,18,3,17,8.8,14460|14461|20375,Gata1|Gata2|Spi1,-0.77
MyList,GO Biological Processes,19,GO:0007517,muscle organ development,19_GO:0032502 developmental process,-2.6,11,5.3,20836,311,18,3,17,8.8,17260|22761|217082,Mef2c|Zfpm1|Hlf,-0.77
MyList,GO Biological Processes,19,GO:0045321,leukocyte activation,19_GO:0002376 immune system process,-2.6,6.8,4.5,20836,684,18,4,22,9.8,14025|17260|18514|20375,Bcl11a|Mef2c|Pbx1|Spi1,-0.74
MyList,GO Biological Processes,19,GO:0021700,developmental maturation,19_GO:0032502 developmental process,-2.6,11,5.2,20836,322,18,3,17,8.8,14461|16596|21349,Gata2|Klf1|Tal1,-0.73
MyList,GO Biological Processes,19,GO:0071216,cellular response to biotic stimulus,19_GO:0050896 response to stimulus,-2.6,11,5.2,20836,325,18,3,17,8.8,14460|17260|20375,Gata1|Mef2c|Spi1,-0.72
MyList,GO Biological Processes,19,GO:0002699,positive regulation of immune effector process,19_GO:0002376 immune system process,-2.6,11,5.2,20836,327,18,3,17,8.8,14460|14461|20375,Gata1|Gata2|Spi1,-0.71
MyList,GO Biological Processes,19,GO:0006366,transcription by RNA polymerase II,19_GO:0008152 metabolic process,-2.6,11,5.1,20836,329,18,3,17,8.8,14460|14461|21349,Gata1|Gata2|Tal1,-0.71
MyList,GO Biological Processes,19,GO:0006338,chromatin remodeling,19_GO:0009987 cellular process,-2.6,10,5.1,20836,332,18,3,17,8.8,16596|20375|239985,Klf1|Spi1|Arid1b,-0.7
MyList,GO Biological Processes,19,GO:0001525,angiogenesis,19_GO:0032502 developmental process,-2.5,10,5,20836,339,18,3,17,8.8,14461|17268|21349,Gata2|Meis1|Tal1,-0.68
MyList,GO Biological Processes,19,GO:0030098,lymphocyte differentiation,19_GO:0002376 immune system process,-2.5,10,5,20836,339,18,3,17,8.8,14025|18514|20375,Bcl11a|Pbx1|Spi1,-0.68
MyList,GO Biological Processes,19,GO:1901990,regulation of mitotic cell cycle phase transition,19_GO:0050789 regulation of biological process,-2.5,10,5,20836,344,18,3,17,8.8,18514|71375|239985,Pbx1|Foxn3|Arid1b,-0.66
MyList,GO Biological Processes,19,GO:0007610,behavior,19_GO:0032501 multicellular organismal process,-2.5,6.2,4.3,20836,745,18,4,22,9.8,12394|17260|17268|21349,Runx1|Mef2c|Meis1|Tal1,-0.62
MyList,GO Biological Processes,19,GO:0008285,negative regulation of cell population proliferation,19_GO:0048519 negative regulation of biological process,-2.5,6.2,4.3,20836,746,18,4,22,9.8,12394|14460|14461|17260,Runx1|Gata1|Gata2|Mef2c,-0.62
MyList,GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.4,9.3,4.7,20836,375,18,3,17,8.8,14460|17260|20375,Gata1|Mef2c|Spi1,-0.56
MyList,GO Biological Processes,19,GO:1903532,positive regulation of secretion by cell,19_GO:0051179 localization,-2.4,8.9,4.6,20836,389,18,3,17,8.8,12394|14460|14461,Runx1|Gata1|Gata2,-0.52
MyList,GO Biological Processes,19,GO:0002237,response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.4,8.8,4.6,20836,395,18,3,17,8.8,14460|17260|20375,Gata1|Mef2c|Spi1,-0.5
MyList,GO Biological Processes,19,GO:1901987,regulation of cell cycle phase transition,19_GO:0050789 regulation of biological process,-2.2,7.9,4.3,20836,439,18,3,17,8.8,18514|71375|239985,Pbx1|Foxn3|Arid1b,-0.37
MyList,GO Biological Processes,19,GO:0051047,positive regulation of secretion,19_GO:0051179 localization,-2.2,7.7,4.2,20836,453,18,3,17,8.8,12394|14460|14461,Runx1|Gata1|Gata2,-0.34
MyList,GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-2.2,7.5,4.1,20836,465,18,3,17,8.8,12394|17260|20375,Runx1|Mef2c|Spi1,-0.31
MyList,GO Biological Processes,19,GO:0007389,pattern specification process,19_GO:0032502 developmental process,-2.1,7.4,4.1,20836,469,18,3,17,8.8,17260|17268|18514,Mef2c|Meis1|Pbx1,-0.3
MyList,GO Biological Processes,19,GO:0002697,regulation of immune effector process,19_GO:0002376 immune system process,-2.1,7.4,4.1,20836,471,18,3,17,8.8,14460|14461|20375,Gata1|Gata2|Spi1,-0.29
MyList,GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-2.1,7.2,4.1,20836,481,18,3,17,8.8,12394|17260|20375,Runx1|Mef2c|Spi1,-0.27
MyList,Reactome Gene Sets,6,R-MMU-109582,Hemostasis,,-2.1,7.1,4,20836,491,18,3,17,8.8,14460|14461|22761,Gata1|Gata2|Zfpm1,-0.25
MyList,GO Biological Processes,19,GO:0022407,regulation of cell-cell adhesion,19_GO:0050789 regulation of biological process,-2.1,6.9,3.9,20836,503,18,3,17,8.8,12394|20375|239985,Runx1|Spi1|Arid1b,-0.22
MyList_MCODE_ALL,GO Biological Processes,19,GO:0045637,regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-12,89,23,20836,234,6,6,1e+02,15,12394|14460|14461|17260|20375|21349,Runx1|Gata1|Gata2|Mef2c|Spi1|Tal1,-8.2
