,0,1,2,3,4,5,6,7
49,1.850389,1.2601202,0.013315007,0.0003519235,0.0003131988,0.014129219,0.011077122,2.1099534
50,2.089891,1.2425373,0.022246083,0.00080843316,6.153151e-05,0.03326573,0.008789357,2.1641016
51,1.5472921,1.3171889,0.0088774925,0.063279405,0.006937495,0.003391217,0.007027067,1.9467375
52,1.784795,1.3535252,0.0076833083,0.03916184,0.039974865,0.0071339225,0.02523364,2.0965254
53,2.1291351,1.4582793,0.01962899,0.022623407,0.008128388,0.01585625,0.004307955,1.4110875
54,2.3507826,1.1817777,0.0025057564,0.0034838677,0.0026156113,0.0046828776,0.004587902,2.589869
55,2.150595,1.4605442,0.016785549,0.0013507217,0.10427032,0.032518674,0.018629452,1.5946414
56,1.7949661,1.6220744,0.00072825234,0.032794308,0.0075527923,0.007437474,0.021420129,1.6303939
57,2.2303596,1.6699058,0.0052924473,0.06844645,0.007930882,0.007487156,0.0019228534,1.3541998
58,2.1119983,1.7634761,0.03989068,0.0022303609,0.0075828596,0.00380343,0.00245387,1.2694261
59,2.5460396,1.4402808,0.047624912,0.0078054406,0.09897491,0.011779105,0.0152868405,2.128771
60,2.0399218,1.6679399,0.08590052,0.03987974,0.008805131,0.0014193535,0.0049533225,1.46395
61,1.992677,1.6525202,0.05109116,0.021313319,0.018944249,0.0061761024,0.001296946,1.5540324
62,2.0182815,1.5278851,0.0011830102,0.00088334136,0.013641638,0.0008944844,0.016064094,2.1991093
63,1.7633234,1.5579056,0.059043527,0.011620819,0.027846407,2.9412322e-05,0.01276529,2.3689857
64,2.0056207,1.582922,0.0016096593,0.019847296,0.0035073517,0.00457089,0.002440783,2.0138261
65,1.6732348,1.5831789,0.08516596,0.003349828,0.049440388,0.05099407,9.713186e-05,2.3154693
66,1.8132302,1.456482,0.018416965,0.012834536,0.010366208,0.0049435054,0.080841474,2.7801127
67,2.349007,1.5023017,0.09683829,0.0019798854,0.013759253,0.009510764,0.0069386554,2.252694
68,1.2953273,1.9126263,0.021653809,0.011900344,0.016940895,0.003706182,0.009786284,1.5188583
69,2.328484,1.6387233,0.009571997,0.002154115,0.0004667464,0.008646255,0.007935681,1.7654291
70,2.295942,1.5131314,0.04519697,0.00022746799,0.006581093,0.018625109,0.00789575,2.4128215
71,1.1437514,2.0868404,0.008037374,0.03917545,0.010785613,0.006569974,0.00067282934,1.214656
72,1.8153027,1.7038097,0.0037002685,0.0056892214,0.024721079,0.015007582,0.024285328,1.7352649
73,2.155251,1.5853584,0.0031558753,0.0029960698,5.2838077e-05,0.02518566,0.007546727,2.231378
74,2.2758026,1.7739449,0.0077865515,0.02164204,0.0033624554,0.109452344,0.0058523268,1.5964969
75,1.8974729,1.6607215,0.032380078,0.014377104,0.036725324,0.03724621,0.012141523,2.152915
76,1.7554356,1.6035088,0.32458335,0.01272632,0.0035643375,0.004541053,0.010504868,1.6746044
77,2.3214414,1.8557369,0.25797808,0.006251046,0.019438943,0.008817959,0.056860864,1.1937822
78,2.0944471,1.6233612,0.12076117,0.0071957824,0.013226807,0.0050483616,0.0071409354,1.8487358
79,2.5217445,1.69413,0.024952855,0.038762648,0.03429503,0.010221475,0.00010303014,1.845683
80,1.9223968,1.6617849,0.12243887,0.0004945406,0.085857406,0.009521931,0.0074629127,2.2402594
81,2.34374,1.7492983,0.011613982,0.020779418,0.017945044,0.00073123164,0.064758584,1.852341
82,2.505669,1.9921701,0.012561781,0.00421428,0.0031967037,0.000799257,0.048668727,1.5922972
83,2.120052,1.823385,0.0072132437,0.011158784,0.004247508,0.018058961,0.0030639013,2.6077507
84,2.698794,1.7107371,0.031438038,0.01838643,0.0010296538,0.029126847,0.047442023,2.133185
85,1.795907,1.6775553,0.08129024,0.008733917,0.0034680609,0.02736672,0.020058282,2.0967653
86,2.4077654,1.7863187,0.008358499,0.0011024266,0.008184386,0.004471141,0.0242855,1.8758814
87,2.0134492,1.9076456,0.023301316,0.001385608,0.003995227,3.0325917e-05,0.030367948,2.5066016
88,2.419327,1.7163544,0.04192823,0.022752149,0.02831274,0.0015212358,0.007249241,1.973242
89,1.632455,1.7871854,2.6043833e-06,0.008486382,0.0072224545,0.06099232,0.029539874,2.2293866
90,2.3531485,1.6791699,0.12271175,0.029583486,0.0006330063,0.035996262,0.009471121,1.9131169
91,2.7936573,1.8608843,0.020901555,0.03485861,0.00012265041,0.020729562,0.0036671765,1.9740195
92,1.772114,1.8894739,0.024832943,0.035900578,0.013440098,0.00084614084,0.042762194,2.2732291
93,2.1318393,1.8372688,0.026907261,0.010261841,0.005009151,0.0025138068,0.016723976,2.0032458
94,2.321194,2.0907772,0.008138066,0.044824395,0.022198766,0.013797738,0.015680226,2.6463532
95,1.9731127,1.8903905,0.14475672,0.039360862,0.035355747,0.004652628,0.010442316,1.7443589
96,1.9092381,2.0492904,0.043697152,0.037119955,0.03316411,0.031689994,0.02763232,2.3738165
97,1.8556287,2.2839406,0.12417534,0.045565486,0.005273717,0.013849462,0.034319323,1.5460992
98,1.5777173,1.9596463,0.06352779,0.03513182,0.0125336675,0.008508529,0.014876675,2.2758715
99,1.6418756,2.038236,0.039741095,7.678115e-05,0.03735433,0.008765685,0.003900033,2.23918
100,2.3078165,2.2469506,0.0053059747,0.074075565,0.0061052614,0.00044775565,0.017223457,2.9231355
101,1.5865136,1.9946607,0.07331476,0.0010159342,0.0029324724,0.020265168,0.015808476,1.7768726
102,2.4097664,2.1405604,0.011658761,0.006757701,0.003463646,0.022100572,0.068031795,2.4547966
103,2.0660112,1.9792901,0.06436021,0.0011520764,0.010800245,0.021744106,0.0028955187,2.0080857
104,2.0519063,2.325607,0.012706734,0.026424691,0.00029708073,0.01931799,0.009452195,2.3803048
105,1.3795438,1.9038523,0.24841295,0.019550499,0.002354909,0.008119541,0.0004629112,1.7080805
106,2.41378,2.160608,0.020020036,0.03227659,0.02046647,0.040395997,0.015831875,2.173242
107,1.8043132,2.4863727,0.031656746,0.07368613,0.009362744,0.035520203,2.5092755e-05,2.002333
108,1.6376475,2.3512232,0.014706994,0.0034725324,0.001883662,0.0028221803,0.0070781205,2.0004668
109,1.4916801,1.9631398,0.23003009,0.007999565,0.037288874,0.0024535935,0.0038016604,2.035801
110,2.020197,2.1251574,0.11431993,0.0721731,0.05565584,0.011279519,0.0054895184,2.0217805
111,1.2625661,2.5022852,0.011582368,0.05826031,0.0053932383,0.01344862,0.005531665,1.7906189
112,2.0078044,1.7628139,0.37725413,3.722102e-05,0.014784527,0.008995281,0.011721105,2.3930116
113,1.6178328,2.0026731,0.1905544,0.03702306,0.00054063636,0.0017894916,0.0149753615,1.9985027
114,1.3935915,2.274885,0.18298133,0.0020827334,0.03132596,0.040368095,0.013501556,1.8105875
115,1.9189651,2.4131165,0.11847004,0.0029219305,0.031775374,0.009038308,0.0034759126,2.071769
116,1.6302123,1.3527664,0.6418147,0.009599611,0.004423224,0.021545932,0.10326882,1.9285659
117,3.157503,1.9126502,0.47329888,0.007002013,0.01790464,0.037953153,0.009618006,1.7014208
118,2.1097279,2.0782247,0.3356869,0.010890187,0.018421352,0.026254041,0.0065434505,1.8168284
119,2.0396643,1.584243,0.4263144,0.0023970813,0.00920849,0.0015001248,0.015330617,1.8426195
120,1.9001739,1.7649978,0.3897804,0.025447888,0.0072412235,0.005593016,0.005525895,2.0580554
121,2.143913,2.219813,0.5044868,0.0034394064,0.0041873422,0.06653903,0.0094584795,1.8118247
122,2.2499206,1.7198721,0.67240185,0.017481236,0.00015740382,0.0013713181,0.0013278038,1.738472
123,2.3150785,2.1203394,0.5633579,0.045044363,0.006689253,0.000500551,0.0037625134,2.2125874
124,2.0095768,1.7509298,0.6342016,0.05667224,0.05576109,0.005831532,0.0074409656,1.8105543
125,1.9547164,1.7621367,0.6503522,0.0022942284,0.0003599143,0.027559668,0.0012370228,1.804652
126,2.4376833,2.2013705,0.60455793,0.002414329,0.0039939606,0.03760257,0.033590984,2.0873165
127,1.7059276,2.193163,0.7889508,0.005568927,0.00036746706,0.027566884,0.003859185,1.6973519
128,1.9943347,1.7280267,0.7011333,0.12747052,0.0120029505,0.016024362,0.0034803727,1.8970613
129,1.4266754,2.193666,0.7321679,0.010903929,0.0006274104,0.0061606825,0.010679095,2.1036403
130,2.0451891,1.9000038,0.87546813,0.009322993,0.0022138942,0.01052989,0.001582793,1.9090385
131,1.2751952,2.0714881,1.0043646,0.07087944,0.015053073,0.023607694,0.052732553,1.8210106
132,2.048012,2.0086935,0.93996865,0.08563205,0.00013366166,0.038212884,0.037929833,2.3560538
133,1.6783456,2.5013983,0.9160569,0.020904526,0.0024716032,0.006921009,0.01694989,2.2444608
134,1.4809433,1.8633437,1.0591233,0.03379587,0.011627238,0.026253227,0.009905143,1.9508198
135,1.8204504,2.2187283,0.9924877,0.06652479,0.05058219,0.13686311,0.22260734,1.965278
136,1.6296835,1.3318659,1.161598,0.018528523,0.08545459,0.01157207,0.007766376,1.7731097
137,2.112179,1.5177493,1.1922071,0.012874369,0.013287775,0.0036433253,0.13383654,1.4072745
138,1.4072932,1.943596,1.2204899,0.0032390624,0.0042204815,0.024118599,0.0010521166,2.0895824
139,3.047858,2.292777,1.1668125,0.03482033,0.05188281,0.0017557231,0.009423983,1.8267285
140,2.4314923,2.4645736,1.0530448,0.013147803,0.0012388075,0.003685873,0.010465551,2.2525141
141,2.411951,2.9419048,1.0699354,0.0053055547,0.0029131484,0.017445927,0.00025162005,1.7305254
142,1.9843506,1.6614869,1.2024474,0.005535263,0.0048565175,0.0159422,0.079906106,2.1319306
143,1.5754081,1.6999004,1.3007667,0.05654931,0.026607014,0.0016181445,0.0031906622,2.1667457
144,2.2558324,2.4093723,1.1901585,0.011734394,0.0111471135,0.00682219,0.004334699,2.346779
145,1.6255027,2.2825866,1.3264563,0.0050934805,0.0018425924,0.015289689,0.0037617865,1.8946666
146,2.2994494,1.4785992,1.1875767,0.018493991,0.07763807,0.047704194,0.026342709,2.697717
147,1.555284,2.192556,1.4504943,0.006115085,0.0022453421,0.006866861,0.0007851535,2.117136
148,2.403271,2.2242198,1.3324583,0.025003104,0.00431676,0.00049898133,0.027482834,2.315543
149,2.0308952,1.533418,1.4547738,0.09190036,0.017310947,0.13544416,0.06008694,1.9350538
150,1.7386818,1.2769635,1.5412633,0.01637262,0.026769256,0.060551796,0.0042028097,2.3916066
151,2.374063,1.8036722,1.3406887,0.00036186,0.06704342,0.04431656,0.08091924,1.4710189
152,2.011001,1.7532952,1.4641327,0.0011151248,0.016031725,0.009627063,0.0034984618,2.049538
153,2.3672264,2.5435991,1.3706588,0.011553601,0.00032948988,0.0014380615,0.0052884263,2.0142014
154,2.096049,2.2661028,1.4178678,0.00038485523,0.053150464,0.0008139133,0.06961212,1.8296645
155,1.4342189,1.7206907,1.6477401,0.002124693,0.016079392,0.0045967097,0.07357173,1.8064498
156,1.5908084,1.337937,1.6506193,0.10563386,0.22291939,0.066368505,0.0048915492,1.9337806
157,2.2439277,1.9773992,1.5697477,0.052766524,0.0071516843,0.019083459,0.028724864,2.8104267
158,2.396717,1.5954213,1.2737919,0.24423638,0.4859287,0.20549573,0.014329287,1.7288811
159,2.3886602,2.5657892,1.5974668,0.0038930457,0.04592237,0.019889457,0.0006130084,2.3269722
160,1.7833655,2.2100694,1.5367262,0.015841994,0.015610258,0.0053985463,0.020412568,1.9620084
161,2.1683831,2.1265893,1.4505435,0.026668647,0.019677754,0.02553448,0.03741382,1.8008698
162,1.756485,1.1582977,1.8508021,0.022322958,0.0079650525,0.021913493,0.027376682,1.7886313
163,2.2232738,1.91912,1.5863523,0.0070282463,0.025885897,0.001808043,0.0041491934,2.73029
164,1.747271,2.1408982,1.6642516,0.00094048376,0.002189047,0.044893377,0.042344425,2.1823444
165,2.8542633,2.4079237,1.8103139,0.011811767,0.004022141,0.0027765096,0.0022911872,2.082468
166,2.7593095,2.7462914,1.8726541,0.06840716,0.007592919,3.6042702e-06,0.040215883,2.3853962
167,1.7346728,1.9245791,1.6741022,0.07033112,0.0405451,0.028099816,0.01493896,1.8780228
168,2.3107576,1.9341071,1.6395915,0.028341692,0.0019672061,0.016705211,0.05736287,2.0301673
169,2.7646632,1.9100206,1.707221,0.0041448185,0.029558696,0.051860496,0.012319867,2.3104014
170,1.8682362,2.3204277,1.5649474,0.000999126,0.024173558,0.027296623,0.029965008,1.628314
171,2.1647654,2.9934335,1.6933091,0.0567625,0.026350873,0.13238916,0.027156899,1.7760122
172,2.2453444,1.854939,1.7069205,0.010549428,0.12976529,0.03953321,0.029658101,2.6737397
173,2.0012405,2.1189163,1.5992454,0.058592513,0.067230135,0.016516175,0.013780769,1.9012434
174,2.116394,1.9174973,1.6645107,0.09318611,0.02567279,0.07940203,0.005708114,2.157576
175,2.3457546,2.549714,1.8827945,0.085329235,0.030110836,0.057841167,6.8774156e-05,2.024862
176,2.0920706,2.1308558,1.5538087,0.16188419,0.086549334,0.27365118,0.039832573,2.1481967
177,1.7530277,1.7199302,1.8211329,0.024439696,0.11905889,0.06214853,0.028642751,1.6542304
178,2.0123875,1.8944744,1.7360431,0.00059733656,0.0059105246,0.016016748,0.0006424527,1.8661774
179,2.4125788,2.7661068,1.9945219,0.040133152,0.037209634,0.04018596,0.043069944,1.7209258
180,1.8851125,1.9721699,1.7860543,0.08702821,0.017785206,0.032624763,0.0014820885,2.208316
181,1.8207823,2.0349205,1.7986302,0.005841102,0.059310637,0.0101486435,0.070727564,1.7804264
182,2.420648,1.6872528,1.9588696,0.008777671,0.03272243,0.04239717,0.0064128153,1.6958805
183,2.3641064,2.3983357,2.026959,0.043883376,0.01380007,0.025907626,0.011654067,1.8799422
184,1.5633438,1.7026348,1.9718573,0.16835909,0.013833464,0.0027666802,0.039468892,1.6422641
185,2.228351,2.14221,1.8436491,0.056249313,0.005091538,0.025521215,0.010397686,1.8233172
186,2.2565236,2.049978,1.8582323,0.03480206,0.0003621747,0.033335645,0.01744915,1.5204666
187,1.6196212,1.6189158,2.2688997,0.0009110287,0.013389306,0.028071702,0.056551322,1.9646044
188,1.4561888,2.3558648,1.9238942,0.03909119,0.09647513,0.049184684,0.043348487,1.9081951
189,1.6397101,2.1439762,1.9024245,0.067396946,0.026311783,0.0021759511,0.07561039,2.0390406
190,2.1785555,2.089962,1.8789388,0.034242228,0.0027187774,0.008153602,0.057586756,2.0181336
191,1.7470177,2.252461,1.8784534,0.0036325126,0.027138285,0.009622473,0.0021643776,1.968109
192,1.6205505,1.95916,1.9663495,0.009561323,0.0738266,0.0031432991,0.105820484,1.7330546
193,2.2181752,2.1329587,1.7361144,0.0785876,0.037630852,0.22293091,0.0008651436,1.7678989
194,2.133436,1.8389398,2.0417678,0.035546705,0.039089423,0.049582414,0.009556256,1.974093
195,2.2210908,2.0238895,1.96481,0.0004017802,0.010324056,0.027406,0.046579193,1.550305
196,1.6624472,1.687289,2.3903813,0.06075747,0.058324173,0.1630432,0.014683343,1.9243795
197,1.5640694,1.3521224,2.0398695,0.25625676,0.4759401,0.35886437,0.031641506,1.8909497
198,2.827023,1.8275645,1.613718,0.5468095,0.13619648,0.13561581,0.18041998,2.0571606
199,2.2370615,2.241623,1.7469769,0.14630106,0.17092825,0.14375292,0.014706674,1.774647
200,2.5629218,1.9164616,2.1985614,0.013200134,0.00681941,0.002423299,0.0008098529,2.0281355
201,1.5607461,2.1112947,2.1949735,0.029978164,0.088090815,0.024161749,0.06589202,2.104638
202,2.0794914,1.6189154,2.521439,0.016063347,0.012928469,0.005900185,0.054894336,1.5660558
203,2.7394338,1.8615043,2.1800807,0.0022499282,0.0031875675,0.025463227,0.002950418,1.8496071
204,1.8105291,1.716848,1.7241167,0.12772055,0.39653838,0.22091345,0.037060656,1.8779801
205,1.7409939,2.0570314,1.8721344,0.02752849,0.07465737,0.0022251091,0.01061937,1.3666351
206,1.4421142,1.8146677,2.6712446,0.016664874,0.0772881,0.0017206914,0.0008455566,2.1649103
207,1.8819696,1.8153664,2.5459502,0.16113822,0.09641443,0.06860713,0.04919589,1.9083589
208,2.3300488,1.9865501,1.9401567,0.114040434,0.16021745,0.22616315,0.0061867116,1.2336754
209,2.4086714,1.5412502,2.6670825,0.0037356094,0.030235548,0.023524705,0.0004536468,2.1347506
210,1.9673709,2.0017388,2.6589181,0.07454994,0.07828312,0.08525263,0.036049087,2.0500515
211,2.5042312,1.8432821,2.1375816,0.20085575,0.10628857,0.30723047,0.02157549,2.2884667
212,1.9253366,2.0239856,2.0264995,0.17198661,0.14635363,0.07775345,0.0066202036,1.7937399
213,1.864899,2.4183815,2.54986,0.014773744,0.0835238,0.015068616,0.0030726441,2.331013
214,1.7036844,2.1897218,2.2612336,0.39015245,0.26628867,0.20891199,0.025009127,1.478761
215,2.1253126,2.4580297,1.9164752,0.2119722,0.35878155,0.13233265,0.0058313464,1.313497
216,1.6724474,2.1905155,2.056175,0.16617802,0.15431562,0.121252485,0.0016275849,2.4021153
217,1.8771361,2.2707894,1.5846664,0.37392434,0.22950156,0.13516498,0.049127586,1.7701093
218,0.00741544,0.013485754,0.074195705,1.1118534,0.068365574,0.001405398,0.017126968,0.008754154
219,2.0697558,2.0953286,2.2556095,0.22860348,0.18993042,0.28120077,0.0360279,2.4605744
220,2.3487623,1.7844944,2.5880919,0.47629708,0.5159649,0.24023764,0.0010721129,1.7361761
221,0.07854509,0.0050904923,0.0025645744,1.2029436,0.005437754,0.009051513,0.020852005,0.012288669
222,2.3933,1.8392166,1.971708,0.46111473,0.31979838,0.30925316,0.0047227736,2.1266248
223,2.2969701,2.0573938,1.5921738,0.46736357,0.38832894,0.62320197,0.034069933,2.8492882
224,1.8913847,1.819442,1.5889336,0.3552497,0.25515065,0.5626291,0.006461595,1.8998474
225,2.4801588,1.7535391,1.8285834,0.44180125,0.546209,0.348581,0.030891554,1.7367567
226,0.31163052,0.042582244,0.006748214,1.40986,0.014377893,0.0018873852,0.0031056632,0.4224487
227,1.7899941,2.298432,1.4871787,0.5721034,0.5647259,0.23034506,0.0032686328,1.5553762
228,2.143519,2.3752375,2.0796425,0.36646056,0.49455398,0.3879362,0.0062913,2.1768563
229,0.00054820674,0.061582442,0.0004708702,1.3043963,0.01145378,0.014102037,4.65719e-05,0.060848203
230,1.6350507,1.9095491,1.3683807,0.69332975,0.5937518,0.37741092,0.001205979,2.381888
231,2.1159537,1.9948192,1.6905788,0.7390865,0.38350582,0.26109755,0.0335521,2.1713161
232,0.0029294116,0.0005767764,0.0024637296,1.3348589,0.020478167,0.0132281035,0.008629272,0.014085577
233,2.454762,1.9382333,1.7829117,0.7549548,0.54707265,0.42361733,0.024386814,1.5628355
234,0.039865334,0.02828837,0.007210967,1.3935547,0.00223814,0.0024708174,0.06286558,0.019528225
235,1.660728,2.3743575,1.6914473,0.36349717,0.53235936,0.5190344,0.0109173665,1.9638896
236,0.04141387,0.009486149,0.020714384,1.4173075,0.044243187,0.0074841543,0.0118931765,0.0053246412
237,0.037995774,0.0005807932,0.060543485,1.3840641,0.047685124,0.0050358614,0.002894416,0.086223416
238,0.008894739,0.013782059,0.0157045,1.4117756,0.0030075822,0.021677207,0.0012810737,0.071610756
239,1.8367352,2.1364877,1.5661272,0.38710552,0.8682877,0.259085,0.0011219496,1.7399266
240,2.3221128,2.0954187,1.6793486,0.71383166,0.36367857,0.61512077,0.003877926,1.9878297
241,0.0052731484,0.0018104847,0.039373174,1.4196647,0.0017399936,0.008379507,0.0322872,0.017242825
242,0.020032244,0.019080782,0.0042101173,1.4514049,0.028790817,0.00075665105,0.02154227,0.028043777
243,0.011673817,0.0059701796,0.056987256,1.4264958,0.027914941,0.0029693139,0.0075179716,0.037574504
244,1.8661034,2.2528403,2.129267,0.5323578,0.49501577,0.6923483,0.0030086082,1.9999262
245,1.7068381,2.474242,1.7454765,0.6723882,0.69125515,0.60062104,0.034604117,2.4554935
246,0.11728628,0.010931706,0.009837234,1.5114439,0.021945141,0.00542838,0.0012638199,0.014276898
247,2.000245,2.4292903,2.347355,0.780994,0.7313555,0.45704785,0.06884399,2.4518938
248,2.3764513,2.9096751,2.1779637,0.50276846,0.78001106,0.72151655,0.024709696,1.8412088
249,0.08907829,0.00054462487,0.018309055,1.5318767,0.0537299,0.0052901558,0.030926658,0.028241219
250,0.015369171,0.07128334,0.039700203,1.4819455,0.0044343863,0.0044658342,0.033233363,0.011748366
251,0.019694466,0.0041391533,0.049885374,1.4807433,0.0048000114,0.006578309,0.009647208,0.028535122
252,2.0798626,2.41363,2.0058806,0.4968099,0.46774343,1.10724,0.0003385736,2.9193983
253,0.016657548,0.0060331626,0.08896051,1.5523441,0.0040545515,0.0016267543,0.008839533,0.025771806
254,0.0073204916,0.003636655,0.0014769521,1.6479656,0.004727552,0.002949906,0.009294721,0.02347291
255,0.05818069,0.019986162,0.0105741015,1.6213323,0.0009801144,0.001155066,0.038894054,0.003851946
256,0.0065447195,0.012499271,0.0031572848,1.6347013,0.03580013,0.0013403194,0.008975894,0.00877774
257,1.9498489,2.129848,2.0409834,0.5353985,0.90584356,0.5478435,0.0056590135,2.1502368
258,0.08617317,0.0043384368,0.009221457,1.6450108,0.0042850375,0.0109084,0.01787477,0.032385543
259,0.14550017,0.007390443,0.052254997,1.5482948,0.0070500257,0.025552815,0.015474027,0.1670698
260,0.00544597,0.0019314272,0.38660398,1.4483744,0.010935216,0.0026866447,0.015043343,0.046730682
261,0.028182259,0.0073170653,0.0013710436,1.669661,0.1549644,0.015667414,0.003031209,0.0083175525
262,0.0035563696,0.009595332,0.016339619,1.6806597,0.015123683,0.027453855,0.0032291326,0.0018262692
263,0.013383468,0.013527059,0.04762848,1.6726482,0.13103625,0.005046938,0.015619532,0.0019965013
264,0.016598936,0.04498053,0.009315947,1.6632994,0.009689759,0.12815674,0.0017431368,0.005385334
265,0.062231194,0.053292777,0.04231355,1.4580452,0.24444495,0.23924275,0.14624321,0.34083512
266,0.010013393,0.008204995,0.008988267,1.7058305,0.05653923,0.021114802,0.05770086,0.005173198
267,2.1252062,1.8564069,1.831565,0.5700689,0.7453678,0.8104035,0.014235831,1.829923
268,0.0009897087,0.007297083,0.008940423,1.7318114,0.021062108,0.0039546154,0.017966697,0.0060505294
269,0.123423114,0.055199448,0.011592398,1.7040038,0.00020064018,0.057508368,0.00047368088,0.0064298473
270,0.032265227,0.008165411,0.012876068,1.7299283,0.0030185974,0.016746366,0.03616573,0.031742346
271,0.011875712,0.008482503,0.07620023,1.7230941,0.05382148,0.053098705,0.0060267136,0.019250426
272,0.025199063,0.0044481303,0.043660607,1.7378101,0.0414545,0.030275265,0.072141245,0.013204347
273,0.006152658,0.013184226,0.0040341155,1.7621366,0.03889029,0.00050142565,0.0039266096,0.02970199
274,0.006094502,0.024219425,0.007382289,1.7396002,0.009791706,0.045291908,0.034786727,0.05663714
