,PseudoTime1,PseudoTime2
E102_3,NA,0.00126
E641_776,0.97481,NA
E142_761,0.95592,NA
E185_680,NA,0.8539
E114_624,NA,0.78338
E150_433,0.54282,NA
E290_732,NA,0.9194
E828_31,0.03652,NA
E37_535,0.67128,NA
E600_302,NA,0.37783
E833_397,NA,0.49748
E35_512,NA,0.64232
E639_719,NA,0.90302
E663_375,NA,0.46977
E364_94,0.11587,NA
E227_562,0.70529,NA
E798_207,NA,0.25819
E777_23,NA,0.02645
E55_170,NA,0.21159
E312_537,NA,0.6738
E302_624,NA,0.78338
E499_736,NA,0.92443
E712_164,NA,0.20403
E907_594,0.74559,NA
E89_580,NA,0.72796
E854_413,NA,0.51763
E282_83,0.10202,NA
E815_314,NA,0.39295
E681_165,0.20529,NA
E927_216,NA,0.26952
E637_322,NA,0.40302
E459_87,NA,0.10705
E725_382,0.47859,NA
E581_496,0.62217,NA
E291_520,0.65239,NA
E882_326,NA,0.40806
E255_643,0.8073,NA
E662_70,0.08564,NA
E394_663,0.83249,NA
E183_674,0.84635,NA
E674_159,0.19773,NA
E215_27,0.03149,NA
E182_739,0.92821,NA
E979_168,NA,0.20907
E269_426,0.53401,NA
E664_463,NA,0.5806
E135_443,NA,0.55542
E190_696,NA,0.87406
E988_357,NA,0.4471
E362_386,NA,0.48363
E620_52,0.06297,NA
E143_433,NA,0.54282
E744_631,0.79219,NA
E670_561,0.70403,NA
E64_427,NA,0.53526
E154_392,0.49118,NA
E945_681,0.85516,NA
E7_513,0.64358,NA
E314_293,NA,0.3665
E919_583,NA,0.73174
E133_184,0.22922,NA
E329_358,NA,0.44836
E368_511,0.64106,NA
E402_44,0.0529,NA
E151_36,0.04282,NA
E763_220,NA,0.27456
E115_109,NA,0.13476
E69_358,NA,0.44836
E780_453,NA,0.56801
E750_75,NA,0.09194
E113_122,NA,0.15113
E587_346,NA,0.43325
E485_196,NA,0.24433
E481_602,NA,0.75567
E991_517,NA,0.64861
E193_65,0.07935,NA
E976_778,NA,0.97733
E189_289,NA,0.36146
E224_546,0.68514,NA
E982_46,NA,0.05542
E318_317,NA,0.39673
E511_369,NA,0.46222
E575_346,NA,0.43325
E845_589,0.73929,NA
E149_659,NA,0.82746
E231_193,NA,0.24055
E167_392,NA,0.49118
E884_438,0.54912,NA
E829_398,NA,0.49874
E159_133,NA,0.16499
E130_21,NA,0.02393
E230_599,0.75189,NA
E122_212,0.26448,NA
E67_199,0.24811,NA
E489_389,NA,0.48741
E596_211,0.26322,NA
E482_67,NA,0.08186
E427_408,0.51134,NA
E536_756,NA,0.94962
E505_163,NA,0.20277
E476_409,0.51259,NA
E838_347,NA,0.43451
E405_309,0.38665,NA
E896_424,0.53149,NA
E680_404,NA,0.5063
E685_67,0.08186,NA
E529_269,NA,0.33627
E578_407,NA,0.51008
E765_711,NA,0.89295
E345_372,NA,0.46599
E455_235,0.29345,NA
E28_254,NA,0.31738
E839_763,NA,0.95844
E407_504,NA,0.63224
E837_442,0.55416,NA
E474_58,NA,0.07053
E952_442,0.55416,NA
E294_249,NA,0.31108
E104_395,0.49496,NA
E206_514,0.64484,NA
E734_425,NA,0.53275
E704_328,NA,0.41058
E202_453,0.56801,NA
E399_657,0.82494,NA
E613_362,NA,0.4534
E144_420,NA,0.52645
E468_719,0.90302,NA
E645_345,0.43199,NA
E334_404,0.5063,NA
E273_392,0.49118,NA
E971_149,NA,0.18514
E850_176,NA,0.21914
E156_790,0.99244,NA
E891_641,NA,0.80479
E195_695,0.8728,NA
E603_434,0.54408,NA
E516_304,0.38035,NA
E391_524,0.65743,NA
E836_29,NA,0.03401
E877_574,0.7204,NA
E558_320,NA,0.4005
E590_626,NA,0.78589
E303_795,NA,0.99874
E498_440,NA,0.55164
E29_179,0.22292,NA
E267_646,0.81108,NA
E878_604,0.75819,NA
E293_620,0.77834,NA
E846_468,0.5869,NA
E188_354,0.44332,NA
E929_735,NA,0.92317
E232_363,NA,0.45466
E638_186,NA,0.23174
E526_236,NA,0.29471
E921_387,0.48489,NA
E728_785,NA,0.98615
E94_229,0.28589,NA
E23_163,NA,0.20277
E491_450,NA,0.56423
E119_507,NA,0.63602
E774_37,0.04408,NA
E986_279,NA,0.34887
E26_404,NA,0.5063
E404_340,NA,0.42569
E419_664,0.83375,NA
E654_370,NA,0.46348
E554_108,0.1335,NA
E168_565,0.70907,NA
E435_288,0.3602,NA
E247_384,0.48111,NA
E841_630,NA,0.79093
E30_753,NA,0.94584
E4_659,NA,0.82746
E695_640,NA,0.80353
E38_796,NA,1.0
E93_271,0.33879,NA
E648_385,0.48237,NA
E748_697,0.87531,NA
E6_94,NA,0.11587
E495_341,0.42695,NA
E571_782,NA,0.98237
E965_793,0.99622,NA
E297_9,0.00882,NA
E379_428,NA,0.53652
E856_584,0.733,NA
E733_380,0.47607,NA
E278_128,0.15869,NA
E786_224,0.2796,NA
E805_121,0.14987,NA
E325_398,NA,0.49874
E608_592,0.74307,NA
E106_370,NA,0.46348
E74_648,0.8136,NA
E54_271,NA,0.33879
E873_645,0.80982,NA
E761_582,NA,0.73048
E688_496,NA,0.62217
E248_213,NA,0.26574
E868_329,0.41184,NA
E826_391,NA,0.48992
E319_530,0.66499,NA
E217_445,NA,0.55793
E830_408,NA,0.51134
E358_146,NA,0.18136
E488_338,NA,0.42317
E875_779,0.97859,NA
E879_73,NA,0.08942
E141_258,0.32242,NA
E448_453,0.56801,NA
E707_785,0.98615,NA
E634_316,NA,0.39547
E942_339,NA,0.42443
E272_45,0.05416,NA
E773_559,0.70151,NA
E792_670,NA,0.84131
E893_205,NA,0.25567
E354_249,0.31108,NA
E565_193,NA,0.24055
E969_62,0.07557,NA
E995_633,NA,0.79471
E321_329,NA,0.41184
E727_416,0.52141,NA
E140_636,0.79849,NA
E72_386,0.48363,NA
E169_649,NA,0.81486
E421_137,NA,0.17003
E25_45,0.05416,NA
E375_762,0.95718,NA
E434_395,0.49496,NA
E59_114,0.14106,NA
E806_585,0.73426,NA
E768_589,0.73929,NA
E694_161,NA,0.20025
E251_671,NA,0.84257
E463_110,0.13602,NA
E737_138,NA,0.17128
E306_335,NA,0.4194
E640_686,NA,0.86146
E396_792,0.99496,NA
E881_70,0.08564,NA
E666_603,0.75693,NA
E984_388,0.48615,NA
E659_372,0.46599,NA
E48_332,NA,0.41562
E999_232,NA,0.28967
E411_323,NA,0.40428
E935_575,NA,0.72166
E359_404,0.5063,NA
E557_419,0.52519,NA
E225_424,NA,0.53149
E885_639,0.80227,NA
E621_633,0.79471,NA
E514_330,NA,0.4131
E374_371,NA,0.46474
E562_594,NA,0.74559
E213_793,0.99622,NA
E70_373,NA,0.46725
E236_735,NA,0.92317
E57_365,0.45718,NA
E720_403,0.50504,NA
E308_394,NA,0.4937
E258_553,NA,0.69395
E910_513,NA,0.64358
E949_742,NA,0.93199
E279_719,0.90302,NA
E764_62,NA,0.07557
E186_161,NA,0.20025
E619_543,NA,0.68136
E941_342,NA,0.42821
E250_630,NA,0.79093
E296_150,NA,0.1864
E758_342,NA,0.42821
E210_259,0.32368,NA
E286_755,NA,0.94836
E513_581,0.72922,NA
E900_202,NA,0.25189
E647_395,NA,0.49496
E933_636,NA,0.79849
E158_116,0.14358,NA
E367_291,NA,0.36398
E397_5,NA,0.00378
E678_772,NA,0.96977
E110_190,0.23678,NA
E209_188,0.23426,NA
E363_735,0.92317,NA
E416_642,NA,0.80605
E957_280,NA,0.35013
E266_178,0.22166,NA
E401_512,0.64232,NA
E996_211,NA,0.26322
E408_554,NA,0.69521
E436_768,NA,0.96474
E818_727,0.9131,NA
E533_451,0.56549,NA
E180_250,NA,0.31234
E56_675,0.84761,NA
E400_166,0.20655,NA
E660_359,0.44962,NA
E693_157,0.19521,NA
E479_180,0.22418,NA
E433_30,NA,0.03526
E814_50,0.06045,NA
E797_379,0.47481,NA
E422_282,NA,0.35264
E591_38,0.04534,NA
E492_546,0.68514,NA
E264_372,0.46599,NA
E649_603,NA,0.75693
E552_230,0.28715,NA
E598_6,NA,0.00504
E218_168,0.20907,NA
E599_445,NA,0.55793
E221_740,NA,0.92947
E127_545,NA,0.68388
E136_264,0.32997,NA
E539_190,NA,0.23678
E757_487,NA,0.61083
E834_516,0.64736,NA
E646_754,0.9471,NA
E520_716,0.89924,NA
E330_727,0.9131,NA
E716_216,0.26952,NA
E211_360,NA,0.45088
E842_386,0.48363,NA
E11_70,0.08564,NA
E913_646,0.81108,NA
E165_3,NA,0.00126
E964_128,NA,0.15869
E751_361,NA,0.45214
E504_178,0.22166,NA
E978_600,NA,0.75315
E888_787,NA,0.98866
E352_12,0.01259,NA
E366_738,0.92695,NA
E494_371,0.46474,NA
E446_458,NA,0.57431
E172_787,NA,0.98866
E333_591,0.74181,NA
E228_635,NA,0.79723
E858_583,NA,0.73174
E702_174,0.21662,NA
E810_247,0.30856,NA
E147_355,NA,0.44458
E521_663,NA,0.83249
E904_692,0.86902,NA
E736_14,0.01511,NA
E895_592,NA,0.74307
E812_505,0.6335,NA
E612_96,NA,0.11839
E943_68,0.08312,NA
E717_316,0.39547,NA
E486_146,0.18136,NA
E5_263,0.32872,NA
E58_721,NA,0.90554
E541_640,NA,0.80353
E15_81,NA,0.0995
E617_569,NA,0.71411
E998_77,NA,0.09446
E8_140,0.1738,NA
E642_133,NA,0.16499
E275_164,NA,0.20403
E475_190,NA,0.23678
E809_676,0.84887,NA
E259_105,0.12972,NA
E287_512,NA,0.64232
E471_687,NA,0.86272
E974_227,NA,0.28338
E595_510,NA,0.6398
E153_653,0.8199,NA
E970_99,0.12217,NA
E592_153,0.19018,NA
E548_437,NA,0.54786
E852_613,0.76952,NA
E155_352,0.44081,NA
E601_355,0.44458,NA
E82_727,NA,0.9131
E31_636,NA,0.79849
E18_53,0.06423,NA
E2_31,0.03652,NA
E700_385,0.48237,NA
E148_554,0.69521,NA
E192_594,NA,0.74559
E170_449,0.56297,NA
E771_769,NA,0.96599
E636_463,0.5806,NA
E746_74,NA,0.09068
E369_628,NA,0.78841
E316_755,NA,0.94836
E418_247,NA,0.30856
E120_79,NA,0.09698
E920_792,NA,0.99496
E990_22,NA,0.02519
E635_350,NA,0.43829
E738_169,0.21033,NA
E684_611,0.767,NA
E47_642,NA,0.80605
E410_783,0.98363,NA
E21_153,0.19018,NA
E535_358,0.44836,NA
E855_779,0.97859,NA
E735_369,0.46222,NA
E107_739,NA,0.92821
E543_79,NA,0.09698
E769_250,0.31234,NA
E912_245,0.30605,NA
E577_785,NA,0.98615
E487_445,NA,0.55793
E632_197,0.24559,NA
E831_506,0.63476,NA
E240_176,NA,0.21914
E234_100,0.12343,NA
E517_96,0.11839,NA
E34_591,NA,0.74181
E901_116,NA,0.14358
E903_212,0.26448,NA
E701_497,NA,0.62343
E73_586,0.73552,NA
E276_340,0.42569,NA
E490_324,0.40554,NA
E644_202,NA,0.25189
E462_310,NA,0.38791
E341_160,NA,0.19899
E284_683,0.85768,NA
E346_135,NA,0.16751
E960_266,NA,0.33249
E508_283,0.3539,NA
E730_687,NA,0.86272
E237_613,NA,0.76952
E493_15,0.01637,NA
E547_636,NA,0.79849
E41_511,0.64106,NA
E212_698,NA,0.87657
E253_432,NA,0.54156
E822_636,0.79849,NA
E220_401,NA,0.50252
E162_574,NA,0.7204
E793_784,0.98489,NA
E911_340,0.42569,NA
E283_388,NA,0.48615
E615_431,NA,0.5403
E295_593,NA,0.74433
E754_290,0.36272,NA
E860_670,0.84131,NA
E76_753,0.94584,NA
E14_227,NA,0.28338
E992_403,0.50504,NA
E86_511,0.64106,NA
E959_767,NA,0.96348
E936_565,0.70907,NA
E310_424,NA,0.53149
E313_308,NA,0.38539
E46_79,0.09698,NA
E371_472,NA,0.59194
E389_277,0.34635,NA
E445_333,0.41688,NA
E249_478,0.5995,NA
E766_280,NA,0.35013
E961_159,0.19773,NA
E403_232,0.28967,NA
E542_378,0.47355,NA
E722_412,0.51637,NA
E222_436,0.5466,NA
E288_622,NA,0.78086
E583_530,0.66499,NA
E270_3,0.00126,NA
E299_441,NA,0.5529
E555_516,0.64736,NA
E692_532,0.66751,NA
E238_80,0.09824,NA
E414_531,0.66625,NA
E331_587,NA,0.73678
E256_332,0.41562,NA
E887_269,NA,0.33627
E713_510,0.6398,NA
E582_589,NA,0.73929
E42_614,0.77078,NA
E387_237,0.29597,NA
E549_683,0.85768,NA
E198_710,0.89169,NA
E616_308,NA,0.38539
E661_725,0.91058,NA
E564_654,NA,0.82116
E594_735,0.92317,NA
E388_138,NA,0.17128
E553_405,NA,0.50756
E350_360,0.45088,NA
E441_743,0.93325,NA
E669_771,0.96851,NA
E40_17,0.01889,NA
E43_246,NA,0.3073
E987_513,0.64358,NA
E205_460,0.57683,NA
E580_165,NA,0.20529
E496_683,NA,0.85768
E344_13,0.01385,NA
E779_540,NA,0.67758
E705_285,NA,0.35642
E840_689,NA,0.86524
E17_541,0.67884,NA
E977_699,0.87783,NA
E219_753,0.94584,NA
E3_508,0.63728,NA
E44_487,NA,0.61083
E708_177,NA,0.2204
E785_740,0.92947,NA
E223_542,NA,0.6801
E679_41,0.04912,NA
E980_247,0.30856,NA
E567_224,NA,0.2796
E203_737,0.92569,NA
E802_414,NA,0.51889
E605_400,NA,0.50126
E579_302,0.37783,NA
E824_592,NA,0.74307
E886_139,NA,0.17254
E721_573,0.71914,NA
E624_736,NA,0.92443
E672_508,0.63728,NA
E981_749,NA,0.94081
E667_406,NA,0.50882
E365_371,NA,0.46474
E137_195,NA,0.24307
E602_175,NA,0.21788
E849_604,0.75819,NA
E604_744,NA,0.93451
E518_615,0.77204,NA
E207_302,NA,0.37783
E317_72,0.08816,NA
E770_293,NA,0.3665
E117_602,0.75567,NA
E643_19,NA,0.02141
E787_538,0.67506,NA
E233_708,0.88917,NA
E811_218,NA,0.27204
E340_547,NA,0.6864
E790_16,NA,0.01763
E328_359,0.44962,NA
E338_505,NA,0.6335
E947_617,NA,0.77456
E706_59,NA,0.07179
E243_573,0.71914,NA
E538_26,NA,0.03023
E710_704,NA,0.88413
E975_337,NA,0.42191
E271_118,0.1461,NA
E16_593,0.74433,NA
E305_244,0.30479,NA
E507_335,0.4194,NA
E906_270,0.33753,NA
E437_384,0.48111,NA
E461_599,NA,0.75189
E214_184,NA,0.22922
E954_400,0.50126,NA
E930_459,0.57557,NA
E125_308,0.38539,NA
E356_124,0.15365,NA
E179_757,0.95088,NA
E103_528,NA,0.66247
E320_335,0.4194,NA
E859_796,1.0,NA
E968_781,0.98111,NA
E519_310,NA,0.38791
E187_7,0.0063,NA
E963_179,0.22292,NA
E528_757,NA,0.95088
E778_544,NA,0.68262
E200_544,NA,0.68262
E22_212,NA,0.26448
E573_233,0.29093,NA
E665_732,NA,0.9194
E531_472,0.59194,NA
E823_590,0.74055,NA
E983_134,NA,0.16625
E668_742,0.93199,NA
E572_350,NA,0.43829
E931_34,NA,0.0403
E799_773,0.97103,NA
E630_32,NA,0.03778
E395_81,0.0995,NA
E241_371,0.46474,NA
E372_516,NA,0.64736
E924_240,NA,0.29975
E138_540,0.67758,NA
E923_333,0.41688,NA
E857_413,NA,0.51763
E650_505,NA,0.6335
E132_750,0.94207,NA
E79_772,0.96977,NA
E825_160,NA,0.19899
E85_204,NA,0.25441
E377_327,0.40932,NA
E99_149,0.18514,NA
E450_297,0.37154,NA
E563_267,0.33375,NA
E49_455,0.57053,NA
E610_507,0.63602,NA
E456_36,NA,0.04282
E864_378,NA,0.47355
E560_516,NA,0.64736
E199_252,0.31486,NA
E145_635,NA,0.79723
E164_686,0.86146,NA
E163_130,0.16121,NA
E465_169,0.21033,NA
E432_223,0.27834,NA
E756_754,0.9471,NA
E946_501,NA,0.62846
E843_151,0.18766,NA
E676_764,0.9597,NA
E609_738,NA,0.92695
E343_469,NA,0.58816
E532_563,NA,0.70655
E741_574,0.7204,NA
E835_24,0.02771,NA
E897_796,1.0,NA
E544_379,NA,0.47481
E473_524,0.65743,NA
E105_2,NA,0.0
E863_774,NA,0.97229
E915_149,NA,0.18514
E745_75,0.09194,NA
E285_582,0.73048,NA
E905_657,0.82494,NA
E216_151,0.18766,NA
E631_286,NA,0.35768
E32_30,NA,0.03526
E12_102,NA,0.12594
E817_3,NA,0.00126
E173_137,0.17003,NA
E788_226,0.28212,NA
E263_705,NA,0.88539
E244_404,0.5063,NA
E784_102,NA,0.12594
E515_93,0.11461,NA
E349_384,NA,0.48111
E68_666,0.83627,NA
E360_288,0.3602,NA
E420_602,0.75567,NA
E918_595,NA,0.74685
E100_356,0.44584,NA
E697_202,0.25189,NA
E742_391,0.48992,NA
E9_497,0.62343,NA
E204_364,0.45592,NA
E242_56,NA,0.06801
E383_623,0.78212,NA
E121_451,0.56549,NA
E623_740,NA,0.92947
E139_578,NA,0.72544
E966_450,0.56423,NA
E559_16,NA,0.01763
E683_4,NA,0.00252
E134_538,0.67506,NA
E606_50,0.06045,NA
E657_771,NA,0.96851
E50_563,0.70655,NA
E382_231,NA,0.28841
E235_490,0.61461,NA
E956_77,NA,0.09446
E466_307,0.38413,NA
E819_756,NA,0.94962
E176_780,NA,0.97985
E337_713,0.89547,NA
E111_133,NA,0.16499
E589_499,0.62594,NA
E457_97,NA,0.11965
E39_630,0.79093,NA
E60_37,NA,0.04408
E36_38,NA,0.04534
E426_515,0.6461,NA
E527_294,0.36776,NA
E512_46,NA,0.05542
E767_431,NA,0.5403
E91_239,0.29849,NA
E20_565,0.70907,NA
E324_351,0.43955,NA
E651_390,NA,0.48866
E922_298,0.3728,NA
E458_678,NA,0.85139
E832_136,0.16877,NA
E821_241,NA,0.30101
E19_269,NA,0.33627
E677_114,0.14106,NA
E245_740,NA,0.92947
E622_242,NA,0.30227
E484_196,NA,0.24433
E298_215,0.26826,NA
E550_717,NA,0.9005
E816_293,NA,0.3665
E376_82,NA,0.10076
E443_297,NA,0.37154
E95_451,NA,0.56549
E123_32,NA,0.03778
E718_599,NA,0.75189
E909_112,NA,0.13854
E760_778,NA,0.97733
E171_99,NA,0.12217
E584_471,NA,0.59068
E501_638,NA,0.80101
E951_87,0.10705,NA
E355_611,0.767,NA
E152_139,0.17254,NA
E629_211,0.26322,NA
E280_570,NA,0.71537
E118_53,0.06423,NA
E870_83,0.10202,NA
E686_226,0.28212,NA
E393_39,0.0466,NA
E711_207,0.25819,NA
E10_174,0.21662,NA
E381_375,0.46977,NA
E361_521,0.65365,NA
E503_553,0.69395,NA
E732_315,0.39421,NA
E804_459,0.57557,NA
E428_662,0.83123,NA
E813_519,0.65113,NA
E268_795,0.99874,NA
E675_134,NA,0.16625
E939_377,0.47229,NA
E937_450,NA,0.56423
E985_425,0.53275,NA
E534_302,NA,0.37783
E800_20,NA,0.02267
E574_505,0.6335,NA
E124_373,NA,0.46725
E673_387,NA,0.48489
E386_341,NA,0.42695
E384_436,NA,0.5466
E24_391,0.48992,NA
E997_637,0.79975,NA
E740_97,0.11965,NA
E509_473,0.5932,NA
E390_68,NA,0.08312
E749_171,NA,0.21285
E62_271,NA,0.33879
E917_410,0.51385,NA
E739_504,NA,0.63224
E869_441,NA,0.5529
E781_582,0.73048,NA
E537_449,0.56297,NA
E522_443,NA,0.55542
E157_275,0.34383,NA
E962_423,NA,0.53023
E566_37,0.04408,NA
E611_676,NA,0.84887
E126_160,0.19899,NA
E687_471,NA,0.59068
E696_781,0.98111,NA
E184_349,0.43703,NA
E467_123,0.15239,NA
E257_332,NA,0.41562
E246_644,0.80856,NA
E477_522,NA,0.65491
E926_608,0.76322,NA
E66_121,NA,0.14987
E440_570,0.71537,NA
E871_767,0.96348,NA
E65_159,0.19773,NA
E129_493,0.61839,NA
E90_473,NA,0.5932
E556_290,0.36272,NA
E112_41,NA,0.04912
E265_214,0.267,NA
E128_637,0.79975,NA
E655_619,NA,0.77708
E53_454,NA,0.56927
E78_76,0.0932,NA
E502_730,NA,0.91688
E894_167,NA,0.20781
E876_541,NA,0.67884
E653_644,0.80856,NA
E52_21,NA,0.02393
E83_129,0.15995,NA
E178_409,0.51259,NA
E783_234,0.29219,NA
E161_175,0.21788,NA
E177_624,NA,0.78338
E731_89,0.10957,NA
E585_331,NA,0.41436
E146_756,NA,0.94962
E934_208,0.25945,NA
E131_201,0.25063,NA
E424_506,NA,0.63476
E848_423,NA,0.53023
E801_382,NA,0.47859
E772_298,0.3728,NA
E993_484,NA,0.60705
E335_131,0.16247,NA
E353_476,0.59698,NA
E955_570,0.71537,NA
E925_188,NA,0.23426
E409_537,NA,0.6738
E174_197,0.24559,NA
E444_354,NA,0.44332
E254_604,0.75819,NA
E175_618,0.77582,NA
E116_219,0.2733,NA
E791_11,0.01134,NA
E546_656,NA,0.82368
E208_354,0.44332,NA
E92_285,0.35642,NA
E715_132,NA,0.16373
E775_137,NA,0.17003
E336_554,NA,0.69521
E689_373,NA,0.46725
E892_151,NA,0.18766
E726_477,0.59824,NA
E789_578,NA,0.72544
E597_585,0.73426,NA
E472_433,0.54282,NA
E191_222,NA,0.27708
E327_510,0.6398,NA
E412_716,0.89924,NA
E796_172,NA,0.21411
E385_537,NA,0.6738
E392_208,NA,0.25945
E451_285,NA,0.35642
E890_373,0.46725,NA
E827_503,0.63098,NA
E883_239,0.29849,NA
E551_54,NA,0.06549
E75_702,NA,0.88161
E357_355,0.44458,NA
E614_233,NA,0.29093
E197_343,0.42947,NA
E229_309,NA,0.38665
E699_692,0.86902,NA
E309_319,0.39924,NA
E568_682,NA,0.85642
E944_630,NA,0.79093
E342_703,0.88287,NA
E652_365,0.45718,NA
E872_706,NA,0.88665
E332_765,0.96096,NA
E524_239,NA,0.29849
E626_497,0.62343,NA
E464_72,0.08816,NA
E880_304,NA,0.38035
E914_415,0.52015,NA
E682_716,0.89924,NA
E460_374,NA,0.46851
E348_689,0.86524,NA
E108_419,0.52519,NA
E723_186,0.23174,NA
E753_675,NA,0.84761
E201_736,0.92443,NA
E497_372,0.46599,NA
E97_343,0.42947,NA
E500_258,NA,0.32242
E71_230,NA,0.28715
E300_434,0.54408,NA
E570_679,NA,0.85264
E470_596,0.74811,NA
E406_294,NA,0.36776
E627_664,NA,0.83375
E307_749,NA,0.94081
E795_38,0.04534,NA
E759_556,0.69773,NA
E417_563,0.70655,NA
E87_747,0.93829,NA
E109_622,0.78086,NA
E916_320,NA,0.4005
E80_647,0.81234,NA
E588_220,NA,0.27456
E729_61,NA,0.07431
E607_258,NA,0.32242
E194_298,NA,0.3728
E101_532,0.66751,NA
E889_535,NA,0.67128
E45_29,NA,0.03401
E656_40,0.04786,NA
E808_133,0.16499,NA
E847_488,NA,0.61209
E709_72,NA,0.08816
E84_392,NA,0.49118
E415_414,0.51889,NA
