SourceGENES,TargetGENES,Interaction,Edges
Gene  6 ,Gene  6 ,0,no regulation
Gene  6 ,Gene  7 ,0,no regulation
Gene  6 ,Gene  8 ,0,no regulation
Gene  6 ,Gene  9 ,0,no regulation
Gene  6 ,Gene  10 ,0,no regulation
Gene  6 ,Gene  11 ,0,no regulation
Gene  6 ,Gene  12 ,0,no regulation
Gene  6 ,Gene  13 ,0,no regulation
Gene  6 ,Gene  14 ,0,no regulation
Gene  6 ,Gene  15 ,0,no regulation
Gene  6 ,Gene  16 ,0,no regulation
Gene  6 ,Gene  17 ,0,no regulation
Gene  6 ,Gene  18 ,0,no regulation
Gene  7 ,Gene  1 ,0,no regulation
Gene  7 ,Gene  2 ,0,no regulation
Gene  7 ,Gene  3 ,0,no regulation
Gene  7 ,Gene  7 ,0,no regulation
Gene  7 ,Gene  8 ,0,no regulation
Gene  7 ,Gene  9 ,0,no regulation
Gene  7 ,Gene  10 ,0,no regulation
Gene  7 ,Gene  11 ,0,no regulation
Gene  7 ,Gene  12 ,0,no regulation
Gene  7 ,Gene  13 ,0,no regulation
Gene  7 ,Gene  14 ,0,no regulation
Gene  7 ,Gene  15 ,0,no regulation
Gene  7 ,Gene  16 ,0,no regulation
Gene  7 ,Gene  17 ,0,no regulation
Gene  7 ,Gene  18 ,0,no regulation
Gene  8 ,Gene  1 ,0,no regulation
Gene  8 ,Gene  2 ,0,no regulation
Gene  8 ,Gene  3 ,0,no regulation
Gene  8 ,Gene  7 ,0,no regulation
Gene  8 ,Gene  8 ,0,no regulation
Gene  8 ,Gene  9 ,0,no regulation
Gene  8 ,Gene  10 ,0,no regulation
Gene  8 ,Gene  11 ,0,no regulation
Gene  8 ,Gene  12 ,0,no regulation
Gene  8 ,Gene  13 ,0,no regulation
Gene  8 ,Gene  14 ,0,no regulation
Gene  8 ,Gene  15 ,0,no regulation
Gene  8 ,Gene  16 ,0,no regulation
Gene  8 ,Gene  17 ,0,no regulation
Gene  8 ,Gene  18 ,0,no regulation
Gene  9 ,Gene  1 ,0,no regulation
Gene  9 ,Gene  2 ,0,no regulation
Gene  9 ,Gene  7 ,0,no regulation
Gene  9 ,Gene  8 ,0,no regulation
Gene  9 ,Gene  9 ,0,no regulation
Gene  9 ,Gene  10 ,0,no regulation
Gene  9 ,Gene  11 ,0,no regulation
Gene  9 ,Gene  12 ,0,no regulation
Gene  9 ,Gene  13 ,0,no regulation
Gene  9 ,Gene  14 ,0,no regulation
Gene  9 ,Gene  15 ,0,no regulation
Gene  9 ,Gene  16 ,0,no regulation
Gene  9 ,Gene  17 ,0,no regulation
Gene  9 ,Gene  18 ,0,no regulation
Gene  10 ,Gene  1 ,0,no regulation
Gene  10 ,Gene  2 ,0,no regulation
Gene  10 ,Gene  3 ,0,no regulation
Gene  10 ,Gene  7 ,0,no regulation
Gene  10 ,Gene  8 ,0,no regulation
Gene  10 ,Gene  9 ,0,no regulation
Gene  10 ,Gene  10 ,0,no regulation
Gene  10 ,Gene  11 ,0,no regulation
Gene  10 ,Gene  12 ,0,no regulation
Gene  10 ,Gene  13 ,0,no regulation
Gene  10 ,Gene  16 ,0,no regulation
Gene  10 ,Gene  17 ,0,no regulation
Gene  10 ,Gene  18 ,0,no regulation
Gene  11 ,Gene  2 ,0,no regulation
Gene  11 ,Gene  3 ,0,no regulation
Gene  11 ,Gene  4 ,0,no regulation
Gene  11 ,Gene  5 ,0,no regulation
Gene  11 ,Gene  6 ,0,no regulation
Gene  11 ,Gene  7 ,0,no regulation
Gene  11 ,Gene  8 ,0,no regulation
Gene  11 ,Gene  11 ,0,no regulation
Gene  11 ,Gene  16 ,0,no regulation
Gene  11 ,Gene  17 ,0,no regulation
Gene  11 ,Gene  18 ,0,no regulation
Gene  12 ,Gene  4 ,0,no regulation
Gene  12 ,Gene  12 ,0,no regulation
Gene  13 ,Gene  4 ,0,no regulation
Gene  13 ,Gene  13 ,0,no regulation
Gene  13 ,Gene  16 ,0,no regulation
Gene  13 ,Gene  18 ,0,no regulation
Gene  14 ,Gene  1 ,0,no regulation
Gene  14 ,Gene  2 ,0,no regulation
Gene  14 ,Gene  3 ,0,no regulation
Gene  14 ,Gene  4 ,0,no regulation
Gene  14 ,Gene  5 ,0,no regulation
Gene  14 ,Gene  6 ,0,no regulation
Gene  14 ,Gene  7 ,0,no regulation
Gene  14 ,Gene  8 ,0,no regulation
Gene  14 ,Gene  9 ,0,no regulation
Gene  14 ,Gene  10 ,0,no regulation
Gene  14 ,Gene  11 ,0,no regulation
Gene  14 ,Gene  14 ,0,no regulation
Gene  14 ,Gene  16 ,0,no regulation
Gene  14 ,Gene  17 ,0,no regulation
Gene  14 ,Gene  18 ,0,no regulation
Gene  15 ,Gene  1 ,0,no regulation
Gene  15 ,Gene  2 ,0,no regulation
Gene  15 ,Gene  4 ,0,no regulation
Gene  15 ,Gene  5 ,0,no regulation
Gene  15 ,Gene  6 ,0,no regulation
Gene  15 ,Gene  7 ,0,no regulation
Gene  15 ,Gene  8 ,0,no regulation
Gene  15 ,Gene  9 ,0,no regulation
Gene  15 ,Gene  10 ,0,no regulation
Gene  15 ,Gene  12 ,0,no regulation
Gene  15 ,Gene  15 ,0,no regulation
Gene  15 ,Gene  16 ,0,no regulation
Gene  15 ,Gene  17 ,0,no regulation
Gene  15 ,Gene  18 ,0,no regulation
Gene  16 ,Gene  1 ,0,no regulation
Gene  16 ,Gene  2 ,0,no regulation
Gene  16 ,Gene  3 ,0,no regulation
Gene  16 ,Gene  4 ,0,no regulation
Gene  16 ,Gene  5 ,0,no regulation
Gene  16 ,Gene  6 ,0,no regulation
Gene  16 ,Gene  7 ,0,no regulation
Gene  16 ,Gene  8 ,0,no regulation
Gene  16 ,Gene  10 ,0,no regulation
Gene  16 ,Gene  11 ,0,no regulation
Gene  16 ,Gene  12 ,0,no regulation
Gene  16 ,Gene  13 ,0,no regulation
Gene  16 ,Gene  16 ,0,no regulation
Gene  16 ,Gene  17 ,0,no regulation
Gene  16 ,Gene  18 ,0,no regulation
Gene  17 ,Gene  2 ,0,no regulation
Gene  17 ,Gene  3 ,0,no regulation
Gene  17 ,Gene  4 ,0,no regulation
Gene  17 ,Gene  5 ,0,no regulation
Gene  17 ,Gene  6 ,0,no regulation
Gene  17 ,Gene  7 ,0,no regulation
Gene  17 ,Gene  9 ,0,no regulation
Gene  17 ,Gene  10 ,0,no regulation
Gene  17 ,Gene  11 ,0,no regulation
Gene  17 ,Gene  12 ,0,no regulation
Gene  17 ,Gene  13 ,0,no regulation
Gene  17 ,Gene  17 ,0,no regulation
Gene  17 ,Gene  18 ,0,no regulation
Gene  18 ,Gene  1 ,0,no regulation
Gene  18 ,Gene  2 ,0,no regulation
Gene  18 ,Gene  3 ,0,no regulation
Gene  18 ,Gene  4 ,0,no regulation
Gene  18 ,Gene  5 ,0,no regulation
Gene  18 ,Gene  6 ,0,no regulation
Gene  18 ,Gene  7 ,0,no regulation
Gene  18 ,Gene  8 ,0,no regulation
Gene  18 ,Gene  9 ,0,no regulation
Gene  18 ,Gene  10 ,0,no regulation
Gene  18 ,Gene  11 ,0,no regulation
Gene  18 ,Gene  12 ,0,no regulation
Gene  18 ,Gene  13 ,0,no regulation
Gene  18 ,Gene  14 ,0,no regulation
Gene  18 ,Gene  15 ,0,no regulation
Gene  18 ,Gene  18 ,0,no regulation
