Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:0035162,embryonic hemopoiesis,19_GO:0032502 developmental process,-7.8,1.4e+02,24,20836,31,19,4,21,9.4,12394|14460|21349|22761,Runx1|Gata1|Tal1|Zfpm1,-4.6
MyList,GO Biological Processes,19,GO:0045639,positive regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-7.3,48,15,20836,114,19,5,26,10,12394|14460|14582|21349|23871,Runx1|Gata1|Gfi1b|Tal1|Ets1,-4.1
MyList,GO Biological Processes,19,GO:0060215,primitive hemopoiesis,19_GO:0032502 developmental process,-7.1,3.3e+02,31,20836,10,19,3,16,8.4,14460|21349|22761,Gata1|Tal1|Zfpm1,-4
MyList,GO Biological Processes,19,GO:0006351,DNA-templated transcription,19_GO:0008152 metabolic process,-6.7,15,9.6,20836,518,19,7,37,11,12606|14025|14460|16477|17260|21349|23871,Cebpa|Bcl11a|Gata1|Junb|Mef2c|Tal1|Ets1,-3.7
MyList,GO Biological Processes,19,GO:0097659,nucleic acid-templated transcription,19_GO:0008152 metabolic process,-6.7,15,9.6,20836,519,19,7,37,11,12606|14025|14460|16477|17260|21349|23871,Cebpa|Bcl11a|Gata1|Junb|Mef2c|Tal1|Ets1,-3.7
MyList,GO Biological Processes,19,GO:0032774,RNA biosynthetic process,19_GO:0008152 metabolic process,-6.6,14,9.5,20836,531,19,7,37,11,12606|14025|14460|16477|17260|21349|23871,Cebpa|Bcl11a|Gata1|Junb|Mef2c|Tal1|Ets1,-3.7
MyList,GO Biological Processes,19,GO:1902105,regulation of leukocyte differentiation,19_GO:0002376 immune system process,-6.2,18,10,20836,359,19,6,32,11,12394|14582|20375|21349|22761|239985,Runx1|Gfi1b|Spi1|Tal1|Zfpm1|Arid1b,-3.3
MyList,GO Biological Processes,19,GO:0060216,definitive hemopoiesis,19_GO:0032502 developmental process,-6,1.5e+02,21,20836,22,19,3,16,8.4,12394|21349|22761,Runx1|Tal1|Zfpm1,-3.1
MyList,GO Biological Processes,19,GO:0002696,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-5.9,16,9.3,20836,408,19,6,32,11,12394|12606|14460|17260|20375|239985,Runx1|Cebpa|Gata1|Mef2c|Spi1|Arid1b,-3.1
MyList,GO Biological Processes,19,GO:0050867,positive regulation of cell activation,19_GO:0048518 positive regulation of biological process,-5.8,15,9.1,20836,430,19,6,32,11,12394|12606|14460|17260|20375|239985,Runx1|Cebpa|Gata1|Mef2c|Spi1|Arid1b,-3
MyList,GO Biological Processes,19,GO:0045648,positive regulation of erythrocyte differentiation,19_GO:0042592 homeostatic process,-5.7,1.2e+02,19,20836,28,19,3,16,8.4,14460|21349|23871,Gata1|Tal1|Ets1,-2.9
MyList,GO Biological Processes,19,GO:0030219,megakaryocyte differentiation,19_GO:0032502 developmental process,-5.5,1.1e+02,18,20836,31,19,3,16,8.4,14460|21349|22761,Gata1|Tal1|Zfpm1,-2.8
MyList,GO Biological Processes,19,GO:0030218,erythrocyte differentiation,19_GO:0042592 homeostatic process,-5.5,38,12,20836,116,19,4,21,9.4,14460|20375|21349|22761,Gata1|Spi1|Tal1|Zfpm1,-2.7
MyList,GO Biological Processes,19,GO:0034101,erythrocyte homeostasis,19_GO:0042592 homeostatic process,-5.3,34,11,20836,128,19,4,21,9.4,14460|20375|21349|22761,Gata1|Spi1|Tal1|Zfpm1,-2.6
MyList,GO Biological Processes,19,GO:0030279,negative regulation of ossification,19_GO:0048519 negative regulation of biological process,-5,72,14,20836,46,19,3,16,8.4,14460|17260|18022,Gata1|Mef2c|Nfe2,-2.3
MyList,GO Biological Processes,19,GO:0002761,regulation of myeloid leukocyte differentiation,19_GO:0002376 immune system process,-5,29,10,20836,152,19,4,21,9.4,12394|14582|21349|22761,Runx1|Gfi1b|Tal1|Zfpm1,-2.3
MyList,GO Biological Processes,19,GO:0048872,homeostasis of number of cells,19_GO:0042592 homeostatic process,-5,16,8.5,20836,340,19,5,26,10,14460|17260|20375|21349|22761,Gata1|Mef2c|Spi1|Tal1|Zfpm1,-2.3
MyList,GO Biological Processes,19,GO:0002262,myeloid cell homeostasis,19_GO:0042592 homeostatic process,-4.9,26,9.9,20836,167,19,4,21,9.4,14460|20375|21349|22761,Gata1|Spi1|Tal1|Zfpm1,-2.2
MyList,GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,19_GO:0002376 immune system process,-4.8,10,7.2,20836,643,19,6,32,11,12394|12606|14460|17260|20375|239985,Runx1|Cebpa|Gata1|Mef2c|Spi1|Arid1b,-2.2
MyList,Reactome Gene Sets,6,R-MMU-8878171,Transcriptional regulation by RUNX1,,-4.6,23,9.2,20836,193,19,4,21,9.4,14460|21349|22761|239985,Gata1|Tal1|Zfpm1|Arid1b,-2
MyList,GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0032501 multicellular organismal process,-4.6,9.4,6.8,20836,699,19,6,32,11,12394|12606|14460|17260|20375|239985,Runx1|Cebpa|Gata1|Mef2c|Spi1|Arid1b,-2
MyList,KEGG Pathway,24,mmu05221,Acute myeloid leukemia - Mus musculus (house mouse),,-4.5,47,12,20836,70,19,3,16,8.4,12394|12606|20375,Runx1|Cebpa|Spi1,-1.9
MyList,GO Biological Processes,19,GO:1903708,positive regulation of hemopoiesis,19_GO:0002376 immune system process,-4.5,21,8.7,20836,211,19,4,21,9.4,12394|14582|20375|239985,Runx1|Gfi1b|Spi1|Arid1b,-1.9
MyList,GO Biological Processes,19,GO:1902107,positive regulation of leukocyte differentiation,19_GO:0002376 immune system process,-4.5,21,8.7,20836,211,19,4,21,9.4,12394|14582|20375|239985,Runx1|Gfi1b|Spi1|Arid1b,-1.9
MyList,KEGG Pathway,24,mmu05202,Transcriptional misregulation in cancer - Mus musculus (house mouse),,-4.4,20,8.4,20836,224,19,4,21,9.4,12394|12606|17260|20375,Runx1|Cebpa|Mef2c|Spi1,-1.8
MyList,GO Biological Processes,19,GO:0060348,bone development,19_GO:0032502 developmental process,-4.2,18,8.1,20836,243,19,4,21,9.4,17260|21349|22761|71375,Mef2c|Tal1|Zfpm1|Foxn3,-1.7
MyList,GO Biological Processes,19,GO:0061515,myeloid cell development,19_GO:0032502 developmental process,-4.2,38,10,20836,87,19,3,16,8.4,14460|21349|22761,Gata1|Tal1|Zfpm1,-1.7
MyList,GO Biological Processes,19,GO:0030500,regulation of bone mineralization,19_GO:0032502 developmental process,-4.2,37,10,20836,88,19,3,16,8.4,14460|17260|18022,Gata1|Mef2c|Nfe2,-1.7
MyList,GO Biological Processes,19,GO:0001503,ossification,19_GO:0032501 multicellular organismal process,-4.1,17,7.7,20836,263,19,4,21,9.4,14460|16477|17260|18022,Gata1|Junb|Mef2c|Nfe2,-1.6
MyList,GO Biological Processes,19,GO:0001501,skeletal system development,19_GO:0032502 developmental process,-4,10,6.5,20836,535,19,5,26,10,12394|17260|21349|22761|71375,Runx1|Mef2c|Tal1|Zfpm1|Foxn3,-1.6
MyList,GO Biological Processes,19,GO:0045165,cell fate commitment,19_GO:0032502 developmental process,-4,16,7.5,20836,278,19,4,21,9.4,12394|14460|17260|21349,Runx1|Gata1|Mef2c|Tal1,-1.6
MyList,GO Biological Processes,19,GO:0010720,positive regulation of cell development,19_GO:0032502 developmental process,-4,10,6.5,20836,545,19,5,26,10,12394|14025|14582|20375|239985,Runx1|Bcl11a|Gfi1b|Spi1|Arid1b,-1.6
MyList,GO Biological Processes,19,GO:0001701,in utero embryonic development,19_GO:0032502 developmental process,-3.9,9.8,6.4,20836,558,19,5,26,10,12394|12606|14460|16477|18022,Runx1|Cebpa|Gata1|Junb|Nfe2,-1.5
MyList,GO Biological Processes,19,GO:0070167,regulation of biomineral tissue development,19_GO:0032502 developmental process,-3.9,31,9.3,20836,107,19,3,16,8.4,14460|17260|18022,Gata1|Mef2c|Nfe2,-1.5
MyList,GO Biological Processes,19,GO:0001568,blood vessel development,19_GO:0032502 developmental process,-3.9,9.7,6.3,20836,566,19,5,26,10,16477|17260|18022|20375|21349,Junb|Mef2c|Nfe2|Spi1|Tal1,-1.5
MyList,GO Biological Processes,19,GO:0000904,cell morphogenesis involved in differentiation,19_GO:0032502 developmental process,-3.9,9.5,6.3,20836,577,19,5,26,10,14460|17260|20375|21349|22761,Gata1|Mef2c|Spi1|Tal1|Zfpm1,-1.5
MyList,GO Biological Processes,19,GO:0001892,embryonic placenta development,19_GO:0032502 developmental process,-3.8,28,8.9,20836,116,19,3,16,8.4,12606|16477|18022,Cebpa|Junb|Nfe2,-1.4
MyList,GO Biological Processes,19,GO:0001944,vasculature development,19_GO:0032502 developmental process,-3.8,9.1,6.1,20836,603,19,5,26,10,16477|17260|18022|20375|21349,Junb|Mef2c|Nfe2|Spi1|Tal1,-1.4
MyList,GO Biological Processes,19,GO:0010721,negative regulation of cell development,19_GO:0048519 negative regulation of biological process,-3.8,14,6.9,20836,318,19,4,21,9.4,12394|12606|14025|22761,Runx1|Cebpa|Bcl11a|Zfpm1,-1.4
MyList,Reactome Gene Sets,6,R-MMU-983231,Factors involved in megakaryocyte development and platelet production,,-3.8,27,8.7,20836,122,19,3,16,8.4,14460|18022|22761,Gata1|Nfe2|Zfpm1,-1.4
MyList,GO Biological Processes,19,GO:1903707,negative regulation of hemopoiesis,19_GO:0002376 immune system process,-3.7,26,8.6,20836,125,19,3,16,8.4,12394|12606|22761,Runx1|Cebpa|Zfpm1,-1.4
MyList,GO Biological Processes,19,GO:0006366,transcription by RNA polymerase II,19_GO:0008152 metabolic process,-3.7,13,6.8,20836,329,19,4,21,9.4,14460|16477|21349|23871,Gata1|Junb|Tal1|Ets1,-1.4
MyList,GO Biological Processes,19,GO:0051251,positive regulation of lymphocyte activation,19_GO:0002376 immune system process,-3.6,13,6.7,20836,342,19,4,21,9.4,12394|17260|20375|239985,Runx1|Mef2c|Spi1|Arid1b,-1.3
MyList,WikiPathways,27,WP447,Adipogenesis genes,,-3.6,25,8.3,20836,134,19,3,16,8.4,12606|17260|23849,Cebpa|Mef2c|Klf6,-1.3
MyList,GO Biological Processes,19,GO:0071560,cellular response to transforming growth factor beta stimulus,19_GO:0050896 response to stimulus,-3.6,24,8.2,20836,137,19,3,16,8.4,12394|17260|20375,Runx1|Mef2c|Spi1,-1.3
MyList,GO Biological Processes,19,GO:0045621,positive regulation of lymphocyte differentiation,19_GO:0002376 immune system process,-3.6,23,8.1,20836,140,19,3,16,8.4,12394|20375|239985,Runx1|Spi1|Arid1b,-1.3
MyList,GO Biological Processes,19,GO:0048871,multicellular organismal homeostasis,19_GO:0042592 homeostatic process,-3.6,8.1,5.7,20836,673,19,5,26,10,14460|17260|20375|21349|22761,Gata1|Mef2c|Spi1|Tal1|Zfpm1,-1.2
MyList,GO Biological Processes,19,GO:0071559,response to transforming growth factor beta,19_GO:0050896 response to stimulus,-3.6,23,8,20836,142,19,3,16,8.4,12394|17260|20375,Runx1|Mef2c|Spi1,-1.2
MyList,GO Biological Processes,19,GO:0030278,regulation of ossification,19_GO:0032501 multicellular organismal process,-3.5,23,8,20836,143,19,3,16,8.4,14460|17260|18022,Gata1|Mef2c|Nfe2,-1.2
MyList,GO Biological Processes,19,GO:0002244,hematopoietic progenitor cell differentiation,19_GO:0032502 developmental process,-3.5,22,7.7,20836,151,19,3,16,8.4,12394|20375|21349,Runx1|Spi1|Tal1,-1.2
MyList,GO Biological Processes,19,GO:1903131,mononuclear cell differentiation,19_GO:0032502 developmental process,-3.4,11,6.2,20836,390,19,4,21,9.4,14025|14460|17260|20375,Bcl11a|Gata1|Mef2c|Spi1,-1.1
MyList,GO Biological Processes,19,GO:0008285,negative regulation of cell population proliferation,19_GO:0048519 negative regulation of biological process,-3.4,7.4,5.3,20836,746,19,5,26,10,12394|12606|14460|17260|18022,Runx1|Cebpa|Gata1|Mef2c|Nfe2,-1.1
MyList,GO Biological Processes,19,GO:0031349,positive regulation of defense response,19_GO:0048518 positive regulation of biological process,-3.3,11,6,20836,413,19,4,21,9.4,12606|17260|20375|23871,Cebpa|Mef2c|Spi1|Ets1,-1
MyList,GO Biological Processes,19,GO:0000902,cell morphogenesis,19_GO:0032502 developmental process,-3.3,7.2,5.3,20836,762,19,5,26,10,14460|17260|20375|21349|22761,Gata1|Mef2c|Spi1|Tal1|Zfpm1,-1
MyList,GO Biological Processes,19,GO:0071248,cellular response to metal ion,19_GO:0050896 response to stimulus,-3.3,19,7.1,20836,175,19,3,16,8.4,12606|16477|17260,Cebpa|Junb|Mef2c,-1
MyList,GO Biological Processes,19,GO:0001775,cell activation,19_GO:0032501 multicellular organismal process,-3.3,7,5.2,20836,781,19,5,26,10,14025|14460|17260|20375|21413,Bcl11a|Gata1|Mef2c|Spi1|Tcf4,-0.98
MyList,GO Biological Processes,19,GO:0001890,placenta development,19_GO:0032502 developmental process,-3.2,18,7,20836,182,19,3,16,8.4,12606|16477|18022,Cebpa|Junb|Nfe2,-0.97
MyList,GO Biological Processes,19,GO:0022407,regulation of cell-cell adhesion,19_GO:0050789 regulation of biological process,-3,8.7,5.3,20836,503,19,4,21,9.4,12394|20375|23871|239985,Runx1|Spi1|Ets1|Arid1b,-0.74
MyList,GO Biological Processes,19,GO:0045619,regulation of lymphocyte differentiation,19_GO:0002376 immune system process,-3,15,6.3,20836,222,19,3,16,8.4,12394|20375|239985,Runx1|Spi1|Arid1b,-0.73
MyList,GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-3,8.4,5.2,20836,521,19,4,21,9.4,12394|12606|20375|22761,Runx1|Cebpa|Spi1|Zfpm1,-0.7
MyList,GO Biological Processes,19,GO:0042113,B cell activation,19_GO:0002376 immune system process,-3,14,6.1,20836,229,19,3,16,8.4,14025|17260|20375,Bcl11a|Mef2c|Spi1,-0.7
MyList,GO Biological Processes,19,GO:0051249,regulation of lymphocyte activation,19_GO:0002376 immune system process,-2.9,8.3,5.1,20836,530,19,4,21,9.4,12394|17260|20375|239985,Runx1|Mef2c|Spi1|Arid1b,-0.68
MyList,KEGG Pathway,24,mmu05200,Pathways in cancer - Mus musculus (house mouse),,-2.9,8.1,5,20836,543,19,4,21,9.4,12394|12606|20375|23871,Runx1|Cebpa|Spi1|Ets1,-0.64
MyList,GO Biological Processes,19,GO:0045664,regulation of neuron differentiation,19_GO:0032502 developmental process,-2.9,13,5.9,20836,244,19,3,16,8.4,14025|17260|21413,Bcl11a|Mef2c|Tcf4,-0.63
MyList,GO Biological Processes,19,GO:0071241,cellular response to inorganic substance,19_GO:0050896 response to stimulus,-2.9,13,5.9,20836,246,19,3,16,8.4,12606|16477|17260,Cebpa|Junb|Mef2c,-0.62
MyList,GO Biological Processes,19,GO:1903039,positive regulation of leukocyte cell-cell adhesion,19_GO:0048518 positive regulation of biological process,-2.7,12,5.5,20836,278,19,3,16,8.4,12394|23871|239985,Runx1|Ets1|Arid1b,-0.48
MyList,GO Biological Processes,19,GO:0071222,cellular response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.7,11,5.4,20836,288,19,3,16,8.4,14460|17260|20375,Gata1|Mef2c|Spi1,-0.44
MyList,GO Biological Processes,19,GO:0071219,cellular response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.6,11,5.3,20836,298,19,3,16,8.4,14460|17260|20375,Gata1|Mef2c|Spi1,-0.4
MyList,GO Biological Processes,19,GO:0048729,tissue morphogenesis,19_GO:0032502 developmental process,-2.6,6.8,4.5,20836,646,19,4,21,9.4,12394|17260|21349|22761,Runx1|Mef2c|Tal1|Zfpm1,-0.39
MyList,GO Biological Processes,19,GO:0045765,regulation of angiogenesis,19_GO:0032502 developmental process,-2.6,11,5.2,20836,305,19,3,16,8.4,12394|21413|23871,Runx1|Tcf4|Ets1,-0.38
MyList,GO Biological Processes,19,GO:0010038,response to metal ion,19_GO:0050896 response to stimulus,-2.6,11,5.2,20836,306,19,3,16,8.4,12606|16477|17260,Cebpa|Junb|Mef2c,-0.38
MyList,GO Biological Processes,19,GO:1901342,regulation of vasculature development,19_GO:0032502 developmental process,-2.6,11,5.2,20836,309,19,3,16,8.4,12394|21413|23871,Runx1|Tcf4|Ets1,-0.37
MyList,GO Biological Processes,19,GO:0019221,cytokine-mediated signaling pathway,19_GO:0023052 signaling,-2.5,10,5,20836,322,19,3,16,8.4,12606|20375|23849,Cebpa|Spi1|Klf6,-0.32
MyList,GO Biological Processes,19,GO:0071216,cellular response to biotic stimulus,19_GO:0050896 response to stimulus,-2.5,10,5,20836,325,19,3,16,8.4,14460|17260|20375,Gata1|Mef2c|Spi1,-0.32
MyList,GO Biological Processes,19,GO:0022409,positive regulation of cell-cell adhesion,19_GO:0048518 positive regulation of biological process,-2.5,10,5,20836,330,19,3,16,8.4,12394|23871|239985,Runx1|Ets1|Arid1b,-0.3
MyList,GO Biological Processes,19,GO:1903530,regulation of secretion by cell,19_GO:0051179 localization,-2.5,6.3,4.3,20836,701,19,4,21,9.4,12394|14460|17260|20375,Runx1|Gata1|Mef2c|Spi1,-0.29
MyList,GO Biological Processes,19,GO:0045786,negative regulation of cell cycle,19_GO:0048519 negative regulation of biological process,-2.4,9.2,4.7,20836,358,19,3,16,8.4,12606|23871|71375,Cebpa|Ets1|Foxn3,-0.21
MyList,GO Biological Processes,19,GO:0045596,negative regulation of cell differentiation,19_GO:0048519 negative regulation of biological process,-2.4,5.9,4.1,20836,748,19,4,21,9.4,12394|12606|14025|22761,Runx1|Cebpa|Bcl11a|Zfpm1,-0.19
MyList,GO Biological Processes,19,GO:0035239,tube morphogenesis,19_GO:0032502 developmental process,-2.4,5.8,4.1,20836,758,19,4,21,9.4,16477|17260|20375|21349,Junb|Mef2c|Spi1|Tal1,-0.18
MyList,GO Biological Processes,19,GO:0032496,response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.3,8.8,4.6,20836,375,19,3,16,8.4,14460|17260|20375,Gata1|Mef2c|Spi1,-0.16
MyList,GO Biological Processes,19,GO:0031347,regulation of defense response,19_GO:0050896 response to stimulus,-2.3,5.7,4,20836,772,19,4,21,9.4,12606|17260|20375|23871,Cebpa|Mef2c|Spi1|Ets1,-0.15
MyList,GO Biological Processes,19,GO:1903037,regulation of leukocyte cell-cell adhesion,19_GO:0050789 regulation of biological process,-2.3,8.7,4.6,20836,380,19,3,16,8.4,12394|23871|239985,Runx1|Ets1|Arid1b,-0.15
MyList,GO Biological Processes,19,GO:0051046,regulation of secretion,19_GO:0051179 localization,-2.3,5.5,3.9,20836,797,19,4,21,9.4,12394|14460|17260|20375,Runx1|Gata1|Mef2c|Spi1,-0.11
MyList,GO Biological Processes,19,GO:0002237,response to molecule of bacterial origin,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.3,8.3,4.4,20836,395,19,3,16,8.4,14460|17260|20375,Gata1|Mef2c|Spi1,-0.11
MyList,Reactome Gene Sets,6,R-MMU-1266738,Developmental Biology,,-2.1,7.4,4.1,20836,447,19,3,16,8.4,12606|17260|21413,Cebpa|Mef2c|Tcf4,0
MyList,GO Biological Processes,19,GO:0048514,blood vessel morphogenesis,19_GO:0032502 developmental process,-2.1,7.2,4,20836,457,19,3,16,8.4,16477|20375|21349,Junb|Spi1|Tal1,0
MyList,GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-2.1,7.1,4,20836,465,19,3,16,8.4,12394|17260|20375,Runx1|Mef2c|Spi1,0
MyList,GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-2,6.8,3.9,20836,481,19,3,16,8.4,12394|17260|20375,Runx1|Mef2c|Spi1,0
MyList,Reactome Gene Sets,6,R-MMU-109582,Hemostasis,,-2,6.7,3.9,20836,491,19,3,16,8.4,14460|18022|22761,Gata1|Nfe2|Zfpm1,0
MyList_MCODE_ALL,GO Biological Processes,19,GO:0030099,myeloid cell differentiation,19_GO:0032502 developmental process,-7.3,65,16,20836,321,4,4,1e+02,22,12394|12606|20375|21349,Runx1|Cebpa|Spi1|Tal1,-4.1
MyList_MCODE_ALL,KEGG Pathway,24,mmu05221,Acute myeloid leukemia - Mus musculus (house mouse),,-6.8,2.2e+02,26,20836,70,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-3.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903706,regulation of hemopoiesis,19_GO:0002376 immune system process,-6.7,47,14,20836,445,4,4,1e+02,22,12394|12606|20375|21349,Runx1|Cebpa|Spi1|Tal1,-3.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002244,hematopoietic progenitor cell differentiation,19_GO:0032502 developmental process,-5.8,1e+02,18,20836,151,4,3,75,22,12394|20375|21349,Runx1|Spi1|Tal1,-3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002573,myeloid leukocyte differentiation,19_GO:0032502 developmental process,-5.7,95,17,20836,165,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-2.9
MyList_MCODE_ALL,KEGG Pathway,24,mmu05202,Transcriptional misregulation in cancer - Mus musculus (house mouse),,-5.3,70,14,20836,224,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-2.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0045637,regulation of myeloid cell differentiation,19_GO:0002376 immune system process,-5.3,67,14,20836,234,4,3,75,22,12394|20375|21349,Runx1|Spi1|Tal1,-2.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:1902105,regulation of leukocyte differentiation,19_GO:0002376 immune system process,-4.7,44,11,20836,359,4,3,75,22,12394|20375|21349,Runx1|Spi1|Tal1,-2.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002696,positive regulation of leukocyte activation,19_GO:0002376 immune system process,-4.5,38,11,20836,408,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050867,positive regulation of cell activation,19_GO:0048518 positive regulation of biological process,-4.5,36,10,20836,430,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-1.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002521,leukocyte differentiation,19_GO:0032502 developmental process,-4.3,32,9.7,20836,481,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-1.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002683,negative regulation of immune system process,19_GO:0002376 immune system process,-4.2,30,9.3,20836,521,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-1.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048568,embryonic organ development,19_GO:0032502 developmental process,-4.2,29,9.2,20836,532,4,3,75,22,12394|12606|21349,Runx1|Cebpa|Tal1,-1.7
MyList_MCODE_ALL,KEGG Pathway,24,mmu05200,Pathways in cancer - Mus musculus (house mouse),,-4.2,29,9.1,20836,543,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-1.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0002694,regulation of leukocyte activation,19_GO:0002376 immune system process,-3.9,24,8.3,20836,643,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-1.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0050865,regulation of cell activation,19_GO:0032501 multicellular organismal process,-3.8,22,8,20836,699,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-1.5
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0030099,myeloid cell differentiation,19_GO:0032502 developmental process,-7.3,65,16,20836,321,4,4,1e+02,22,12394|12606|20375|21349,Runx1|Cebpa|Spi1|Tal1,-4.1
MyList_SUB1_MCODE_1,KEGG Pathway,24,mmu05221,Acute myeloid leukemia - Mus musculus (house mouse),,-6.8,2.2e+02,26,20836,70,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-3.8
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:1903706,regulation of hemopoiesis,19_GO:0002376 immune system process,-6.7,47,14,20836,445,4,4,1e+02,22,12394|12606|20375|21349,Runx1|Cebpa|Spi1|Tal1,-3.7
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002244,hematopoietic progenitor cell differentiation,19_GO:0032502 developmental process,-5.8,1e+02,18,20836,151,4,3,75,22,12394|20375|21349,Runx1|Spi1|Tal1,-3
MyList_SUB1_MCODE_1,GO Biological Processes,19,GO:0002573,myeloid leukocyte differentiation,19_GO:0032502 developmental process,-5.7,95,17,20836,165,4,3,75,22,12394|12606|20375,Runx1|Cebpa|Spi1,-2.9
