_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-7.490016349691773,GO:0045648,M1,1,0,GO Biological Processes,19,positive regulation of erythrocyte differentiation,19_GO:0042592 homeostatic process,-7.490016349691773,119.06285714285715,21.66693184490667,20836,28,25,4,16.0,7.332121111929343,14461|20846|21349|56484,Gata2|Stat1|Tal1|Foxo3,-3.920806355716304,0,2,1,1,-7.490016349691773,119.06285714285715,
1,-5.735941575788313,GO:0006351,M1,1,0,GO Biological Processes,19,DNA-templated transcription,19_GO:0008152 metabolic process,-5.735941575788313,11.262702702702704,8.197972027872412,20836,518,25,7,28.0,8.97997772825746,14025|14461|16477|17260|20846|21349|56484,Bcl11a|Gata2|Junb|Mef2c|Stat1|Tal1|Foxo3,-2.5714577917083736,0,2,0,0,-7.490016349691773,119.06285714285715,
1,-5.73037781195168,GO:0097659,M1,1,0,GO Biological Processes,19,nucleic acid-templated transcription,19_GO:0008152 metabolic process,-5.73037781195168,11.241001926782275,8.18873126082946,20836,519,25,7,28.0,8.97997772825746,14025|14461|16477|17260|20846|21349|56484,Bcl11a|Gata2|Junb|Mef2c|Stat1|Tal1|Foxo3,-2.5714577917083736,0,2,0,0,-7.490016349691773,119.06285714285715,
1,-5.664491610032401,GO:0032774,M1,1,0,GO Biological Processes,19,RNA biosynthetic process,19_GO:0008152 metabolic process,-5.664491610032401,10.986967984934088,8.079783119109045,20836,531,25,7,28.0,8.97997772825746,14025|14461|16477|17260|20846|21349|56484,Bcl11a|Gata2|Junb|Mef2c|Stat1|Tal1|Foxo3,-2.5714577917083736,0,2,0,0,-7.490016349691773,119.06285714285715,
1,-3.502351193081043,GO:0045165,M1,1,0,GO Biological Processes,19,cell fate commitment,19_GO:0032502 developmental process,-3.502351193081043,11.991942446043167,6.394796004954559,20836,278,25,4,16.0,7.332121111929343,14461|17260|18027|21349,Gata2|Mef2c|Nfia|Tal1,-0.8139547913863654,0,2,0,0,-7.490016349691773,119.06285714285715,
1,-3.2612550557603175,GO:0021700,M1,1,0,GO Biological Processes,19,developmental maturation,19_GO:0032502 developmental process,-3.2612550557603175,10.35329192546584,5.862563120866342,20836,322,25,4,16.0,7.332121111929343,14461|18027|21349|56484,Gata2|Nfia|Tal1|Foxo3,-0.7043364406860514,0,2,0,0,-7.490016349691773,119.06285714285715,
1,-3.221788234781456,GO:0061351,M1,1,0,GO Biological Processes,19,neural precursor cell proliferation,19_GO:0009987 cellular process,-3.221788234781456,17.987913669064746,6.964886245921288,20836,139,25,3,12.0,6.499230723708768,14461|18027|24136,Gata2|Nfia|Zeb2,-0.6939709259642122,0,2,0,0,-7.490016349691773,119.06285714285715,
1,-3.0572233391487083,GO:0048598,M1,1,0,GO Biological Processes,19,embryonic morphogenesis,19_GO:0032502 developmental process,-3.0572233391487083,6.480870917573872,4.892996666425162,20836,643,25,5,20.0,8.0,12192|14461|17260|21349|24136,Zfp36l1|Gata2|Mef2c|Tal1|Zeb2,-0.5952233148211076,0,2,0,0,-7.490016349691773,119.06285714285715,
1,-2.772010250890366,GO:0048469,M1,1,0,GO Biological Processes,19,cell maturation,19_GO:0032502 developmental process,-2.772010250890366,12.564422110552762,5.681296741360444,20836,199,25,3,12.0,6.499230723708768,14461|21349|56484,Gata2|Tal1|Foxo3,-0.3716087051051684,0,2,0,0,-7.490016349691773,119.06285714285715,
1,-2.7053386921141915,GO:0021953,M1,1,0,GO Biological Processes,19,central nervous system neuron differentiation,19_GO:0032502 developmental process,-2.7053386921141915,11.906285714285714,5.5055320296856785,20836,210,25,3,12.0,6.499230723708768,14461|21349|24136,Gata2|Tal1|Zeb2,-0.32890961551872466,0,2,0,0,-7.490016349691773,119.06285714285715,
1,-2.642280656237828,GO:0048863,M1,1,0,GO Biological Processes,19,stem cell differentiation,19_GO:0032502 developmental process,-2.642280656237828,11.31366515837104,5.342416917534676,20836,221,25,3,12.0,6.499230723708768,17260|21349|24136,Mef2c|Tal1|Zeb2,-0.2879145103100568,0,2,0,0,-7.490016349691773,119.06285714285715,
1,-2.415231736282108,GO:0071695,M1,1,0,GO Biological Processes,19,anatomical structure maturation,19_GO:0032502 developmental process,-2.415231736282108,9.3996992481203,4.778677157054063,20836,266,25,3,12.0,6.499230723708768,14461|21349|56484,Gata2|Tal1|Foxo3,-0.09153441012078886,0,2,0,0,-7.490016349691773,119.06285714285715,
1,-2.15891624794175,GO:0006366,M1,1,0,GO Biological Processes,19,transcription by RNA polymerase II,19_GO:0008152 metabolic process,-2.15891624794175,7.599756838905774,4.182106614538939,20836,329,25,3,12.0,6.499230723708768,14461|16477|21349,Gata2|Junb|Tal1,0.0,0,2,0,0,-7.490016349691773,119.06285714285715,
1,-7.136107829432473,GO:0030099,M1,1,0,GO Biological Processes,19,myeloid cell differentiation,19_GO:0032502 developmental process,-7.136107829432473,18.17470404984424,10.747966393411689,20836,321,25,7,28.0,8.97997772825746,14461|16477|17260|20375|21349|22038|22761,Gata2|Junb|Mef2c|Spi1|Tal1|Plscr1|Zfpm1,-3.6460790815046287,0,3,1,1,-7.136107829432473,125.01599999999999,
1,-5.950263144391614,GO:0002521,M1,1,0,GO Biological Processes,19,leukocyte differentiation,19_GO:0032502 developmental process,-5.950263144391614,12.129064449064451,8.55886003656377,20836,481,25,7,28.0,8.97997772825746,12192|14025|14461|16477|17260|20375|22761,Zfp36l1|Bcl11a|Gata2|Junb|Mef2c|Spi1|Zfpm1,-2.5851731330720695,0,3,0,0,-7.136107829432473,125.01599999999999,
1,-5.863364933624494,GO:0002573,M1,1,0,GO Biological Processes,19,myeloid leukocyte differentiation,19_GO:0032502 developmental process,-5.863364933624494,25.255757575757574,10.841674246758986,20836,165,25,5,20.0,8.0,14461|16477|17260|20375|22761,Gata2|Junb|Mef2c|Spi1|Zfpm1,-2.5714577917083736,0,3,0,0,-7.136107829432473,125.01599999999999,
1,-5.765445646579259,GO:0030220,M1,1,0,GO Biological Processes,19,platelet formation,19_GO:0032502 developmental process,-5.765445646579259,125.01599999999999,19.23155316741977,20836,20,25,3,12.0,6.499230723708768,17260|21349|22761,Mef2c|Tal1|Zfpm1,-2.5714577917083736,0,3,0,0,-7.136107829432473,125.01599999999999,
1,-5.635517807363937,GO:0036344,M1,1,0,GO Biological Processes,19,platelet morphogenesis,19_GO:0032502 developmental process,-5.635517807363937,113.65090909090908,18.322661073654643,20836,22,25,3,12.0,6.499230723708768,17260|21349|22761,Mef2c|Tal1|Zfpm1,-2.5714577917083736,0,3,0,0,-7.136107829432473,125.01599999999999,
1,-5.309758604015119,GO:0030851,M1,1,0,GO Biological Processes,19,granulocyte differentiation,19_GO:0032502 developmental process,-5.309758604015119,89.29714285714284,16.204318806809827,20836,28,25,3,12.0,6.499230723708768,14461|20375|22761,Gata2|Spi1|Zfpm1,-2.3327715800257454,0,3,0,0,-7.136107829432473,125.01599999999999,
1,-4.340753290994519,GO:0048872,M1,1,0,GO Biological Processes,19,homeostasis of number of cells,19_GO:0042592 homeostatic process,-4.340753290994519,12.256470588235294,7.253162798293596,20836,340,25,5,20.0,8.0,14461|17260|20375|21349|22761,Gata2|Mef2c|Spi1|Tal1|Zfpm1,-1.470553117648444,0,3,0,0,-7.136107829432473,125.01599999999999,
1,-3.7251882708451602,GO:0060348,M1,1,0,GO Biological Processes,19,bone development,19_GO:0032502 developmental process,-3.7251882708451602,13.71917695473251,6.912300636398317,20836,243,25,4,16.0,7.332121111929343,17260|21349|22761|71375,Mef2c|Tal1|Zfpm1|Foxn3,-0.9884871895759275,0,3,0,0,-7.136107829432473,125.01599999999999,
1,-3.6404192216330276,GO:0000902,M1,1,0,GO Biological Processes,19,cell morphogenesis,19_GO:0032502 developmental process,-3.6404192216330276,6.562519685039369,5.4219108049581655,20836,762,25,6,24.0,8.541662601625049,17260|18027|20375|21349|22761|24136,Mef2c|Nfia|Spi1|Tal1|Zfpm1|Zeb2,-0.9404409473885347,0,3,0,0,-7.136107829432473,125.01599999999999,
1,-3.4514428287754906,GO:0030218,M1,1,0,GO Biological Processes,19,erythrocyte differentiation,19_GO:0042592 homeostatic process,-3.4514428287754906,21.554482758620686,7.694155402142587,20836,116,25,3,12.0,6.499230723708768,20375|21349|22761,Spi1|Tal1|Zfpm1,-0.7955746152962216,0,3,0,0,-7.136107829432473,125.01599999999999,
1,-3.419973534473162,GO:0001501,M1,1,0,GO Biological Processes,19,skeletal system development,19_GO:0032502 developmental process,-3.419973534473162,7.789158878504672,5.513843427342322,20836,535,25,5,20.0,8.0,17260|18027|21349|22761|71375,Mef2c|Nfia|Tal1|Zfpm1|Foxn3,-0.7852619917412605,0,3,0,0,-7.136107829432473,125.01599999999999,
1,-3.326240959846141,GO:0034101,M1,1,0,GO Biological Processes,19,erythrocyte homeostasis,19_GO:0042592 homeostatic process,-3.326240959846141,19.533749999999998,7.289865060535804,20836,128,25,3,12.0,6.499230723708768,20375|21349|22761,Spi1|Tal1|Zfpm1,-0.7393021989102404,0,3,0,0,-7.136107829432473,125.01599999999999,
1,-3.270003456518156,GO:0000904,M1,1,0,GO Biological Processes,19,cell morphogenesis involved in differentiation,19_GO:0032502 developmental process,-3.270003456518156,7.222183708838821,5.253418702981433,20836,577,25,5,20.0,8.0,17260|20375|21349|22761|24136,Mef2c|Spi1|Tal1|Zfpm1|Zeb2,-0.7043364406860514,0,3,0,0,-7.136107829432473,125.01599999999999,
1,-2.9907064642636967,GO:0002262,M1,1,0,GO Biological Processes,19,myeloid cell homeostasis,19_GO:0042592 homeostatic process,-2.9907064642636967,14.97197604790419,6.283138275698761,20836,167,25,3,12.0,6.499230723708768,20375|21349|22761,Spi1|Tal1|Zfpm1,-0.5420704014940776,0,3,0,0,-7.136107829432473,125.01599999999999,
1,-2.968440462877515,GO:0048871,M1,1,0,GO Biological Processes,19,multicellular organismal homeostasis,19_GO:0042592 homeostatic process,-2.968440462877515,6.191976225854383,4.745510452669075,20836,673,25,5,20.0,8.0,14461|17260|20375|21349|22761,Gata2|Mef2c|Spi1|Tal1|Zfpm1,-0.5263352672668538,0,3,0,0,-7.136107829432473,125.01599999999999,
1,-2.1614005189691325,GO:0048729,M1,1,0,GO Biological Processes,19,tissue morphogenesis,19_GO:0032502 developmental process,-2.1614005189691325,5.16061919504644,3.7232855942526255,20836,646,25,4,16.0,7.332121111929343,17260|21349|22761|24136,Mef2c|Tal1|Zfpm1|Zeb2,0.0,0,3,0,0,-7.136107829432473,125.01599999999999,
1,-5.659073043159593,GO:0048568,M1,1,0,GO Biological Processes,19,embryonic organ development,19_GO:0032502 developmental process,-5.659073043159593,10.966315789473686,8.070862339990263,20836,532,25,7,28.0,8.97997772825746,12192|14461|16477|17260|18022|21349|22761,Zfp36l1|Gata2|Junb|Mef2c|Nfe2|Tal1|Zfpm1,-2.5714577917083736,0,4,1,1,-5.659073043159593,40.327741935483864,
1,-5.481055244914019,GO:0001568,M1,1,0,GO Biological Processes,19,blood vessel development,19_GO:0032502 developmental process,-5.481055244914019,10.307561837455832,7.7810383110381744,20836,566,25,7,28.0,8.97997772825746,12192|14461|16477|17260|18022|20375|21349,Zfp36l1|Gata2|Junb|Mef2c|Nfe2|Spi1|Tal1,-2.4595638209847084,0,4,0,0,-5.659073043159593,40.327741935483864,
1,-5.299921582673252,GO:0001944,M1,1,0,GO Biological Processes,19,vasculature development,19_GO:0032502 developmental process,-5.299921582673252,9.6750912106136,7.492432639509056,20836,603,25,7,28.0,8.97997772825746,12192|14461|16477|17260|18022|20375|21349,Zfp36l1|Gata2|Junb|Mef2c|Nfe2|Spi1|Tal1,-2.3327715800257454,0,4,0,0,-5.659073043159593,40.327741935483864,
1,-4.977158211641106,GO:0001892,M1,1,0,GO Biological Processes,19,embryonic placenta development,19_GO:0032502 developmental process,-4.977158211641106,28.739310344827587,10.383650469231618,20836,116,25,4,16.0,7.332121111929343,12192|14461|16477|18022,Zfp36l1|Gata2|Junb|Nfe2,-2.0514008941518243,0,4,0,0,-5.659073043159593,40.327741935483864,
1,-4.653306783042496,GO:0035239,M1,1,0,GO Biological Processes,19,tube morphogenesis,19_GO:0032502 developmental process,-4.653306783042496,7.6966754617414255,6.509594145527578,20836,758,25,7,28.0,8.97997772825746,12192|14461|16477|17260|20375|21349|24136,Zfp36l1|Gata2|Junb|Mef2c|Spi1|Tal1|Zeb2,-1.7468546207486013,0,4,0,0,-5.659073043159593,40.327741935483864,
1,-4.259073285272218,GO:0060711,M1,1,0,GO Biological Processes,19,labyrinthine layer development,19_GO:0032502 developmental process,-4.259073285272218,40.327741935483864,10.748678539660947,20836,62,25,3,12.0,6.499230723708768,12192|16477|18022,Zfp36l1|Junb|Nfe2,-1.4222570511197177,0,4,0,0,-5.659073043159593,40.327741935483864,
1,-4.2095657720018185,GO:0001890,M1,1,0,GO Biological Processes,19,placenta development,19_GO:0032502 developmental process,-4.2095657720018185,18.31736263736264,8.132716646692483,20836,182,25,4,16.0,7.332121111929343,12192|14461|16477|18022,Zfp36l1|Gata2|Junb|Nfe2,-1.3885438050325498,0,4,0,0,-5.659073043159593,40.327741935483864,
1,-3.736216783505119,GO:0048514,M1,1,0,GO Biological Processes,19,blood vessel morphogenesis,19_GO:0032502 developmental process,-3.736216783505119,9.118599562363238,6.082303239098098,20836,457,25,5,20.0,8.0,12192|14461|16477|20375|21349,Zfp36l1|Gata2|Junb|Spi1|Tal1,-0.9884871895759275,0,4,0,0,-5.659073043159593,40.327741935483864,
1,-2.4290378005054833,GO:0001503,M1,1,0,GO Biological Processes,19,ossification,19_GO:0032501 multicellular organismal process,-2.4290378005054833,9.506920152091254,4.811956578550185,20836,263,25,3,12.0,6.499230723708768,16477|17260|18022,Junb|Mef2c|Nfe2,-0.10037705481261401,0,4,0,0,-5.659073043159593,40.327741935483864,
1,-2.3855379132098418,GO:0001701,M1,1,0,GO Biological Processes,19,in utero embryonic development,19_GO:0032502 developmental process,-2.3855379132098418,5.974480286738352,4.128312232127058,20836,558,25,4,16.0,7.332121111929343,12192|14461|16477|18022,Zfp36l1|Gata2|Junb|Nfe2,-0.07160042433767878,0,4,0,0,-5.659073043159593,40.327741935483864,
1,-5.032739878200367,GO:0045664,M1,1,0,GO Biological Processes,19,regulation of neuron differentiation,19_GO:0032502 developmental process,-5.032739878200367,17.078688524590163,8.756217741769756,20836,244,25,5,20.0,8.0,14025|14461|17260|21413|56484,Bcl11a|Gata2|Mef2c|Tcf4|Foxo3,-2.0867791746227984,0,5,1,1,-5.032739878200367,21.370256410256406,
1,-3.440505323209809,GO:0045666,M1,1,0,GO Biological Processes,19,positive regulation of neuron differentiation,19_GO:0032502 developmental process,-3.440505323209809,21.370256410256406,7.658175478572313,20836,117,25,3,12.0,6.499230723708768,14461|17260|21413,Gata2|Mef2c|Tcf4,-0.7955746152962216,0,5,0,0,-5.032739878200367,21.370256410256406,
1,-3.2681553615731196,WP447,M1,1,0,WikiPathways,27,Adipogenesis genes,,-3.2681553615731196,18.659104477611937,7.107800099941909,20836,134,25,3,12.0,6.499230723708768,14461|17260|20846,Gata2|Mef2c|Stat1,-0.7043364406860514,0,5,0,0,-5.032739878200367,21.370256410256406,
1,-3.084352129945436,GO:0001936,M1,1,0,GO Biological Processes,19,regulation of endothelial cell proliferation,19_GO:0050789 regulation of biological process,-3.084352129945436,16.131096774193548,6.553461807932679,20836,155,25,3,12.0,6.499230723708768,14461|17260|20846,Gata2|Mef2c|Stat1,-0.6085638211322022,0,5,0,0,-5.032739878200367,21.370256410256406,
1,-2.798371515762218,GO:0050678,M1,1,0,GO Biological Processes,19,regulation of epithelial cell proliferation,19_GO:0050789 regulation of biological process,-2.798371515762218,7.7710023310023315,4.911479201405549,20836,429,25,4,16.0,7.332121111929343,12192|14461|17260|20846,Zfp36l1|Gata2|Mef2c|Stat1,-0.38752401388199886,0,5,0,0,-5.032739878200367,21.370256410256406,
1,-2.769853383417681,GO:0008285,M1,1,0,GO Biological Processes,19,negative regulation of cell population proliferation,19_GO:0048519 negative regulation of biological process,-2.769853383417681,5.5860589812332435,4.421191876411751,20836,746,25,5,20.0,8.0,13134|14461|17260|18022|20846,Dach1|Gata2|Mef2c|Nfe2|Stat1,-0.3716087051051684,0,5,0,0,-5.032739878200367,21.370256410256406,
1,-2.2497034729906304,GO:0045765,M1,1,0,GO Biological Processes,19,regulation of angiogenesis,19_GO:0032502 developmental process,-2.2497034729906304,8.197770491803277,4.388975382475372,20836,305,25,3,12.0,6.499230723708768,14461|20846|21413,Gata2|Stat1|Tcf4,0.0,0,5,0,0,-5.032739878200367,21.370256410256406,
1,-2.2340412613878957,GO:1901342,M1,1,0,GO Biological Processes,19,regulation of vasculature development,19_GO:0032502 developmental process,-2.2340412613878957,8.091650485436892,4.35295426074453,20836,309,25,3,12.0,6.499230723708768,14461|20846|21413,Gata2|Stat1|Tcf4,0.0,0,5,0,0,-5.032739878200367,21.370256410256406,
1,-2.1373511725660457,GO:0072001,M1,1,0,GO Biological Processes,19,renal system development,19_GO:0032502 developmental process,-2.1373511725660457,7.463641791044775,4.133638019948742,20836,335,25,3,12.0,6.499230723708768,17260|18027|20846,Mef2c|Nfia|Stat1,0.0,0,5,0,0,-5.032739878200367,21.370256410256406,
1,-4.4640022344000325,GO:1902895,M1,1,0,GO Biological Processes,19,positive regulation of miRNA transcription,19_GO:0048518 positive regulation of biological process,-4.4640022344000325,47.17584905660377,11.665919838355892,20836,53,25,3,12.0,6.499230723708768,14461|20375|56484,Gata2|Spi1|Foxo3,-1.5760334778001508,0,6,1,1,-4.4640022344000325,47.17584905660377,
1,-4.323759767989114,GO:2000630,M1,1,0,GO Biological Processes,19,positive regulation of miRNA metabolic process,19_GO:0048518 positive regulation of biological process,-4.323759767989114,42.378305084745755,11.031322095430813,20836,59,25,3,12.0,6.499230723708768,14461|20375|56484,Gata2|Spi1|Foxo3,-1.470553117648444,0,6,0,0,-4.4640022344000325,47.17584905660377,
1,-4.064694933632097,GO:1902893,M1,1,0,GO Biological Processes,19,regulation of miRNA transcription,19_GO:0008152 metabolic process,-4.064694933632097,34.72666666666666,9.93583659761062,20836,72,25,3,12.0,6.499230723708768,14461|20375|56484,Gata2|Spi1|Foxo3,-1.2736361900402717,0,6,0,0,-4.4640022344000325,47.17584905660377,
1,-4.064694933632097,GO:2000756,M1,1,0,GO Biological Processes,19,regulation of peptidyl-lysine acetylation,19_GO:0008152 metabolic process,-4.064694933632097,34.72666666666666,9.93583659761062,20836,72,25,3,12.0,6.499230723708768,14461|18022|20375,Gata2|Nfe2|Spi1,-1.2736361900402717,0,6,0,0,-4.4640022344000325,47.17584905660377,
1,-3.8653371901107714,GO:1901983,M1,1,0,GO Biological Processes,19,regulation of protein acetylation,19_GO:0008152 metabolic process,-3.8653371901107714,29.76571428571428,9.155985754745927,20836,84,25,3,12.0,6.499230723708768,14461|18022|20375,Gata2|Nfe2|Spi1,-1.0885188856335561,0,6,0,0,-4.4640022344000325,47.17584905660377,
1,-3.8201028200970626,GO:2000628,M1,1,0,GO Biological Processes,19,regulation of miRNA metabolic process,19_GO:0008152 metabolic process,-3.8201028200970626,28.739310344827583,8.986218670965233,20836,87,25,3,12.0,6.499230723708768,14461|20375|56484,Gata2|Spi1|Foxo3,-1.0570728001054808,0,6,0,0,-4.4640022344000325,47.17584905660377,
1,-3.654030068170173,WP373,M1,1,0,WikiPathways,27,IL-3 signaling pathway,,-3.654030068170173,25.255757575757574,8.384550001583554,20836,99,25,3,12.0,6.499230723708768,14461|20375|20846,Gata2|Spi1|Stat1,-0.9421525706259726,0,6,0,0,-4.4640022344000325,47.17584905660377,
1,-3.326240959846141,mmu04380,M1,1,0,KEGG Pathway,24,Osteoclast differentiation - Mus musculus (house mouse),,-3.326240959846141,19.533749999999998,7.289865060535804,20836,128,25,3,12.0,6.499230723708768,16477|20375|20846,Junb|Spi1|Stat1,-0.7393021989102404,0,6,0,0,-4.4640022344000325,47.17584905660377,
1,-3.1511113269232287,GO:0019827,M1,1,0,GO Biological Processes,19,stem cell population maintenance,19_GO:0032502 developmental process,-3.1511113269232287,17.008979591836734,6.751073724329762,20836,147,25,3,12.0,6.499230723708768,14461|20375|56484,Gata2|Spi1|Foxo3,-0.6388061842842323,0,6,0,0,-4.4640022344000325,47.17584905660377,
1,-3.117268321526022,GO:0002244,M1,1,0,GO Biological Processes,19,hematopoietic progenitor cell differentiation,19_GO:0032502 developmental process,-3.117268321526022,16.558410596026487,6.650376329995732,20836,151,25,3,12.0,6.499230723708768,14461|20375|21349,Gata2|Spi1|Tal1,-0.6261041433204247,0,6,0,0,-4.4640022344000325,47.17584905660377,
1,-3.1089543066211456,GO:0098727,M1,1,0,GO Biological Processes,19,maintenance of cell number,19_GO:0032502 developmental process,-3.1089543066211456,16.449473684210524,6.625802714712487,20836,152,25,3,12.0,6.499230723708768,14461|20375|56484,Gata2|Spi1|Foxo3,-0.6261041433204247,0,6,0,0,-4.4640022344000325,47.17584905660377,
1,-2.130256951788798,GO:0097190,M1,1,0,GO Biological Processes,19,apoptotic signaling pathway,19_GO:0023052 signaling,-2.130256951788798,7.419347181008901,4.117747947043683,20836,337,25,3,12.0,6.499230723708768,20375|22038|56484,Spi1|Plscr1|Foxo3,0.0,0,6,0,0,-4.4640022344000325,47.17584905660377,
1,-3.4441409336010365,GO:0071222,M1,1,0,GO Biological Processes,19,cellular response to lipopolysaccharide,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.4441409336010365,11.575555555555557,6.263757539523901,20836,288,25,4,16.0,7.332121111929343,17260|20375|20846|22038,Mef2c|Spi1|Stat1|Plscr1,-0.7955746152962216,0,7,1,1,-3.4441409336010365,18.250510948905106,
